NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Formulierbubble
bform_height	Hoogte
bform_height.h	Hiermee wordt de hoogte gedefinieerd van de vormbubble die in pixels wordt weergegeven.
bform_width	Breedte
bform_width.h	Hiermee wordt de breedte gedefinieerd van de vormbubble die in pixels wordt weergegeven.
bform_position	Positie
bform_position.h	Definieert de positie van de vormbubble (links, top) voor de "vrije" uitlijning op het scherm. De waarden worden in pixels gegeven.
paramAutoMergeComplete	Samenvoegen van de schermen is voltooid.
form	Formulier
application_contexts	Applicatie
﻿Application	Applicatie
highlight_offset	Offset
AutoBarChooseApp	Applicatie selecteren
AutoBarReRecManual	Klik op object.
BubbleOnActivate	Bubble direct weergeven
ClickOnAAPosition	Klik in applicatie om rechthoek te definiëren
ClickOnPosition	Klik op een positie in de applicatie.
EnabledOnPgLoad	Activeren
HighlightOnActivate	Markering direct weergeven
start_from_arbitrary	Beginnen bij willekeurige stap
focus_step	Focuslaag
focus_step.h	Alleen rondleiding\nGeeft een grijze laag weer om het vereiste besturingselement in de huidige stap te markeren.
yes	Ja
no	Nee
light_mode	Interactieve modus
light_mode.h	Geeft aan dat de gebruiker in de objectbubble naar de volgende stap moet navigeren. Tijdens het afspelen wordt geen paginaherkenning uitgevoerd.
restricted_mode	Beperkte modus
restricted_mode.h	Geeft aan dat alleen de huidige actie kan worden uitgevoerd. De andere besturingselementen van de applicatiepagina worden geblokkeerd. \nDe instelling kan worden gebruikt als ‘Focuslaag weergeven’ is geactiveerd.
show_highlight	Markeringen
action	Actie
active_area	Actief gebied
add_application_expl	Toelichting invoegen
adv	Geavanceerd
display_behavior	Weergavegedrag
all_values	Alle waarden
anim_steps	Animatiestappen
application_context	Applicatie
area	Gebied
auto_merge	Schermmacro's samenvoegen
b_height	Hoogte
form_on	Formuliermodus
b_percent	Bubble zichtbaar (%)
b_hide_option	Optie "Verbergen"
b_minimizable	Mimimaliseerbaar
b_closable	Beëindigbaar
b_minimized	Geminimaliseerd
b_width	Breedte
b_width.h	Definieert de breedte van de objectbubble in pixels.
bmain_minimizable	Mimimaliseerbaar
bmain_position	Positie
bmain_win_style	Type
bmain_size	Grootte
bmain_alignment	Uitlijning
bubble	Objectbubble
bubble_offset	Offset
bubblestyle_d	Stijl
bubblestyle_init	Bubblestijl
choose_appl_template	Applicatieprofiel selecteren
choose_bool	Geselecteerde waarde
choose_nr	Geselecteerde index
choose_text	Geselecteerde waarde
target_static_text	is opgenomen als "Pagina-aanduiding".
target_spec_warning	Waarschuwing: geen heropname-informatie beschikbaar voor dit besturingselement.
prev_step	Vorige stap
next_step	Volgende stap
click	Muisactie
click_pos	Klikpositie
click_pos_rel	Bubblepositie
config_file	Applicatieprofiel
define_target	Scherm
display	Hoofdbubble bewerken
display_name	Weergavenaam
drag	Slepen
drop	Neerzetten
dump_page	Screenshot
elem_bubble	Objectbubble
element_type	Objecttype
enabled	Ingeschakeld
optional	Optioneel
enter	Muisinvoer
executable	Applicatie
explanation_d	Tekst
explanation_d_modified	Handmatig vertalen
explanation_long	Toelichting
fh_mouseover	Help bij mouseover
fh_onelem	Pictogram
fh_tooltip	Tooltip
fh_bubble	Bubble
step_list	Stappenlijst
fieldicon	Objectafbeelding
fieldname	Objectnaam
find	Zoeken
AutoBarChooseScn	Op respectievelijk scherm klikken
frame	Frame
g_highlight_bgr	Kleur
g_highlight_border	Rand
g_highlight_effect	Effect
global	Algemeen
hide_on_focuslost	Bij focusverlies verbergen
hilight	Markering
input_radio	Keuzerondje/selectievakje
input_text	Invoertekst
init	Initieel
key	Code
key_desc	Sneltoets
key_name	Toetscode
key_press	Knopdruk
lclick	Linkermuisklik
ldblclick	Linkerdubbelklik
force_display	Weergave forceren
auto_execute	Automatisch uitvoeren
show_confirmation	Bevestigingsknop weergeven
show_confirmation.h	Definieert of de bevestigingsknop tijdens het afspelen wordt weergegeven in de objectbubble. De gebruiker kan met deze knop een uitgevoerde actie bevestigen. Hierna wordt de volgende stap weergegeven.
link_to_sim	Simulatielink invoegen
macro_comment	Commentaar
main_bubble	Venster
match_value	Waarde vergelijken
mini_on_focuslost	Bij focusverlies minimaliseren
enable_tincan	@{NAVIGATOR}-tracering
nav_check_freq	Actualiseringsfrequentie (min)
navigation	Desktophelp
new_screen_context	Nieuw scherm
no_spike	Zonder punt
pa_caption	Rondleiding
none	Geen
objname	Objectnaam
orientation	Richting
path	Objectpad
position	Positie
rclick	Rechtermuisklik
rdblclick	Rechterdubbelklik
record_activearea	Actief gebied opnemen
record_application_context	Applicatie opnemen
no_control	Geen object beschibaar op geklikte positie.
record_control	Object opnemen
record_control_pa	Stap van rondleiding opnemen
record_define_target	Scherm opnemen
record_display	Hoofdbubble bewerken
record_end_display	Bubble bewerken
record_explanation	Toelichting toevoegen
record_object_context	Object opnemen
record_screen_context	Scherm opnemen
record_target_specializer	Pagina-aanduiding opnemen
record_compatible_application	Compatibele applicatie opnemen
reference	Bron
regexp	Reguliere uitdrukking
replace	Vervangen
replace_continue	Vervangen en doorgaan...
replace_pgkey_attr	Paginacodeattributen vervangen
error_regexp	Ongeldige reguliere uitdrukking. Corrigeer uw invoer.
resize	Venstergrootte aanpassen
revision	Wijziging
sc_config_header	Profielinformatie
screen	Scherm
screenhelp	Schermhelp
screenshot_rect	Screenshotpositie
select_single	Eén object selecteren
selected_merge	Geselecteerde schermmacro's samenvoegen
show_bubble	Direct weergeven
show_hilight	Markering weergeven
show_on_focus	Bij focus weergeven
source	Bron
start_unit	Contexthelpstijl
subkey	Als deelsleutel toegestaan
script	Script
target_name	Titel
target_specializer	Pagina-aanduiding
text_d	Invoertekst
text_d_specializer	Invoertekst
tolerance	Tolerantie schermmacro's samenvoegen
translate	Automatische vertaling
autoTranslate	Project vertalen
paramReRecordLanguage	Taal
merge_critical_macros	Macro's automatisch samenvoegen
merge_critical_macros.h	Als u simulaties in navigaties converteert, kunt u automatisch schermen samenvoegen die zo zijn aangemaakt. Deze worden gecombineerd door gebruik van de tolerantiewaarde die is bepaald in de parameter "Tolerantie schermmacro's samenvoegen".
uid	UID
underline	Onderstrepen
update_control	Object actualiseren
update_target	Scherm actualiseren
variant	Variant
win_rect	Venstergrootte
wizCancel	Annuleren
wizFinish	Voltooien
wizNext	Volgende
wizOk	OK
wizExplanation	Toelichting
wizContinue	Doorgaan
app_info	Applicatie weergeven
app_link_to_sim	Simulatielink voor applicatie invoegen
screen_info	Scherm weergeven
screen_link_to_sim	Simulatielink voor scherm invoegen
object_info	Variant weergeven
object_link_to_sim	Simulatielink invoegen
disabled	Uitgeschakeld
record_context_assistant_include	Project @{NAVIGATOR} opnemen
project_id	Projecttitel
project_id.h	De parameter bevat het ingevoegde project. Via de knop "Link bewerken" kan het project in het werkgebied worden gekozen.
project	Project
context_assistant_include	Desktophelpproject
open_expanded	Hoofdbubble geavanceerd weergeven
restart_option	Knop "Herstarten"
next_project_id	Volgend project
next_project_id.h	Deze optie definieert een project dat zal worden gestart nadat het huidige proces in voltooid. Het nieuwe proces wordt direct gestart en er wordt geen eindbubble weergegeven.
end_unit	Einde rondleiding
add_end_unit	Proceseinde toevoegen
demo	Demomodus
uebung	Oefenmodus
praxis	Praktijkmodus
test	Testmodus
doc	Word-document
pdf	PDF-document
html	HTML-document
ppt	PowerPoint-document
explanation_type	Pictogram
note	Opmerking
info	Info
tipp	Tip
warnung	Waarschuwing
no_image	Geen pictogram
display_on	Hoofdbubble weergeven bij
nav_start	Begin navigatie
app_focus	Applicatiefocus
screen_focus	Schermfocus
never	Niet weergeven
list_type	Lijsttype voor scherm
list_type.h	Deze parameter bepaalt het lijsttype van de objecten in het scherm, als de optie "Alle objectinformatie weergeven" hiervoor is ingeschakeld.
unordered_list	Opsommingstekens
ordered_list	Nummering
convert_sn	Desktophelp genereren
Application	Applicatie
obj_context	Object
expl_context	Toelichting
record_cntrl_type	Type
disable_standby	Schakel stand-bymodus uit (@{NAVIGATOR})
disable_standby.h	Geeft aan dat de standbystatus van de @{NAVIGATOR} niet kan worden ingesteld. Als deze optie is gedeactiveerd, kunt u de standbystatus instellen via de snelkoppeling 'CTRL  + F11' of door te klikken op het statuspictogram.
disable_exit	Gegeven "Afsluiten" verbergen  (@{NAVIGATOR})
disable_exit.h	Geeft aan dat het gegeven 'Afsluiten' in het contextmenu van het statuspictogram van de @{NAVIGATOR} is verborgen.
bcontent_style	Bubblestijl
bcontent_style.h	Deze instelling definieert welk bubblestijl wordt gebruikt voor weergave van bubble.
cache_properties	Cache
cache_folder	Maplocatie
cache_folder.h	Hiermee wordt de locatie van de cachemap "NavigatorCache" gespecificeerd. De standaardlocatie is "%localappdata%". U kunt een klantlocatie invoeren. \nOpmerking: de naam van de cachemap kan niet worden gewijzigd.
use_caching	Caching gebruiken
use_caching.h	Activeert het gebruik van de cache @{NAVIGATOR}.
function_keys	Functietoetsen
minimize_da	Minimaliseren
minimize_da.h	Hiermee wordt een functietoets gedefinieerd voor het minimaliseren van het hoofdvenster.
next_tab	Volgend tabblad selecteren
next_tab.h	Hiermee wordt een functietoets gedefinieerd voor het selecteren van het volgende tabblad in het hoofdvenster.
next_screen	Ga naar volgend scherm
next_screen.h	Definieert een functietoets om naar het volgende scherm te navigeren voor een geselecteerd project.
back	Ga terug
back.h	Definieert een functietoets om naar het vorige scherm te gaan.
toggle_standby	Stand-bymodus omschakelen
toggle_standby.h	Hiermee wordt een functietoets gedefinieerd voor het omschakelen van de stand-bymodus.
abort	Afbreken
abort.h	Hiermee wordt een functietoets gedefinieerd voor het afbreken van de desktophelp.
restart	Opnieuw starten
restart.h	Hiermee wordt een functietoets gedefinieerd voor het herstarten van de desktophelp.
start_pa	Desktophelpproject starten
start_pa.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerd project.
start_demo	Demomodus starten
start_demo.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerde demomodus
start_prac	Oefenmodus starten
start_prac.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerde oefenmodus.
start_test	Testmodus starten
start_test.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerde testmodus.
start_concur	Praktijkmodus starten
start_concur.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerde praktijkmodus.
start_book	Boek starten
start_book.h	Hiermee wordt een functietoets gedefinieerd voor het starten van een geselecteerd boek.
start_group	Openen in bibliotheek
start_group.h	Definieert een functietoets om een groep in de library te openen.
toggle_ctx_rec	Contextherkenning omschakelen
toggle_ctx_rec.h	Hiermee wordt een functietoets gedefinieerd voor het omschakelen van de contextherkenning van de desktophelp.
select_next	Volgend gegeven selecteren
select_next.h	Definieert een functietoets om het volgende gegeven in het huidige venster te selecteren.
select_prev	Vorig gegeven selecteren
select_prev.h	Definieert een functietoets om het vorige gegeven in het huidige venster te selecteren.
toggle_warning	Waarschuwingsdialoog weergeven
toggle_warning.h	Hiermee wordt een functietoets gedefinieerd voor het weergeven van de waarschuwingsdialoog van de desktophelp.
execute_step	Stap uitvoeren
execute_step.h	Hiermee wordt een functietoets gedefinieerd voor het uitvoeren van een stap tijdens het afspelen van de rondleiding.
copy_link	Link kopiëren
copy_link.h	Definieert een functietoets om de link naar de geselecteerde entiteit te kopiëren.
maximize_trainer	Contentvenster maximaliseren
maximize_trainer.h	Hiermee wordt een functietoets gedefinieerd voor het maximaliseren van het contentvenster.
share_email	Delen via e-mail
share_email.h	Definieert een functietoets om content van de geselecteerde entiteit te delen via e-mail.
start_default	Standaardcontent starten
start_default.h	Definieert een functietoets om de standaardmodus of het geselecteerde document te starten.
show_da_help	Desktophelp weergeven
show_da_help.h	Definieert een functietoets om de desktophelp te openen.
request_content	Content aanvragen
request_content.h	Definieert een functietoets om content aan te vragen voor een applicatiepagina.
search_content	Content zoeken
search_content.h	Definieert een functietoets om te zoeken naar content afhankelijk van het geselecteerde zoektype.
show_hidden_elems	Alle verborgen Helpelementen weergeven
show_hidden_elems.h	Definieert een functietoets om verborgen helpelementen weer te geven.
toggle_side_bar	Zijbalk weergeven/verbergen
toggle_side_bar.h	Definieert een functietoets om de zijbalk weer te geven en te verbergen.
content_library	Desktophelp - content en gedrag
content_library_window	Desktophelp - stijl en vensters
content_library_sidebar	Desktophelp - zijbalk
style	Stijl
style.h	Definieert de weergave van de desktophelpcomponenten (hoofdvenster, contentvenster, statuspictogram). Selecteer een stijlresource uit de lijst.
show_only_bar	Alleen zijbalk weergeven bij start
show_only_bar.h	Definieert of alleen zijbalk wordt weergegeven bij start desktophelp of ook hoofdvenster
clear_on_mismatch	Contentlijst wissen bij ontbrekende contextovereenstemming
clear_on_mismatch.h	Definieert dat de contentlijst wordt gewist als er geen context is gevonden. Als de instelling is gedeactiveerd, wordt de content van het laatste herkende object weergegeven.
da_positioning	Uitlijning hoofdvenster
da_positioning.h	Definieert de uitlijning van het hoofdvenster op het scherm. De optie 'Vrij' stelt u in staat om een positie in de parameter 'Hoofdvensterpositie' te definiëren.
bar_positioning	Uitlijning zijbalk
bar_positioning.h	Definieert uitlijning zijbalk op scherm
left_top	Linkerbovenhoek
left_center	Linksmidden
left_bottom	Linkerbenedenhoek
right_top	Rechterbovenhoek
right_center	Rechtsmidden
top_center	Midden boven
right_bottom	Rechterbenedenhoek
center	Gecentreerd
free	Vrij
list_order	Contentsortering
list_order.h	Hiermee wordt de sortering gedefinieerd van de beschikbare content in de lijst.
by_default	Structuur verkenner
by_name	Alfabetisch
by_type	Alfabetisch volgens type
library_position	Hoofdvensterpositie (vrij)
library_position.h	Hiermee wordt de positie (links, bovenin) van het hoofdvenster gedefinieerd voor de "vrije" uitlijning op het scherm. De waarden worden aangegeven in pixels.
search_url	Zoekgroep
search_url.h	Hiermee kunt u een groep van het werkgebied voor het zoeken van content in de @{LIBRARY} opgeven.
enable_recording	Positie: besturingselement ‘Opname’
enable_recording.h	Hiermee kunt u een besturingselement weergeven voor opnameprocessen. U kunt de positie van het besturingselement in de zijbalk opgeven.\nDe opname biedt de gebruiker de mogelijkheid processen op te nemen als Microsoft Word-documenten of als video's. De opgenomen bestanden worden weergegeven in het hoofdvenster op het tabblad ‘Gebruikersgebied’.
enable_exit_da	Positie: besturingselement 'Afsluiten'
enable_exit_da.h	Hiermee kunt u een besturingselement weergeven voor het afsluiten van @{NAVIGATOR}. U kunt de positie van het besturingselement opgeven in de zijbalk.
enable_info	Tabblad 'Info' weergeven
enable_info.h	Schakelt het tabblad 'Info' voor het hoofdvenster van de desktophelp in. Voeg een informatietekst in de korte omschrijving van de desktophelpgroep in.
request_content_type	Type aangevraagde content
