NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	בועה של טופס
bform_height	גובה
bform_height.h	מגדיר את גובה בועת הטופס להצגה בפיקסלים.
bform_width	רוחב
bform_width.h	מגדיר את רוחב בועת הטופס להצגה בפיקסלים.
bform_position	מיקום
bform_position.h	מגדיר את מיקום בועת הטופס (שמאלה, למעלה) עבור היישור ה'חופשי' במסך. הערכים ניתנים בפיקסלים.
paramAutoMergeComplete	מיזוג מסכים הסתיים.
form	טופס
application_contexts	יישום
﻿Application	יישום
highlight_offset	היסט
AutoBarChooseApp	בחר יישום
AutoBarReRecManual	לחץ על האובייקט.
BubbleOnActivate	הצג בועה ישירות
ClickOnAAPosition	לחץ על היישום כדי להגדיר מלבן.
ClickOnPosition	לחץ על המיקום ביישום.
EnabledOnPgLoad	הפעל
HighlightOnActivate	הצג הדגשה ישירות
start_from_arbitrary	התחל משלב שרירותי
focus_step	שכבת מוקד
focus_step.h	סיור מודרך בלבד\nמציג שכבה אפורה כדי להדגיש את הבקרה הנדרשת עבור השלב הנוכחי.
yes	כן
no	לא
light_mode	מצב אינטראקטיבי
light_mode.h	מציין שהמשתמש חייב לנווט בבועת האובייקט אל השלב הבא. זיהוי דף אינו מתבצע במהלך ניגון ההקלטה.
restricted_mode	מצב מוגבל
restricted_mode.h	מציין שניתן לבצע רק את הפעולה הנוכחית. הבקרות האחרות של דף היישום ייחסמו. \nניתן להשתמש בהגדרה אם 'שכבת מיקוד' הופעלה.
show_highlight	הדגשות
action	פעולה
active_area	אזור פעיל
add_application_expl	הוסף הסבר
adv	מתקדם
display_behavior	הצג התנהגות
all_values	כל הערכים
anim_steps	שלבי אנימציה
application_context	יישום
area	אזור
auto_merge	מזג פריטי מאקרו של מסך
b_height	גובה
form_on	מצב טופס
b_percent	בועה גלויה (%)
b_hide_option	אפשרות הסתרה
b_minimizable	ניתן למזעור
b_closable	ניתן לסגירה
b_minimized	ממוזער
b_width	רוחב
b_width.h	מגדיר את רוחב בועת האובייקט בפיקסלים.
bmain_minimizable	ניתן למזעור
bmain_position	מיקום
bmain_win_style	סגנון
bmain_size	גודל
bmain_alignment	יישור
bubble	בועת אובייקט
bubble_offset	היסט
bubblestyle_d	סגנון
bubblestyle_init	סגנון בועה
choose_appl_template	בחר פרופיל יישום
choose_bool	ערך שנבחר
choose_nr	אינדקס שנבחר
choose_text	ערך שנבחר
target_static_text	מוקלט כ'מציין דף'.
target_spec_warning	אזהרה: אין מידע זמין אודות הקלטה מחדש עבור בקרה זו.
prev_step	שלב קודם
next_step	השלב הבא
click	פעולת עכבר
click_pos	לחץ על מיקום
click_pos_rel	מיקום בועה
config_file	פרופיל יישום
define_target	מסך
display	ערוך בועה ראשית
display_name	שם תצוגה
drag	גרור
drop	שחרר
dump_page	צילום מסך
elem_bubble	בועת אובייקט
element_type	סוג אובייקט
enabled	מופעל
optional	אופציונאלי
enter	הזנת עכבר
executable	יישום
explanation_d	טקסט
explanation_d_modified	תרגם ידנית
explanation_long	הסבר
fh_mouseover	עזרה ב-MouseOver
fh_onelem	סמל
fh_tooltip	תיאור כלי
fh_bubble	בועה
step_list	רשימת שלבים
fieldicon	תמונת אובייקט
fieldname	שם אובייקט
find	חיפוש
AutoBarChooseScn	לחץ על המסך המתאים
frame	מסגרת
g_highlight_bgr	צבע
g_highlight_border	גבול
g_highlight_effect	אפקט
global	גלובלי
hide_on_focuslost	הסתר באובדן מיקוד
hilight	הדגשה
input_radio	בחירה/תיבת סימון
input_text	טקסט קלט
init	התחלתי
key	מפתח
key_desc	מקש הפעלה
key_name	קוד מפתח
key_press	לחיצה על מקש
lclick	לחיצה על מקש שמאלי
ldblclick	לחיצה כפולה על מקש שמאלי
force_display	אלץ תצוגה
auto_execute	ביצוע אוטומטי
show_confirmation	הצג כפתור אישור
show_confirmation.h	מגדיר אם כפתור אישור מוצג בבועת האובייקט במהלך ניגון הקלטה. הכפתור מאפשר למשתמש לאשר פעולה שבוצעה ולאחר מכן מוצג השלב הבא.
link_to_sim	הוסף קישור להדמיה
macro_comment	הערה
main_bubble	חלון
match_value	ערך התאמה
mini_on_focuslost	מזער באובדן מיקוד
enable_tincan	מעקב @{NAVIGATOR}
nav_check_freq	תדירות עדכון (בדקות)
navigation	סייע שולחן עבודה
new_screen_context	מסך חדש
no_spike	ללא Spike
pa_caption	סיור מודרך
none	אין
objname	שם אובייקט
orientation	אוריינטציה
path	נתיב אובייקט
position	מיקום
rclick	לחיצה על מקש ימני
rdblclick	לחיצה כפולה על מקש ימני
record_activearea	תעד אזור פעיל
record_application_context	הקלט יישום
no_control	אין אובייקט זמין במיקום שנלחץ.
record_control	הקלט אובייקט
record_control_pa	הקלט שלב בסיור מודרך
record_define_target	הקלט מסך
record_display	ערוך בועה ראשית
record_end_display	ערוך בועה
record_explanation	הוסף הסבר
record_object_context	הקלט אובייקט
record_screen_context	הקלט מסך
record_target_specializer	הקלט מציין דף
record_compatible_application	תעד יישום מתאים
reference	מקור
regexp	ביטוי רגיל
replace	החלף
replace_continue	החלף והמשך...
replace_pgkey_attr	החלף תכונות מפתח של דף
error_regexp	ביטוי רגיל לא חוקי. תקן את הקלט שלך.
resize	שנה גודל חלון
revision	שינוי
sc_config_header	מידע על פרופיל
screen	מסך
screenhelp	עזרת מסך
screenshot_rect	מיקום צילום מסך
select_single	בחר יחיד
selected_merge	מזג פריטי מקרו של מסך שנבחרו
show_bubble	הצג ישירות
show_hilight	הצג את המודגש
show_on_focus	הצג במיקוד
source	מקור
start_unit	סגנון עזרת הקשר
subkey	מותר כמפתח משנה
script	תסריט
target_name	כותרת
target_specializer	מציין דף
text_d	טקסט קלט
text_d_specializer	טקסט קלט
tolerance	מזג דרגות חופש של פריטי מקרו של מסך
translate	תרגום אוטומטי
autoTranslate	תרגם פרויקט
paramReRecordLanguage	שפה
merge_critical_macros	מזג פריטי מקרו באופן אוטומטי
merge_critical_macros.h	אם אתה ממיר הדמיות לניווטים, באפשרותך למזג אוטומטית את המסכים שנוצרו כך. הם משולבים באמצעות ערך דרגת החופש שנקבע בפרמטר 'מזג דרגות חופש של פריטי מאקרו של מסך'.
uid	UID
underline	קו תחתון
update_control	עדכן אובייקט
update_target	עדכן מסך
variant	ואריאנט
win_rect	גודל חלון
wizCancel	בטל
wizFinish	סיים
wizNext	הבא
wizOk	OK
wizExplanation	הסבר
wizContinue	המשך
app_info	הצג יישום
app_link_to_sim	הוסף קישור הדמיה עבור יישום
screen_info	הצג מסך
screen_link_to_sim	הוסף קישור הדמיה עבור מסך
object_info	ואריאנט תצוגה
object_link_to_sim	הוסף קישור להדמיה
disabled	לא מופעל
record_context_assistant_include	כלול פרויקט של @{NAVIGATOR} 
project_id	כותרת פרויקט
project_id.h	פרמטר זה מכיל את הפרויקט שנוסף. הכפתור 'ערוך קישור' מאפשר לך לבחור את הפרויקט באזור העבודה.
project	פרויקט
context_assistant_include	פרויקט של סייע שולחן עבודה
open_expanded	הצג בועה ראשית מתקדמת
restart_option	כפתור אתחול
next_project_id	הפרויקט הבא
next_project_id.h	אפשרות זו מגדירה פרויקט שיתחיל אחרי השלמת התהליך הנוכחי. התהליך החדש מתחיל ישירות ולא תוצג בועת סיום.
end_unit	סיום סיור
add_end_unit	הוסף סיום תהליך
demo	מצב הדגמה
uebung	מצב תרגול
praxis	מצב ריבוי חלונות
test	מצב בדיקה
doc	מסמך Word
pdf	מסמך PDF
html	מסמך HTML
ppt	מסמך PowerPoint
explanation_type	סמל
note	הערה
info	מידע
tipp	עצה
warnung	אזהרה
no_image	ללא סמל
display_on	הצגת בועה ראשית מופעלת
nav_start	התחלת ניווט
app_focus	מיקוד של יישום
screen_focus	מיקוד מסך
never	אל תציג
list_type	סוג רשימה עבור מסך
list_type.h	פרמטר זה קובע את הסוג עבור הרישום של האובייקטים במסך, אם האפשרות 'הצג את כל המידע אודות האובייקטים' מופעלת עבורו.
unordered_list	תבליט
ordered_list	מספור
convert_sn	צור סייע של שולחן עבודה
Application	יישום
obj_context	אובייקט
expl_context	הסבר
record_cntrl_type	סוג
disable_standby	הפסק סטאטוס המתנה (@{NAVIGATOR})
disable_standby.h	מציין כי לא ניתן לקבוע את סטאטוס ההמתנה של ה-@{NAVIGATOR}. אם בוטלה הפעלתה של אפשרות זו, ניתן לקבוע את סטאטוס ההמתנה עם הקיצור CTRL + F11 או עם לחיצה על סמל הסטאטוס.
disable_exit	הסתר הזנת יציאה (@{NAVIGATOR})
disable_exit.h	מציין כי ההזנה 'צא' בתפריט ההקשר של סמל הסטאטוס של @{NAVIGATOR} מוסתרת.
bcontent_style	סגנון בועה
bcontent_style.h	הגדרה זו קובעת באיזה סגנון בועה יש להשתמש עבור הצגת הבועה.
cache_properties	מטמון
cache_folder	מיקום תיקייה
cache_folder.h	מציין את המיקום של תיקיית המטמון 'NavigatorCache'. מיקום ברירת המחדל הוא '%localappdata%'. באפשרותך להזין מיקום מותאם אישית.\nשים לב: לא ניתן לשנות את שם תיקיית המטמון.
use_caching	השתמש בהטמנה
use_caching.h	מפעיל את השימוש במטמון ה-@{NAVIGATOR}.
function_keys	מקשי פונקציות
minimize_da	מזער
minimize_da.h	מגדיר מקש פונקציה עבור למזעור החלון הראשי.
next_tab	בחר את הלשונית הבאה
next_tab.h	מגדיר מקש פונקציה לבחירת הלשונית הבאה בחלון הראשי.
next_screen	עבור למסך הבא
next_screen.h	מגדיר את מקש הפונקציה לניווט למסך הבא עבור פרויקט נבחר.
back	חזור
back.h	מגדיר מקש פונקציה למעבר למסך הקודם.
toggle_standby	החל מצב Standby
toggle_standby.h	מגדיר מקש פונקציה עבור החלפת מצב Standby.
abort	בטל
abort.h	מגדיר מקש פונקציה לביטול סייע שולחן העבודה.
restart	אתחל
restart.h	מגדיר מקש פונקציה לאתחול סייע של שולחן עבודה.
start_pa	התחל פרויקט של סייע שולחן עבודה
start_pa.h	מגדיר מקש פונקציה להתחלת פרויקט שנבחר.
start_demo	התחל מצב הדגמה
start_demo.h	מגדיר מקש פונקציה להתחלת מצב הדגמה שנבחר.
start_prac	התחל מצב תרגול
start_prac.h	מגדיר מקש פונקציה להתחלת מצב תרגול שנבחר.
start_test	התחל מצב בדיקה
start_test.h	מגדיר מקש פונקציה להתחלת מצב בדיקה שנבחר.
start_concur	התחל מצב מקביל
start_concur.h	מגדיר מקש פונקציה להתחלת מצב מקביל שנבחר.
start_book	התחל ספר
start_book.h	מגדיר מקש פונקציה להתחלת ספר שנבחר.
start_group	פתח ב-library
start_group.h	מגדיר מקש פונקציה לפתיחת הקבוצה בספרייה.
toggle_ctx_rec	החלף זיהוי הקשר
toggle_ctx_rec.h	מגדיר מקש פונקציה להחלפת זיהוי הקשר של סייע שולחן העבודה.
select_next	בחר את ההזנה הבאה
select_next.h	מגדיר מקש פונקציה לבחירת ההזנה הבאה בחלון הנוכחי.
select_prev	בחר את ההזנה הקודמת
select_prev.h	מגדיר מקש פונקציה לבחירת ההזנה הקודמת בחלון הנוכחי.
toggle_warning	הצג דיאלוג אזהרה
toggle_warning.h	מגדיר מקש פונקציה להצגת דיאלוג האזהרה של סייע שולחן העבודה.
execute_step	בצע שלב
execute_step.h	מגדיר מקש פונקציה לביצוע שלב במהלך ניגון הקלטה של הסיור המודרך.
copy_link	העתק קישור
copy_link.h	מגדיר מקש פונקציה להעתקת קישור של היישות שנבחרה.
maximize_trainer	הגדל חלון תוכן לגודל המקסימלי
maximize_trainer.h	מגדיר מקש פונקציה להגדלת חלון התוכן לגודל המקסימלי.
share_email	שתף באמצעות דוא"ל
share_email.h	מגדיר מקש פונקציה לשיתוף תוכן של היישות הנבחרת באמצעות דוא"ל.
start_default	התחל תוכן בברירת מחדל
start_default.h	מגדיר מפתח פונקציה להתחלת מצב ברירת מחדל או המסמך שנבחר.
show_da_help	הצג עזרה של סייע שולחן עבודה
show_da_help.h	מגדיר מקש פונקציה לפתיחת עזרה של סייע שולחן העבודה.
request_content	בקש תוכן
request_content.h	מגדיר את מקש הפונקציה עבור בקשת תוכן לדף יישום.
search_content	חפש תוכן
search_content.h	מגדיר מקש פונקציה לחיפוש תוכן בהתאם לסוג החיפוש שנבחר.
show_hidden_elems	הצג את האלמנטים המוסתרים של עזרה.
show_hidden_elems.h	מגדיר מקש פונקציה להצגת אלמנטים מוסתרים של עזרה.
toggle_side_bar	הצג / הסתר סרגל צדי
toggle_side_bar.h	מגדיר מקש פונקציה להצגה ולהסתרה של הסרגל הצדי.
content_library	סייע שולחן עבודה - תוכן והתנהגות
content_library_window	סייע שולחן עבודה - סגנון וחלונות
content_library_sidebar	סייע שולחן עבודה - סרגל צידי
style	סגנון
style.h	מגדיר את הופעת רכיבי סייע שולחן העבודה (חלון ראשי, חלון תוכן, סמל סטאטוס). בחר משאב סגנון מהרשימה.
show_only_bar	הצג בהפעלה סרגל צידי בלבד
show_only_bar.h	קובע אם רק הסרגל הצידי יוצג בהפעלת סייע שולחן העבודה או גם החלון הראשי.
clear_on_mismatch	נקה רשימת תוכן בזמן אי-התאמת הקשר
clear_on_mismatch.h	מגדיר ניקוי של רשימת התוכן אם לא נמצא הקשר. כאשר ההגדרה מופסקת, מוצג התוכן של האובייקט המוכר האחרון.
da_positioning	יישור חלון מרכזי
da_positioning.h	מגדיר את יישור החלון הראשי על המסך. האפשרות 'חופשי' מאפשרת הגדרת מיקום בפרמטר 'מיקום חלון ראשי'.
bar_positioning	יישור סרגל צדי
bar_positioning.h	מגדיר את היישור של הסרגל הצדי במסך.
left_top	פינה שמאלית עליונה
left_center	שמאלה במרכז
left_bottom	פינה שמאלית תחתונה
right_top	פינה ימנית עליונה
right_center	ימין במרכז
top_center	מרכזי עליון
right_bottom	פינה ימנית תחתונה
center	מרכז
free	פנוי
list_order	מיון תוכן
list_order.h	מגדיר את המיון של תוכן זמין ברשימה.
by_default	מבנה סייר
by_name	אלפביתי
by_type	אלפביתי לכל סוג
library_position	מיקום חלון ראשי (חופשי)
library_position.h	מגדיר את מיקום החלון הראשי (שמאלה, למעלה) עבור היישור ה'חופשי' במסך. הערכים ניתנים בפיקסלים.
search_url	קבוצת חיפוש
search_url.h	מאפשר לציין קבוצה של אזור העבודה עבור חיפוש תוכן ב-@{LIBRARY}.
enable_recording	מיקום: בקרת 'הקלטה'
enable_recording.h	מאפשר להציג בקרה עבור תהליכי רישום. באפשרותך לציין את המיקום של הבקרה בסרגל הצידי.\nההקלטה מאפשרת למשתמש לבצע רישום של תהליכים כמסמכי Microsoft Word או כסרטוני וידאו. הקבצים שנרשמו מוצגים בחלון הראשי של לשונית 'אזור משתמש'.
enable_exit_da	מיקום: בקרת 'יציאה'
