NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Bulle de formulaire
bform_height	Hauteur
bform_height.h	Définit la hauteur des bulles de formulaire à afficher en pixels.
bform_width	Largeur
bform_width.h	Définit la largeur de la bulle de formulaire à afficher en pixels.
bform_position	Position
bform_position.h	Définit la position des bulles de formulaire (à gauche, en haut) pour l'alignement 'Libre' sur l'écran. Ces valeurs sont indiquées en pixels.
paramAutoMergeComplete	La fusion des écrans est terminée.
form	Formulaire
application_contexts	Application
﻿Application	Application
highlight_offset	Décalage
AutoBarChooseApp	Sélectionner application
AutoBarReRecManual	Cliquez sur l'objet.
BubbleOnActivate	Afficher directement l'info-bulle
ClickOnAAPosition	Cliquer dans l'application pour définir un rectangle.
ClickOnPosition	Cliquer sur une position de l'application.
EnabledOnPgLoad	Activer
HighlightOnActivate	Afficher directement le surlignage
start_from_arbitrary	Lancer à partir de l'étape arbitraire
focus_step	Couche de focus
focus_step.h	Visite guidée uniquement\nAffiche une couche grise pour surligner la commande requise dans l'étape en cours.
yes	Oui
no	Non
light_mode	Mode interactif
light_mode.h	Indique que l'utilisateur doit naviguer dans la bulle d'objet pour passer à l'étape suivante. Aucune reconnaissance de page n'est effectuée lors du repassage.
restricted_mode	Mode restreint
restricted_mode.h	Indique que seule l'action actuelle peut être exécutée. Les autres commandes de la page d'application sont bloquées. \nL'option peut être utilisée si 'Couche de focus' a été activée.
show_highlight	Surlignages
action	Action
active_area	Zone active
add_application_expl	Insérer une explication
adv	Avancé
display_behavior	Comportement d'affichage
all_values	Toutes les valeurs
anim_steps	Étapes d'animation
application_context	Application
area	Champ
auto_merge	Fusionner les macros d'écran
b_height	Hauteur
form_on	Mode formulaire
b_percent	Bulle visible (%)
b_hide_option	Option Masquer
b_minimizable	Réductible
b_closable	Fermable
b_minimized	Minimisé
b_width	Largeur
b_width.h	Définit la largeur de la bulle d'objet en pixels.
bmain_minimizable	Réductible
bmain_position	Position
bmain_win_style	Style
bmain_size	Taille
bmain_alignment	Alignement
bubble	Bulle d'objet
bubble_offset	Décalage
bubblestyle_d	Style
bubblestyle_init	Style de la bulle
choose_appl_template	Sélectionner profil d'application
choose_bool	Valeur sélectionnée
choose_nr	Indice sélectionné
choose_text	Valeur sélectionnée
target_static_text	est enregistré en tant que 'spécificateur de page'.
target_spec_warning	Avertissement : aucune information de réenregistrement disponible pour cette commande.
prev_step	Etape précédente du processus
next_step	Étape suivante
click	Action de la souris
click_pos	Cliquer sur l'position
click_pos_rel	Position de l'info-bulle
config_file	Profil d'application
define_target	Écran
display	Editer bulle principale
display_name	Afficher nom
drag	Glisser
drop	Déposer
dump_page	Capture d'écran
elem_bubble	Bulle d'objet
element_type	Type d'objet
enabled	Activé
optional	Facultatif
enter	Entrée souris
executable	Application
explanation_d	Texte
explanation_d_modified	Traduire manuellement
explanation_long	Explication
fh_mouseover	Aide sur Effet de survol
fh_onelem	Icône
fh_tooltip	Info-bulle
fh_bubble	Bulle
step_list	Interface
fieldicon	Image d'objet
fieldname	Nom de l'objet
find	Recherche
AutoBarChooseScn	Cliquez sur l'écran correspondant
frame	Cadre
g_highlight_bgr	Couleur
g_highlight_border	Bordure
g_highlight_effect	Effet
global	Global
hide_on_focuslost	Masquer lors de la sortie du focus
hilight	Surlignage
input_radio	Case d'option/à cocher
input_text	Saisie de texte
init	Init
key	Clé de page
key_desc	Nom de la clé
key_name	Code de touche
key_press	Presse de touche
lclick	Clic gauche
ldblclick	Double clic gauche
force_display	Forcer affichage
auto_execute	Exécuter automatiquement
show_confirmation	Afficher le bouton de confirmation
show_confirmation.h	Définit si un bouton de confirmation s'affiche dans la bulle d'objet lors du repassage. Le bouton permet à l'utilisateur de confirmer une action exécutée. Ensuite, l'étape suivante s'affiche.
link_to_sim	Insérer lien de simulation
macro_comment	Commentaire
main_bubble	Fenêtre
match_value	Valeur correspondante
mini_on_focuslost	Réduire lors de la sortie du focus
enable_tincan	Suivi @{NAVIGATOR}
nav_check_freq	Fréquence
navigation	Assistant de bureau
new_screen_context	Nouvel écran
no_spike	Aucun Spike
pa_caption	Visite guidée
none	Aucun
objname	Nom de l'objet
orientation	Orientation
path	Chemin d'objet
position	Position
rclick	Clic droit sur la souris
rdblclick	Double clic droit
record_activearea	Enregistrer zone active
record_application_context	Enregistrer application
no_control	Aucun objet disponible sur la position sur laquelle vous avez cliqué.
record_control	Enregistrer objet
record_control_pa	Enregistrer étape de visite guidée
record_define_target	Enregistrer écran
record_display	Editer bulle principale
record_end_display	Modifier l'info-bulle
record_explanation	Ajouter explication
record_object_context	Enregistrer objet
record_screen_context	Enregistrer écran
record_target_specializer	Enregistrer spécificateur de page
record_compatible_application	Enregistrer application compatible
reference	Source
regexp	Expression régulière
replace	Remplacer
replace_continue	Remplacer et continuer...
replace_pgkey_attr	Remplacer les attributs de clé de page
error_regexp	Expression régulière invalide. Corrigez votre saisie.
resize	Réajuster la fenêtre
revision	Révision
sc_config_header	Informations de profil
screen	Écran
screenhelp	Aide écran
screenshot_rect	Position / Taille de la capture d'écran
select_single	sélection unique
selected_merge	Fusionner les macros d'écran sélectionnées
show_bubble	Afficher directement
show_hilight	Afficher surlignage
show_on_focus	Afficher lors du focus
source	Source
start_unit	Style de l'aide contextuelle
subkey	Permis comme sous-clé
script	Script
target_name	Titre
target_specializer	Le spécificateur de page
text_d	Saisie de texte
text_d_specializer	Saisie de texte
tolerance	Fusionner macros d'écran - tolérance
translate	Traduction automatique
autoTranslate	Traduire projet
paramReRecordLanguage	Langue
merge_critical_macros	Fusionner automatiquement les macros
merge_critical_macros.h	Si vous convertissez des simulations en navigations, vous pouvez fusionner automatiquement les écrans ainsi créés. Ces derniers sont combinés à l'aide de la valeur de tolérance déterminée dans le paramètre 'Fusionner macros d'écran - tolérance'.
uid	UID
underline	Souligner
update_control	Mettre à jour objet
update_target	Mettre à jour l'écran
variant	Variante
win_rect	Taille fenêtre
wizCancel	Annuler
wizFinish	Terminer
wizNext	Suivant
wizOk	OK
wizExplanation	Explication
wizContinue	Poursuivre
app_info	Afficher application
app_link_to_sim	Insérer lien de simulation pour l'application
screen_info	Afficher écran
screen_link_to_sim	Insérer lien de simulation pour l'écran
object_info	Variante d'affichage
object_link_to_sim	Insérer lien de simulation
disabled	Désactivé
record_context_assistant_include	Inclure projet @{NAVIGATOR}
project_id	Titre projet
project_id.h	Le paramètre contient le projet inséré. Le bouton "Editer lien" vous permet de sélectionner le projet dans l'espace de travail
project	Projet
context_assistant_include	Projet d'assistant de bureau
open_expanded	Afficher bulle principale avec extension
restart_option	Bouton répéter
next_project_id	Projet suivant
next_project_id.h	Cette option définit un projet qui est lancé à la fin du processus en cours. Le nouveau processus est directement lancé et aucune bulle de fin ne s'affiche.
end_unit	Fin de la visite guidée
add_end_unit	Ajouter fin du processus
demo	Mode démo
uebung	Mode d'exercice
praxis	Mode parallèle
test	Mode test
doc	Document Word
pdf	Document PDF
html	Document HTML
ppt	Document PowerPoint
explanation_type	Icône
note	Remarque
info	Info
tipp	Astuce
warnung	Avertissement
no_image	Aucune icône
display_on	Affichage de la bulle principale au/à
nav_start	Démarrage de la navigation
app_focus	Focus sur application
screen_focus	Focus sur écran
never	Ne pas afficher
list_type	Type de liste pour écran
list_type.h	Ce paramètre détermine le type pour les listes d'objets dans l'écran si l'option 'Afficher toutes les informations d'objet' est activée.
unordered_list	Puce
ordered_list	Numérotation
convert_sn	Générer l'assistant de bureau
Application	Application
obj_context	Objet
expl_context	Explication
record_cntrl_type	Type
disable_standby	Désactiver le statut Veille (@{NAVIGATOR})
disable_standby.h	Indique que le statut de veille du @{NAVIGATOR} ne peut pas être activé. Si vous désactivez cette option, il est possible d'activer le statut de veille à l'aide du raccourci "CTRL + F11" ou en cliquant sur l'icône de statut.
disable_exit	Masquer entrée 'exit' (@{NAVIGATOR})
disable_exit.h	Indique que l'entrée 'Terminer' dans le menu contextuel de l'icône de statut du @{NAVIGATOR} est masquée.
bcontent_style	Style de la bulle
bcontent_style.h	Cette option définit le style de bulle à utiliser pour afficher la bulle.
cache_properties	Mémoire cache
cache_folder	Emplacement du dossier
cache_folder.h	Spécifie l'emplacement du dossier du cache 'NavigatorCache'. L'emplacement par défaut est '%localappdata%'. Vous pouvez entrer un emplacement personnalisé. \nRemarque : il est impossible de modifier le nom du dossier du cache.
use_caching	Utiliser gestion des caches
use_caching.h	Active l'utilisation du cache @{NAVIGATOR}.
function_keys	Clés de fonction
minimize_da	Réduire
minimize_da.h	Définit une clé de fonction pour minimiser la fenêtre principale.
next_tab	Sélectionner onglet suivant
next_tab.h	Définit une clé de fonction pour sélectionner l'onglet suivant dans la fenêtre principale.
next_screen	Aller à l'écran suivant
next_screen.h	Définit une touche de fonction pour la navigation jusqu'à l'écran suivant pour un projet sélectionné.
back	Retour
back.h	Définit une touche de fonction pour revenir à l'écran précédent.
toggle_standby	Basculer en mode de secours
toggle_standby.h	Définit une clé de fonction pour basculer en mode de secours.
abort	Quitter
abort.h	Définit une clé de fonction pour quitter l'assistant de bureau.
restart	Redémarrer
restart.h	Définit une clé de fonction pour redémarrer l'assistant du bureau.
start_pa	Lancer projet d'assistant de bureau
start_pa.h	Définit une clé de fonction pour lancer un projet sélectionné.
start_demo	Démarrer mode démo
start_demo.h	Définit une clé de fonction pour démarrer un mode démo sélectionné.
start_prac	Démarrer mode d'exercice
start_prac.h	Définit une clé de fonction pour démarrer un mode d'exercice sélectionné.
start_test	Démarrer mode de test
start_test.h	Définit une clé de fonction pour démarrer un mode test sélectionné.
start_concur	Démarrer mode parallèle
start_concur.h	Définit une clé de fonction pour démarrer un mode parallèle sélectionné.
start_book	Démarrer livre
start_book.h	Définit une clé de fonction pour démarrer un livre sélectionné.
start_group	Ouvrir dans library
start_group.h	Définit une touche de fonction pour l'ouverture d'un groupe dans library.
toggle_ctx_rec	Basculer vers reconnaissance de contexte
toggle_ctx_rec.h	Définit une clé de fonction pour basculer vers la reconnaissance de contexte de l'assistant de bureau.
select_next	Sélectionnez Entrée suivante
select_next.h	Définit une touche de fonction pour la sélection de l'entrée suivante dans la fenêtre actuelle.
select_prev	Sélectionner entrée précédente
select_prev.h	Définit une touche de fonction pour la sélection de l'entrée précédente dans la fenêtre actuelle.
toggle_warning	Afficher le dialogue d'avertissement
toggle_warning.h	Définit une clé de fonction pour afficher le dialogue d'avertissement de l'assistant de bureau.
execute_step	Exécuter étape
execute_step.h	Définit une clé de fonction pour exécuter une étape pendant le repassage de la visite guidée.
copy_link	Copier lien
copy_link.h	Définit une touche de fonction pour la copie du lien de l'entité sélectionnée.
maximize_trainer	Maximiser la fenêtre de contenu
maximize_trainer.h	Définit une clé de fonction pour maximiser la fenêtre de contenu.
share_email	Partager via e-mail
share_email.h	Définit une touche de fonction pour le partage du contenu de l'entité sélectionnée via e-mail.
start_default	Lancer contenu par défaut
start_default.h	Définit une touche de fonction pour lancer le mode par défaut ou le document sélectionné.
show_da_help	Afficher aide de l'assistant de bureau
show_da_help.h	Définit une touche de fonction pour l'ouverture de l'aide de l'assistant de bureau.
request_content	Demander contenu
request_content.h	Définit une touche de fonction pour la demande de contenu pour une page d'application.
search_content	Rechercher contenu
search_content.h	Définit une touche de fonction pour la recherche de contenu en fonction du type de recherche sélectionné.
show_hidden_elems	Afficher éléments d'aide masqués
show_hidden_elems.h	Définit une touche de fonction pour l'affichage des éléments d'aide masqués.
toggle_side_bar	Afficher/Masquer barre latérale
toggle_side_bar.h	Définit une touche de fonction pour afficher et masquer la barre latérale.
content_library	Assistant du bureau - Contenu et comportement
content_library_window	Assistant du bureau - Style et fenêtres
content_library_sidebar	Assistant de bureau - Barre latérale
style	Style
style.h	Définit l'apparence des composants de l'assistant de bureau (fenêtre principale, fenêtre de contenu, icône de statut). Sélectionnez une ressource de style dans la liste.
show_only_bar	Afficher uniquement la barre latérale au démarrage
show_only_bar.h	Définit si seule la barre latérale est affichée au démarrage de l'assistant du bureau ou également dans la fenêtre principale.
clear_on_mismatch	Réinitialiser la liste des contenus en cas de contextes non concordants
clear_on_mismatch.h	Détermine que la liste des contenus est réinitialisée si aucun contexte n'a été trouvé. Si cette option est désactivée, le contenu du dernier objet reconnu s'affiche.
da_positioning	Alignement de la fenêtre principale
da_positioning.h	Définit l'alignement de la fenêtre principale sur l'écran. L'option "Libre" permet de définir une position dans le paramètre "Position de la fenêtre principale".
bar_positioning	Alignement de la barre latérale
bar_positioning.h	Définit l'alignement de la barre latérale sur l'écran.
left_top	Coin en haut à gauche
left_center	Centré à gauche
left_bottom	Coin en bas à gauche
right_top	Coin en haut à droite
right_center	Centré à droite
top_center	En haut, centré
right_bottom	Coin en bas à droite
center	Centrer
free	Libre
list_order	Tri de contenu
list_order.h	Définit le tri du contenu disponible dans la liste.
by_default	Structure de l'explorateur
by_name	Alphabétique
by_type	Alphabétique par type
library_position	Position de la fenêtre principale (libre)
library_position.h	Définit la position de la fenêtre principale (gauche, haut) pour l'alignement "libre" à l'écran. Les valeurs sont données en pixels.
search_url	Groupe de recherche
search_url.h	Permet d'indiquer un groupe de l'espace de travail pour rechercher du contenu dans la @{LIBRARY}.
enable_recording	Position : commande 'Enregistrement'
enable_recording.h	Permet d'afficher une commande pour l'enregistrement de processus. Vous pouvez indiquer la position de la commande dans la barre latérale. \nL'enregistrement permet à l'utilisateur d'enregistrer des processus sous la forme de documents Microsoft Word ou de vidéos. Les fichiers enregistrés sont affichés dans la fenêtre principale de l'onglet Zone utilisateur.
enable_exit_da	Position : commande 'Terminer'
enable_exit_da.h	Permet d'afficher une commande pour quitter @{NAVIGATOR}. Vous pouvez indiquer la position de la commande dans la barre latérale.
enable_info	Afficher l'onglet "Info"
enable_info.h	Active la page de l'onglet 'Info' de la fenêtre principale de l'assistant de bureau. Insérer un texte d'infos dans la désignation du groupe d'assistant de bureau.
request_content_type	Type de demande de contenu
request_content_type.h	Indique la fonctionnalité pour une demande de contenu. Sélectionnez un type dans la liste déroulante. \nE-mail : permet de saisir une adresse e-mail pour les demandes. \nURL : permet de saisir une URL pour l'ouverture d'une page Web. \nUne commande 'Demander contenu' est affichée dans la barre latérale. Si aucun contenu n'est trouvé, le lien 'Demander contenu' est affiché dans la fenêtre principale.
email	E-mail
url	URL
enable_request_content	Position : commande 'Demander contenu'
enable_request_content.h	Indique la position de la commande 'Demander contenu' dans la barre latérale.
enable_external_search_ctx	Fournir informations contextuelles
enable_external_search_ctx.h	Fournit des informations contextuelles supplémentaires pour l'utilisateur avec l'URL de recherche, au cours d'une recherche. Ces informations seront utilisées lors des recherches. Activez cette option si les informations contextuelles peuvent être utilisées au cours de votre recherche. \nLes informations contextuelles fournies sont indiquées dans le paramètre 'Informations contextuelles'.
external_search_ctx	Informations contextuelles
