NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	양식 말풍선
bform_height	높이
bform_height.h	표시할 양식 말풍선의 높이를 픽셀로 정의합니다.
bform_width	너비
bform_width.h	표시할 양식 말풍선의 너비를 픽셀로 정의합니다.
bform_position	위치
bform_position.h	화면에서 '프리' 정렬 시 양식 말풍선의 위치(왼쪽, 위)를 픽셀로 지정합니다.
paramAutoMergeComplete	화면 병합이 완료되었습니다.
form	서식
application_contexts	애플리케이션
﻿Application	애플리케이션
highlight_offset	오프셋
AutoBarChooseApp	애플리케이션 선택
AutoBarReRecManual	오브젝트를 클릭하십시오.
BubbleOnActivate	말풍선 직접 표시
ClickOnAAPosition	애플리케이션을 클릭하여 직사각형을 정의합니다.
ClickOnPosition	애플리케이션에서 위치를 클릭하십시오.
EnabledOnPgLoad	활성화
HighlightOnActivate	하이라이트 직접 표시
start_from_arbitrary	임의 단계에서 시작
focus_step	포커스 레이어
focus_step.h	안내 동영상만\n현재 단계에 필요한 컨트롤을 강조표시하는 회색 레이어를 표시합니다.
yes	예
no	아니오
light_mode	대화형 모드
light_mode.h	사용자가 오브젝트 말풍선에서 다음 단계를 탐색하도록 지정합니다. 재생 중에는 페이지 인식을 수행하지 않습니다. 
restricted_mode	제한 모드
restricted_mode.h	현재 동작만 실행할 수 있도록 지정합니다. 애플리케이션 페이지의 기타 컨트롤이 보류됩니다. \n이 설정은 '포커스 레이어'가 활성화된 경우 사용할 수 있습니다.
show_highlight	하이라이트
action	동작
active_area	활성 영역
add_application_expl	설명 삽입
adv	고급
display_behavior	표시 동작
all_values	모든 값
anim_steps	애니메이션 단계
application_context	애플리케이션
area	영역
auto_merge	화면 매크로 병합
b_height	높이
form_on	양식 모드
b_percent	말풍선 표시(%)
b_hide_option	옵션 숨기기
b_minimizable	최소화 가능
b_closable	닫기 가능
b_minimized	최소화됨
b_width	너비
b_width.h	오브젝트 말풍선의 너비를 픽셀로 정의합니다.
bmain_minimizable	최소화 가능
bmain_position	위치
bmain_win_style	스타일
bmain_size	크기
bmain_alignment	맞춤
bubble	오브젝트 말풍선
bubble_offset	오프셋
bubblestyle_d	스타일
bubblestyle_init	말풍선 스타일
choose_appl_template	애플리케이션 프로필 선택
choose_bool	선택한 값
choose_nr	선택한 색인
choose_text	선택한 값
target_static_text	'페이지 지정자'로 녹화됨
target_spec_warning	경고: 이 컨트롤에 대한 재녹화 정보가 없습니다.
prev_step	이전 단계
next_step	다음 단계
click	마우스 동작
click_pos	클릭 위치
click_pos_rel	말풍선 위치
config_file	애플리케이션 프로필
define_target	화면
display	기본 말풍선 편집
display_name	표시 이름
drag	드래그
drop	드롭
dump_page	스크린샷
elem_bubble	오브젝트 말풍선
element_type	오브젝트 유형
enabled	사용
optional	선택사항
enter	마우스 입력
executable	애플리케이션
explanation_d	텍스트
explanation_d_modified	수동으로 번역
explanation_long	설명
fh_mouseover	마우스 오버 시 도움말 표시
fh_onelem	아이콘
fh_tooltip	도구 설명
fh_bubble	말풍선
step_list	단계 목록
fieldicon	오브젝트 이미지
fieldname	오브젝트 이름
find	찾기
AutoBarChooseScn	각 화면 클릭
frame	프레임
g_highlight_bgr	색
g_highlight_border	테두리
g_highlight_effect	효과
global	글로벌
hide_on_focuslost	포커스에서 벗어나면 숨기기
hilight	하이라이트
input_radio	라디오/체크박스
input_text	텍스트 입력
init	초기
key	키
key_desc	단축 키
key_name	키 코드
key_press	키 누름
lclick	왼쪽 클릭
ldblclick	왼쪽 두 번 클릭
force_display	강제 표시
auto_execute	자동 실행
show_confirmation	확인 버튼 표시
show_confirmation.h	재생하는 동안 오브젝트 말풍선에 확인 버튼을 표시할지 여부를 정의합니다. 이 버튼을 사용하면 사용자가 실행된 작업을 확인할 수 있으며 누르면 다음 단계가 표시됩니다.
link_to_sim	시뮬레이션 링크 삽입
macro_comment	의견
main_bubble	창
match_value	일치 값
mini_on_focuslost	포커스에서 벗어나면 최소화
enable_tincan	@{NAVIGATOR} 추적
nav_check_freq	업데이트 주기(분)
navigation	데스크톱 보조 도구
new_screen_context	새 화면
no_spike	꼬리 없음
pa_caption	안내 동영상
none	없음
objname	오브젝트 이름
orientation	방향
path	오브젝트 경로
position	위치
rclick	마우스 오른쪽 버튼 클릭
rdblclick	오른쪽 두 번 클릭
record_activearea	활성 영역 녹화
record_application_context	애플리케이션 녹화
no_control	클릭 위치에 사용 가능한 오브젝트가 없습니다.
record_control	오브젝트 녹화
record_control_pa	안내 동영상 단계 녹화
record_define_target	화면 녹화
record_display	기본 말풍선 편집
record_end_display	말풍선 편집
record_explanation	설명 추가
record_object_context	오브젝트 녹화
record_screen_context	화면 녹화
record_target_specializer	페이지 지정자 녹화
record_compatible_application	호환 애플리케이션 녹화
reference	소스
regexp	정규식
replace	바꾸기
replace_continue	바꾸기 및 계속...
replace_pgkey_attr	페이지 키 특성 바꾸기
error_regexp	정규식이 잘못되었습니다. 입력을 수정하십시오.
resize	창 크기 조정
revision	개정
sc_config_header	프로파일 정보
screen	화면
screenhelp	화면 도움말
screenshot_rect	스크린샷 위치
select_single	단일 문서 선택
selected_merge	선택한 화면 매크로 병합
show_bubble	직접 표시
show_hilight	하이라이트 표시
show_on_focus	포커스에 맞으면 표시
source	소스
start_unit	상황에 맞는 도움말 스타일
subkey	서브 키로 허용됨
script	스크립트
target_name	제목
target_specializer	페이지 지정자
text_d	텍스트 입력
text_d_specializer	텍스트 입력
tolerance	화면 매크로 병합 허용 범위
translate	자동 번역
autoTranslate	프로젝트 번역
paramReRecordLanguage	언어
merge_critical_macros	매크로 자동 병합
merge_critical_macros.h	시뮬레이션을 탐색으로 변환하는 경우 그에 맞게 만들어진 화면을 자동으로 병합할 수 있습니다. 이는 '화면 매크로 병합 허용 범위' 매개변수에 설정한 허용 범위 값을 사용하여 결합됩니다.
uid	UID
underline	밑줄
update_control	오브젝트 업데이트
update_target	화면 업데이트
variant	변형
win_rect	창 크기
wizCancel	취소
wizFinish	완료
wizNext	다음
wizOk	확인
wizExplanation	설명
wizContinue	계속
app_info	애플리케이션 표시
app_link_to_sim	애플리케이션에 대한 시뮬레이션 링크 삽입
screen_info	화면 표시
screen_link_to_sim	화면에 대한 시뮬레이션 링크 삽입
object_info	표시 변형
object_link_to_sim	시뮬레이션 링크 삽입
disabled	사용 안 함
record_context_assistant_include	@{NAVIGATOR} 프로젝트 포함
project_id	프로젝트 제목
project_id.h	이 매개변수는 삽입된 프로젝트를 포함합니다. '링크 편집' 버튼으로 작업 영역의 프로젝트를 선택할 수 있습니다.
project	프로젝트
context_assistant_include	데스크톱 보조 도구 프로젝트
open_expanded	고급 기본 말풍선 표시
restart_option	재시작 버튼
next_project_id	새 프로젝트
next_project_id.h	이 옵션은 현재 프로세스 완료 후 시작되는 프로젝트를 정의합니다. 새 프로세스는 직접 시작되며 종료 말풍선이 표시되지 않습니다.
end_unit	투어 종료
add_end_unit	프로세스 종료 추가
demo	데모 모드
uebung	연습 모드
praxis	지원 모드
test	테스트 모드
doc	Word 문서
pdf	PDF 문서
html	HTML 문서
ppt	PowerPoint 문서
explanation_type	아이콘
note	참고
info	정보
tipp	팁
warnung	경고
no_image	아이콘 없음
display_on	기본 말풍선 표시 켜기
nav_start	탐색 시작
app_focus	애플리케이션 포커스
screen_focus	화면 포커스
never	표시 안 함
list_type	화면 목록 유형
list_type.h	이 매개변수는 '모든 오브젝트 정보 표시' 옵션이 활성화된 경우 화면에서 사용할 오브젝트 목록의 유형을 결정합니다.
unordered_list	글머리 기호
ordered_list	번호 매기기
convert_sn	데스크톱 보조 도구 생성
Application	애플리케이션
obj_context	오브젝트
expl_context	설명
record_cntrl_type	유형
disable_standby	대기 상태 비활성화(@{NAVIGATOR})
disable_standby.h	@{NAVIGATOR}의 대기 상태를 설정할 수 없도록 지정합니다. 이 옵션을 비활성화하면 바로가기 'CTRL + F11'을 사용하거나 상태 아이콘을 클릭하여 대기 상태를 설정할 수 있습니다.
disable_exit	Exit 엔트리 숨기기(@{NAVIGATOR})
disable_exit.h	@{NAVIGATOR} 상태 아이콘의 단축 메뉴에서 'Exit' 엔트리가 표시되지 않도록 지정합니다.
bcontent_style	말풍선 스타일
bcontent_style.h	이 설정은 말풍선을 표시할 때 사용할 말풍선 스타일을 정의합니다.
cache_properties	캐시
cache_folder	폴더 위치
cache_folder.h	캐시 폴더 'NavigatorCache'의 위치를 지정합니다. 기본 위치는 '%localappdata%'입니다. 사용자가 원하는 위치를 입력할 수 있습니다. \n참고: 캐시 폴더의 이름은 변경할 수 없습니다.
use_caching	캐싱 사용
use_caching.h	@{NAVIGATOR} 캐시의 사용을 활성화합니다.
function_keys	기능 키
minimize_da	최소화
minimize_da.h	주 창을 최소화하는 기능 키를 정의합니다.
next_tab	다음 탭 선택
next_tab.h	주 창에서 다음 순서의 탭을 선택하는 기능 키를 정의합니다.
next_screen	다음 화면으로 이동
next_screen.h	선택한 프로젝트의 다음 화면을 탐색하는 기능 키를 정의합니다.
back	돌아가기
back.h	이전 화면으로 이동하는 기능 키를 정의합니다.
toggle_standby	대기 모드 토글
toggle_standby.h	대기 모드를 토글하는 기능 키를 정의합니다.
abort	중단
abort.h	데스크톱 보조 도구를 중단하는 기능 키를 정의합니다.
restart	다시 시작
restart.h	데스크톱 보조 도구를 다시 시작하는 기능 키를 정의합니다.
start_pa	데스크톱 보조 도구 프로젝트 시작
start_pa.h	선택한 프로젝트를 시작하는 기능 키를 정의합니다.
start_demo	데모 모드 시작
start_demo.h	선택한 데모 모드를 시작하는 기능 키를 정의합니다.
start_prac	연습 모드 시작
start_prac.h	선택한 연습 모드를 시작하는 기능 키를 정의합니다.
start_test	테스트 모드 시작
start_test.h	선택한 테스트 모드를 시작하는 기능 키를 정의합니다.
start_concur	지원 모드 시작
start_concur.h	선택한 지원 모드를 시작하는 기능 키를 정의합니다.
start_book	책 시작
start_book.h	선택한 책을 시작하는 기능 키를 정의합니다.
start_group	library에서 열기
start_group.h	library에서 그룹을 여는 기능 키를 정의합니다.
toggle_ctx_rec	컨텍스트 인식 토글
toggle_ctx_rec.h	데스크톱 보조 도구의 컨텍스트 인식을 토글하는 기능 키를 정의합니다.
select_next	다음 엔트리 선택
select_next.h	현재 창에서 다음 엔트리를 선택하는 기능 키를 정의합니다.
select_prev	이전 엔트리 선택
select_prev.h	현재 창에서 이전 엔트리를 선택하는 기능 키를 정의합니다.
toggle_warning	경고 다이얼로그 표시
toggle_warning.h	데스크톱 보조 도구의 경고 다이얼로그를 표시하는 기능 키를 정의합니다.
execute_step	단계 실행
execute_step.h	안내 동영상 재생 중 단계를 실행하는 기능 키를 정의합니다.
copy_link	링크 복사
copy_link.h	선택한 엔티티의 링크를 복사하는 기능 키를 정의합니다.
maximize_trainer	컨텐츠 창 최대화
maximize_trainer.h	컨텐츠 창을 최대화하는 기능 키를 정의합니다.
share_email	전자메일을 통해 공유
share_email.h	선택한 엔티티의 컨텐츠를 전자메일을 통해 공유하는 기능 키를 정의합니다.
start_default	기본 컨텐츠 시작
start_default.h	기본 모드 또는 선택한 문서를 시작하는 기능 키를 정의합니다.
show_da_help	데스크톱 보조 도구 도움말 표시
show_da_help.h	데스크톱 보조 도구 도움말을 여는 기능 키를 정의합니다.
request_content	컨텐츠 요청
request_content.h	애플리케이션 페이지의 컨텐츠를 요청하는 기능 키를 정의합니다.
search_content	컨텐츠 검색
search_content.h	선택한 검색 유형에 따라 컨텐츠를 검색하는 기능 키를 정의합니다.
show_hidden_elems	숨겨진 도움말 요소 표시
show_hidden_elems.h	숨겨진 도움말 요소를 표시하는 기능 키를 정의합니다.
toggle_side_bar	사이드바 표시/숨기기
toggle_side_bar.h	사이드바를 표시하거나 숨기는 기능 키를 정의합니다.
content_library	데스크톱 보조 도구 - 컨텐츠 및 동작
content_library_window	데스크톱 보조 도구 - 스타일 및 창
content_library_sidebar	데스크톱 보조 도구 - 사이드바
style	스타일
style.h	데스크톱 보조 도구 구성 요소의 모양을 정의합니다(주 창, 컨텐츠 창, 상태 아이콘). 목록에서 스타일 리소스를 선택하십시오.
show_only_bar	시작 시 사이드바만 표시
show_only_bar.h	데스크톱 보조 도구 시작 시 사이드바만 표시할지 아니면 주 창도 표시할지 정의합니다.
clear_on_mismatch	컨텍스트 불일치의 경우 컨텐츠 목록 지우기
clear_on_mismatch.h	컨텍스트가 없는 경우 컨텐츠 목록이 지워진 것을 나타냅니다. 비활성화된 설정을 사용하면 마지막으로 인식된 오브젝트의 컨텐츠가 표시됩니다.
da_positioning	주 창 정렬
da_positioning.h	화면의 주 창 배열을 정의합니다. '자유' 옵션을 사용하면 '주 창 위치' 매개변수의 위치를 정의할 수 있습니다.
bar_positioning	사이드바 맞춤
bar_positioning.h	화면에 사이드바 정렬을 정의합니다.
left_top	왼쪽 위 모서리
left_center	왼쪽 가운데
left_bottom	왼쪽 아래 모서리
right_top	오른쪽 위 모서리
right_center	오른쪽 가운데
top_center	가운데 위
right_bottom	오른쪽 아래 모서리
center	가운데
free	프리
list_order	컨텐츠 정렬
list_order.h	목록에 있는 컨텐츠의 정렬을 정의합니다.
by_default	탐색기 구조
by_name	사전순
by_type	유형별 사전순
library_position	주 창 위치(자유)
library_position.h	화면에서 '자유' 정렬을 위해 주 창의 위치(왼쪽, 위쪽)를 정의합니다. 값은 픽셀로 지정됩니다.
search_url	검색 그룹
search_url.h	@{LIBRARY}에서 컨텐츠를 검색하기 위한 작업 영역 그룹을 정의할 수 있습니다. 
enable_recording	위치: '녹화' 컨트롤
enable_recording.h	녹화 프로세스의 컨트롤을 표시합니다. 사이드바에서 컨트롤의 위치를 지정할 수 있습니다.\n녹화 기능으로 프로세스를 Microsoft Word 문서 또는 비디오로 녹화할 수 있습니다. 녹화된 파일은 사용자 영역 탭의 주 창에 표시됩니다.
enable_exit_da	위치: ‘종료' 컨트롤
enable_exit_da.h	@{NAVIGATOR}을 종료하는 컨트롤을 표시할 수 있게 합니다. 사이드바에서 컨트롤의 위치를 지정할 수 있습니다.
enable_info	'정보'탭 표시
enable_info.h	데스크톱 보조 도구의 주 창에 대한 '정보' 탭을 활성화합니다. 데스크톱 보조 도구 그룹의 간단한 설명에 정보 텍스트를 삽입합니다.
request_content_type	컨텐트 요청 유형
request_content_type.h	컨텐츠 요청 기능을 지정합니다. 드롭다운 목록에서 유형을 선택하십시오. \n전자메일: 요청을 위한 전자메일 주소를 입력할 수 있습니다. \nURL: 웹 페이지를 여는 URL을 입력할 수 있습니다. \n‘컨텐츠 요청’ 컨트롤은 사이드바에 표시됩니다. 컨텐츠가 없는 경우 ‘컨텐츠 요청’ 링크가 주 창에 표시됩니다.
email	전자메일
url	URL
enable_request_content	위치: ‘컨텐츠 요청' 컨트롤 
