NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Bentuk Gelembung
bform_height	Tinggi
bform_height.h	Ini menentukan tinggi gelembung yang harus ditampilkan dalam piksel.
bform_width	Lebar
bform_width.h	Ini menentukan tinggi gelembung yang harus ditampilkan dalam piksel.
bform_position	Posisi
bform_position.h	Menentukan posisi gelembung (kiri, atas) untuk mode perataan 'Bebas' pada layar. Nilai yang diberikan dalam piksel.
paramAutoMergeComplete	Penggabungan Layar telah selesai.
form	Bentuk
application_contexts	Aplikasi
﻿Application	Aplikasi
highlight_offset	Offset
AutoBarChooseApp	Pilih Aplikasi
AutoBarReRecManual	Klik pada objek.
BubbleOnActivate	Tampilkan Gelembung langsung
ClickOnAAPosition	Klik ke dalam Aplikasi untuk mendefinisikan Segiempat.
ClickOnPosition	Klik pada posisi dalam aplikasi.
EnabledOnPgLoad	Aktifkan
HighlightOnActivate	Tampilkan Sorotan langsung
start_from_arbitrary	Mulai dari Tahap Mana Saja
focus_step	Lapisan Fokus
focus_step.h	Hanya untuk tur terpandu\nMenampilkan lapisan abu-abu untuk menyoroti kontrol yang diperlukan dari tahap saat ini.
yes	Ya
no	Tidak
light_mode	Mode Interaktif
light_mode.h	Menetapkan agar pengguna harus menavigasikan dalam gelembung objek ke tahap selanjutnya. Tidak ada pengenalan yang diselesaikan selama pemutaran ulang.
restricted_mode	Mode Terbatasi
restricted_mode.h	Menetapkan agar hanya tindakan terkini yang dapat dijalankan. Kontrol lainnya dari halaman aplikasi akan diblokir. \nPengaturan dapat digunakan apabila 'Lapisan Fokus' telah diaktifkan.
show_highlight	Sorotan
action	Tindakan
active_area	Area Aktif
add_application_expl	Sisipkan Penjelasan
adv	Lanjutan
display_behavior	Perilaku Tampilan
all_values	Semua Nilai
anim_steps	Tahap Animasi
application_context	Aplikasi
area	Area
auto_merge	Gabungkan Macro Layar
b_height	Tinggi
form_on	Mode Form
b_percent	Gelembung Terlihat (%)
b_hide_option	Sembunyikan Opsi
b_minimizable	Dapat diminimalkan
b_closable	Dapat ditutup
b_minimized	Diminimalkan
b_width	Lebar
b_width.h	Menentukan lebar gelembung objek dalam piksel.
bmain_minimizable	Dapat diminimalkan
bmain_position	Posisi
bmain_win_style	Gaya
bmain_size	Ukuran
bmain_alignment	Penyelarasan
bubble	Gelembung Objek
bubble_offset	Offset
bubblestyle_d	Gaya
bubblestyle_init	Gaya Gelembung
choose_appl_template	Pilih Profil Aplikasi
choose_bool	Nilai Terpilih
choose_nr	Indeks Terpilih
choose_text	Nilai Terpilih
target_static_text	direkam sebagai 'Penentu Halaman'
target_spec_warning	Peringatan: Informasi perekaman tidak tersedia untuk kontrol ini.
prev_step	Tahap Sebelumnya
next_step	Tahap selanjutnya
click	Tindakan Mouse
click_pos	Klik Posisi
click_pos_rel	Posisi Gelembung
config_file	Profil Aplikasi
define_target	Layar
display	Edit Gelembung Utama
display_name	Nama Tampilan
drag	Tarik
drop	Taruh
dump_page	Cuplikan Layar
elem_bubble	Gelembung Objek
element_type	Tipe Objek
enabled	Diaktifkan
optional	Opsional
enter	Masukkan Mouse
executable	Aplikasi
explanation_d	Teks
explanation_d_modified	Terjemahkan Secara Manual
explanation_long	Penjelasan
fh_mouseover	Bantuan pada Gulir Mouse
fh_onelem	Ikon
fh_tooltip	Tooltip
fh_bubble	Gelembung
step_list	Daftar Tahap
fieldicon	Gambar Objek
fieldname	Nama Objek
find	Temukan
AutoBarChooseScn	Klik pada masing-masing Layar
frame	Bingkai
g_highlight_bgr	Warna
g_highlight_border	Batas
g_highlight_effect	Efek
global	Global
hide_on_focuslost	Sembunyikan pada Kehilangan Fokus
hilight	Sorotan
input_radio	Radio/Kotak Centang
input_text	Teks Masukan
init	Awal
key	Tombol
key_desc	Tombol Cepat
key_name	Kode Tombol
key_press	Tekan Tombol
lclick	Klik Kiri
ldblclick	Klik Kiri Dua Kali
force_display	Paksa Tampilan
auto_execute	Jalankan secara Otomatis
show_confirmation	Tampilkan Tombol Konfirmasi
show_confirmation.h	Tentukan apakah tombol konfirmasi ditampilkan dalam glembung objek selama pemutaran. Tombol ini memungkinkan pengguna untuk mengonfirmasikan tindakan yang telah dilakukan dan kemudian tahap selanjutnya akan ditampilkan.
link_to_sim	Sisipkan Tautan Simulasi
macro_comment	Komentar
main_bubble	Jendela
match_value	Nilai yang Cocok
mini_on_focuslost	Minimalkan pada Kehilangan Fokus
enable_tincan	@{NAVIGATOR} Pelacakan
nav_check_freq	Perbarui Frekuensi (min)
navigation	Asisten Desktop
new_screen_context	Layar Baru
no_spike	Tidak Ada Spike
pa_caption	Tur Terarah
none	Tidak ada
objname	Nama Objek
orientation	Orientasi
path	Jalur Objek
position	Posisi
rclick	Klik Kanan pada Mouse
rdblclick	Klik Kanan Dua Kali
record_activearea	Rekam Area Aktif
record_application_context	Rekam Aplikasi
no_control	Tidak ada objek tersedia pada posisi yang diklik.
record_control	Rekam Objek
record_control_pa	Rekam Langkah Tur Terarah
record_define_target	Rekam Layar
record_display	Edit Gelembung Utama
record_end_display	Edit Gelembung
record_explanation	Tambahkan Penjelasan
record_object_context	Rekam Objek
record_screen_context	Rekam Layar
record_target_specializer	Rekam Penentu Halaman
record_compatible_application	Rekam Aplikasi yang Kompatibel
reference	Sumber
regexp	Ungkapan Biasa
replace	Ganti
replace_continue	Ganti dan Lanjutkan...
replace_pgkey_attr	Ganti Atribut Kunci Halaman
error_regexp	Ungkapan Biasa Tidak Sah. Koreksi masukan Anda.
resize	Ubah Ukuran Jendela
revision	Revisi
sc_config_header	Informasi Profil
screen	Layar
screenhelp	Bantuan Layar
screenshot_rect	Posisi Cuplikan Layar
select_single	Pilih Satu
selected_merge	Gabungkan Macro Layar terpilih
show_bubble	Tampilkan langsung
show_hilight	Tampilkan Sorotan
show_on_focus	Tampilkan pada Fokus
source	Sumber
start_unit	Gaya Bantuan Konteks
subkey	Diperbolehkan sebagai Sub-Kode
script	Skrip
target_name	Judul
target_specializer	Penentu Halaman
text_d	Teks Masukan
text_d_specializer	Teks Masukan
tolerance	Gabungkan Toleransi Macro Layar
translate	Terjemahan Otomatis
autoTranslate	Terjemahkan Proyek
paramReRecordLanguage	Bahasa
merge_critical_macros	Gabungkan macro secara otomatis
merge_critical_macros.h	Jika Anda sedang mengonversikan simulasi ke dalam navigasi, Anda dapat menggabungkan layar yang dibuat secara otomatis. Penggabungan ini menggunakan nilai toleransi yang ditentukan dalam parameter 'Gabungkan Toleransi Macro Layar'.
uid	UID
underline	Garis bawah
update_control	Perbarui Objek
update_target	Perbarui Layar
variant	Varian
win_rect	Ukuran Jendela
wizCancel	Batalkan
wizFinish	Selesai
wizNext	Selanjutnya
wizOk	OK
wizExplanation	Penjelasan
wizContinue	Lanjutkan
app_info	Tampilkan Aplikasi
app_link_to_sim	Sisipkan Tautan Simulasi untuk Aplikasi
screen_info	Tampilkan Layar
screen_link_to_sim	Sisipkan Tautan Simulasi untuk Layar
object_info	Tampilkan Varian
object_link_to_sim	Sisipkan Tautan Simulasi
disabled	Dinonaktifkan
record_context_assistant_include	Sertakan Proyek @{NAVIGATOR}
project_id	Judul Proyek
project_id.h	Parameter berisi proyek yang disisipkan. Tombol 'Edit tautan' memungkinkan Anda memilih proyek di area kerja.
project	Proyek
context_assistant_include	Proyek Asisten Desktop
open_expanded	Tampilkan gelembung utama lanjutan
restart_option	Tombol Mulai Ulang
next_project_id	Proyek Selanjutnya
next_project_id.h	Opsi ini menentukan proyek yang akan dimulai setelah menyelesaikan proses yang saat ini sedang berlangsung. Proses baru akan dimulai langsung dan tidak ada gelembung akhir yang ditampilkan.
end_unit	Tur Berakhir
add_end_unit	Tambahkan Akhir Proses
demo	Mode Demo
uebung	Mode Latihan
praxis	Mode Serentak
test	Mode Uji
doc	Dokumen Word
pdf	Dokumen PDF
html	Dokumen HTML
ppt	Dokumen PowerPoint
explanation_type	Ikon
note	Catatan
info	info
tipp	Kiat
warnung	Peringatan
no_image	Tidak Ada Ikon
display_on	Tampilkan pada gelembung utama
nav_start	Mulai navigasi
app_focus	Fokus aplikasi
screen_focus	Fokus layar
never	Jangan tampilkan
list_type	Daftar Tipe untuk Layar
list_type.h	Parameter ini menentukan jenis untuk pendaftaran objek dalam layar, jika opsi 'Tampilkan semua informasi objek' diaktifkan.
unordered_list	Poin
ordered_list	Penomoran
convert_sn	Buat Asisten Desktop
Application	Aplikasi
obj_context	Objek
expl_context	Penjelasan
record_cntrl_type	Tipe
disable_standby	Nonaktifkan Status Siaga (@{NAVIGATOR})
disable_standby.h	Menentukan agar status siaga pada @{NAVIGATOR} tidak dapat diatur. Jika opsi ini dinonaaktifkan, Anda dapat mengatur status siaga menggunakan pintasan 'CTRL + F11' atau dengan mengklik ikon status.
disable_exit	Sembunyikan Entri Keluar (@{NAVIGATOR})
disable_exit.h	Menetapkan agar entri 'Keluar' dalam menu konteks pada ikon status @{NAVIGATOR} disembunyikan.
bcontent_style	Gaya Gelembung
bcontent_style.h	Pengaturan ini menentukan gaya gelembung mana yang akan digunakan untuk menampilkan gelembung.
cache_properties	Cache
cache_folder	Lokasi Folder
cache_folder.h	Menetapkan lokasi folder cache 'NavigatorCache'. Pengaturan defaultnya adalah ‘%localappdata%'. Anda dapat memasukkan lokasi kustom. \nCatatan: Nama folder cache tidak dapat diubah.
use_caching	Gunakan Pembuatan Cache
use_caching.h	Mengaktifkan penggunaan cache @{NAVIGATOR}.
function_keys	Tombol fungsi
minimize_da	Perkecil
minimize_da.h	Tentukan tombol fungsi untuk memperkecil jendela utama.
next_tab	Pilih Tab Selanjutnya
next_tab.h	Menentukan tombol fungsi untuk memilih tab selanjutnya di dalam jendela utama.
next_screen	Beralih ke Layar Selanjutnya
next_screen.h	Menentukan kode fungsi untuk menavigasikan ke layar selanjutnya untuk proyek yang dipilih.
back	Kembali
back.h	Menentukan tombol fungsi untuk beralih ke layar sebelumnya.
toggle_standby	Aktifkan/nonaktifkan Mode Standby
toggle_standby.h	Menentukan tombol fungsi untuk mengaktifkan/menonaktifkan mode standby.
abort	Batalkan
abort.h	Tentukan kode fungsi untuk membatalkan asisten desktop.
restart	Mulai ulang
restart.h	Menentukan tombol fungsi untuk memulai ulang asisten desktop.
start_pa	Mulai Proyek Asisten Desktop
start_pa.h	Menentukan tombol fungsi untuk memulai proyek yang dipilih.
start_demo	Mulai Mode Demo
start_demo.h	Menentukan tombol fungsi untuk memulai mode demo terpilih.
start_prac	Mulai Mode Latihan
start_prac.h	Menentukan tombol fungsi untuk memulai mode praktik terpilih.
start_test	Mulai Mode Uji
start_test.h	Menentukan tombol fungsi untuk memulai mode uji terpilih.
start_concur	Mulai Mode Serentak
start_concur.h	Menentukan tombol fungsi untuk memulai mode serentak terpilih.
start_book	Mulai Buku
start_book.h	Menentukan tombol fungsi untuk memulai buku terpilih.
start_group	Buka dalam library
start_group.h	Menentukan tombol fungsi untuk membuka grup dalam pustaka.
toggle_ctx_rec	Aktifkan/nonaktifkan Pengenalan Konteks
toggle_ctx_rec.h	Menentukan tombol fungsi untuk mengaktifkan/menonaktifkan pengenalan konteks asisten desktop.
select_next	Pilih Entri Selanjutnya
select_next.h	Menentukan tombol fungsi untuk memilih entri selanjutnya di dalam jendela utama.
select_prev	Pilih Entri Sebelumnya
select_prev.h	Menentukan tombol fungsi untuk memilih entri sebelumnya di dalam jendela utama.
toggle_warning	Tampilkan Dialog Peringatan
toggle_warning.h	Menentukan tombol fungsi untuk menampilkan dialog peringatan asisten desktop.
execute_step	Jalankan Tahap
execute_step.h	Menentukan kode fungsi untuk menjalankan tahap selama pemutaran ulang tur terarah.
copy_link	Salin Tautan
copy_link.h	Menentukan tombol fungsi untuk menyalin tautan dari entitas yang dipilih.
maximize_trainer	Perbesar Jendela Konten
maximize_trainer.h	Tentukan tombol fungsi untuk memperbesar jendela konten.
share_email	Bagi melalui Email
share_email.h	Menentukan tombol fungsi untuk membagi konten dari entitas yang dipilih melalui email.
start_default	Memulai Konten Default
start_default.h	Menentukan tombol fungsi untuk memulai mode default atau dokumen yang dipilih.
show_da_help	Tampilkan Bantuan Asisten Desktop
show_da_help.h	Menentukan tombol fungsi untuk membuka bantuan asisten desktop.
request_content	Meminta Konten
request_content.h	Menentukan tombol fungsi untuk meminta konten halaman aplikasi.
search_content	Cari Konten
search_content.h	Menentukan tombol fungsi untuk mencari konten tergantung pada tipe pencarian yang dipilih.
show_hidden_elems	Tampilkan Elemen Bantuan Tersembunyi
show_hidden_elems.h	Menentukan tombol fungsi untuk menampilkan elemen bantuan yang tersembunyi.
toggle_side_bar	Tampilkan / Sembunyikan Sidebar
toggle_side_bar.h	Menentukan tombol fungsi untuk menampilkan dan menyembunyikan sidebar.
content_library	Asisten Desktop - Konten dan Perilaku
content_library_window	Asisten Desktop - Gaya dan Windows
content_library_sidebar	Asisten Desktop - Bar Sisi
style	Gaya
style.h	Menentukan penampilan komponen asisten desktop (jendela utama, jendela konten, ikon status). Pilih sumber daya gaya dari daftar.
show_only_bar	Tampilkan Hanya Sidebar pada Mulai
show_only_bar.h	Menentukan apakah hanya sidebar akan ditampilkan di awal asisten desktop atau juga jendela utama.
clear_on_mismatch	Kosongkan Daftar Konten pada Konteks Tidak Cocok
clear_on_mismatch.h	Menentukan, bahwa daftar konten dikosongkan jika konteks tidak ditemukan. Dengan pengaturan yang dinonaktifkan, konten dari objek yang terakhir dikenal ditampilakan.
da_positioning	Perataan Jendela Utama
da_positioning.h	Menentukan perataan jendela utama pada layar. Opsi 'Bebas' memungkinkan fungsi ini untuk menentukan posisi dalam parameter 'Posisi Jendela Utama'.
bar_positioning	Perataan Sidebar
bar_positioning.h	Menentukan perataan sidebar pada layar.
left_top	Sudut Kiri Atas
left_center	Kiri Tengah
left_bottom	Sudut Kiri Bawah
right_top	Sudut Kanan Atas
right_center	Kanan Tengah
top_center	Tengah Atas
right_bottom	Sudut Kanan Bawah
center	Tengah
free	Bebas
list_order	Pengurutan Konten
list_order.h	Menentukan pengurutan konten yang tersedia di dalam daftar.
by_default	Stuktur Explorer
by_name	Alfabetis
by_type	Alfabetis per Tipe
library_position	Posisi Jendela Utama (Bebas)
library_position.h	Menentukan posisi jendela utama (kiri, atas) untuk mode perataan 'Bebas' pada layar. Nilai diberikan dalam piksel.
search_url	Grup Pencarian
search_url.h	Memungkinkan Anda untuk menetapkan grup area kerja untuk mencari konten pada @{LIBRARY}.
enable_recording	Posisi: Kontrol ‘Merekam’
enable_recording.h	Memungkinkan Anda memperlihatkan kontrol untuk proses rekaman. Anda dapat menentukan posisi kontrol pada bar sisi.\nPerekaman memungkinkan pengguna untuk merekam proses sebagai dokumen Microsoft Words atau sebagai video. File yang direkam ditampilkan di jendela utama pada tab Area Pengguna.
