NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Area commento modulo
bform_height	Altezza
bform_height.h	Definisce l'altezza in pixel della forma area comm. da visualizzare
bform_width	Larghezza
bform_width.h	Definisce la larghezza in pixel della forma area comm. da visualizzare
bform_position	Posizione
bform_position.h	Definisce la posizione della forma area comm. (sx., in alto) per l'allineamento 'libero' nella videata. I valori sono espressi in pixel
paramAutoMergeComplete	L'unione delle videate è stata completata
form	Modulo
application_contexts	Applicazione
﻿Application	Applicazione
highlight_offset	Offset
AutoBarChooseApp	Scegliere applicazione
AutoBarReRecManual	Fare clic sul'oggetto
BubbleOnActivate	Mostrare direttamente l'area commento
ClickOnAAPosition	Fare clic nell'applicazione per definire il rettangolo.
ClickOnPosition	Fare clic su una posizione nell'applicazione
EnabledOnPgLoad	Attivare
HighlightOnActivate	Mostrare direttamente l'evidenziazione
start_from_arbitrary	Iniziare da fase arbitraria
focus_step	Layer area attiva
focus_step.h	Solo visita guidata\nVisualizza un layer grigio per evidenziare l’elemento di controllo richiesto nel passo attuale.
yes	Sì
no	No
light_mode	Modalità interattiva
light_mode.h	Indica che l’utente deve navigare nell’area commento dell’oggetto fino al passo successivo. Durante la riproduzione non ha luogo alcun riconoscimento pagina.
restricted_mode	Modalità limitata
restricted_mode.h	Specifica che solo l'azione attuale può essere eseguita. Gli altri elementi di controllo della pagina dell'applicazione sono bloccati. \nLa parametrizzazione può essere utilizzata se è stato attivato 'Layer area attiva'.
show_highlight	Evidenziazioni
action	Azione
active_area	Area attiva
add_application_expl	Inserire spiegazione
adv	Avanzato
display_behavior	Comportamento visualizzazione
all_values	Tutti i valori
anim_steps	Fasi animazione
application_context	Applicazione
area	Area
auto_merge	Unione macro videata
b_height	Altezza
form_on	Modalità modulo
b_percent	Area commento visibile (%)
b_hide_option	Nascondere opzione
b_minimizable	Riducibile
b_closable	Chiudibile
b_minimized	Minimizzato
b_width	Larghezza
b_width.h	Definisce la larghezza dell'area commento dell'oggetto in pixel.
bmain_minimizable	Riducibile
bmain_position	Posizione
bmain_win_style	Stile
bmain_size	Dimensione
bmain_alignment	Allineamento
bubble	Area commento dell'oggetto
bubble_offset	Offset
bubblestyle_d	Stile
bubblestyle_init	Stile area commento
choose_appl_template	Scegliere profilo dell'applicazione
choose_bool	Valore selezionato
choose_nr	Indice selezionato
choose_text	Valore selezionato
target_static_text	è registrato/a come 'ID pagina'
target_spec_warning	Attenzine: nessuna inf. di ri-registrazione disponibile per questo controllo
prev_step	Fase precedente
next_step	Fase successiva
click	Azione del mouse
click_pos	Fare clic sulla posizione
click_pos_rel	Posizione area commento
config_file	Profilo dell'applicazione
define_target	Videata
display	Modificare area commento principale
display_name	Nome visualizzazione
drag	Trascinare
drop	Rilasciare
dump_page	Screenshot
elem_bubble	Area commento dell'oggetto
element_type	Tipo di oggetto
enabled	Attivato
optional	Facoltativo
enter	Invio con il mouse
executable	Applicazione
explanation_d	Testo
explanation_d_modified	Tradurre manualmente
explanation_long	Spiegazione
fh_mouseover	Guida mouseover
fh_onelem	Icona
fh_tooltip	Quick Info
fh_bubble	Area commento
step_list	Elenco fasi
fieldicon	Immagine oggetto
fieldname	Nome oggetto
find	Trovare
AutoBarChooseScn	Fare clic sulla rispettiva videata
frame	Riquadro
g_highlight_bgr	Colore
g_highlight_border	Bordo
g_highlight_effect	Effetto
global	Globale
hide_on_focuslost	Nascondere alla perdita dell'area attiva
hilight	Evidenziazione
input_radio	Pulsante radio/Casella di spunta
input_text	Testo di input
init	Inizializzazione
key	Tasto
key_desc	Tasto di scelta rapida
key_name	Codice chiave
key_press	KeyPress
lclick	Fare clic con il tasto sinistro del mouse
ldblclick	Fare doppio clic con il tasto sinistro del mouse
force_display	Forzare visualizzazione
auto_execute	Eseguire automaticamente
show_confirmation	Mostrare pulsante di conferma
show_confirmation.h	Definisce se viene visualizzato un pulsante di conferma nell'area di commento dell'oggetto, durante la riproduzione. Questo pulsante consente all'utente di confermare l'esecuzione di un'azione e al sistema di visualizzare il passo successivo.
link_to_sim	Inserire collegamento simulazione
macro_comment	Commento
main_bubble	Finestra
match_value	Corrispondenza valore
mini_on_focuslost	Ridurre a icona alla perdita dell'area attiva
enable_tincan	@{NAVIGATOR} Tracking
nav_check_freq	Aggiornare frequenza (min)
navigation	Assistente desktop
new_screen_context	Nuova videata
no_spike	Senza punta
pa_caption	Visita guidata
none	Nessuno
objname	Nome oggetto
orientation	Orientamento
path	Percorso oggetto
position	Posizione
rclick	Clic con il pulsante destro del mouse
rdblclick	Doppio clic destro
record_activearea	Registrare area attiva
record_application_context	Registrare applicazione
no_control	Nessun oggetto disp. nella posizione sel. mediante clic
record_control	Registrare oggetto
record_control_pa	Registrare fase visita guidata
record_define_target	Registrare videata
record_display	Modificare area commento principale
record_end_display	Modificare area commento
record_explanation	Aggiungere spiegazione
record_object_context	Registrare oggetto
record_screen_context	Registrare videata
record_target_specializer	Registrare ID di pagina
record_compatible_application	Registrare applicazione compatibile
reference	Origine
regexp	Espressione regolare
replace	Sostituire
replace_continue	Sostituire e continuare...
replace_pgkey_attr	Sostituire attributi chiave della pagina
error_regexp	Espressione regolare non valida. Correggere i dati immessi.
resize	Ridimensionare finestra
revision	Revisione
sc_config_header	Informazioni profilo
screen	Videata
screenhelp	Guida videata
screenshot_rect	Posizione screenshot
select_single	Selezione singola
selected_merge	Unione macro videate selezionate
show_bubble	Mostrare direttamente
show_hilight	Visualizzare evidenziazione
show_on_focus	Visualizzare in area attiva
source	Sorgente
start_unit	Stile dell'help contestuale
subkey	Consentito come sottochiave
script	Script
target_name	Titolo
target_specializer	ID della pagina
text_d	Testo di input
text_d_specializer	Testo di input
tolerance	Tolleranza unione macro videata
translate	Traduzione automatica
autoTranslate	Tradurre progetto
paramReRecordLanguage	Lingua
merge_critical_macros	Unire macro automaticamente
merge_critical_macros.h	Se si stanno convertendo simulazioni in navigazioni, è possibile unire automaticamente le videate così create. Queste vengono combinate utilizzando il valore di tolleranza determinato nel parametro 'Tolleranza unione macro videata'.
uid	UID
underline	Sottolineato
update_control	Aggiornare oggetto
update_target	Aggiornare videata
variant	Variante
win_rect	Dimensioni finestra
wizCancel	Annullare
wizFinish	Terminare
wizNext	Successivo
wizOk	OK
wizExplanation	Spiegazione
wizContinue	Continuare
app_info	Mostrare applicazione
app_link_to_sim	Inserire collegamento simulazione per applicazione
screen_info	Mostrare videata
screen_link_to_sim	Inserire collegamento simulazione per videata
object_info	Visualizzare variante
object_link_to_sim	Inserire collegamento simulazione
disabled	Disattivato
record_context_assistant_include	Includere @{NAVIGATOR} progetto
project_id	Titolo progetto
project_id.h	Il parametro contiene il progetto inserito. Il pulsante 'Modificare collegamento' consente di selezionare il progetto nell'area di lavoro
project	Progetto
context_assistant_include	Progetto assistente desktop
open_expanded	Visualizzare area di commento principale avanzata
restart_option	Pulsante di riavvio
next_project_id	Progetto successivo
next_project_id.h	Questa opzione definisce un progetto che sarà avviato dopo il completamento del processo attuale. Il nuovo processo viene avviato direttamente e non sarà visualizzata nessuna area commento finale.
end_unit	Fine della visita
add_end_unit	Aggiungere fine processo
demo	Modalità Demo
uebung	Modalità Esercizio
praxis	Modalità Simultanea
test	Modalità test
doc	Documento Word
pdf	Documento PDF
html	Documento HTML
ppt	Documento PowerPoint
explanation_type	Icona
note	Nota
info	Info
tipp	Suggerimento
warnung	Avviso
no_image	Nessuna icona
display_on	Visualizzare area commento principale in
nav_start	Avvio navigazione
app_focus	Area attiva applicazione
screen_focus	Area attiva videata
never	Non mostrare
list_type	Tipo di lista per videata
list_type.h	Questo parametro determina il tipo di elenco degli oggetti nella videata, se l'opzione 'Visualizzare tutte le informazioni oggetto' è stata attivata.
unordered_list	Punti elenco
ordered_list	Numerazione
convert_sn	Generare assistente desktop
Application	Applicazione
obj_context	Oggetto
expl_context	Spiegazione
record_cntrl_type	Tipo
disable_standby	Disattivare lo stato di standby (@{NAVIGATOR})
disable_standby.h	Stabilisce che non è possibile impostare lo stato di standby del @{NAVIGATOR} . Se questa opzione è disattivata, è possibile impostare lo stato di standby con lo shortcut 'CTRL + F11' o con un clic sull'icona di stato.
disable_exit	Nascondere la voce Uscire (@{NAVIGATOR})
disable_exit.h	Stabilisce che la voce "Uscire" nel menu contestuale dell'icona di stato del @{NAVIGATOR} è nascosta.
bcontent_style	Stile area commento
bcontent_style.h	Questa parametrizzazione definisce lo stile di area commento da utilizzare per visualizzare l'area commento
cache_properties	Cache
cache_folder	Ubicazione cartella
cache_folder.h	Indica l'ubicazione della cartella della cache 'NavigatorCache'. L'ubicazione di default è '%localappdata%'. È possibile inserire un'ubicazione personalizzata. \nNota: Il nome della cartella della cache non può essere modificato.
use_caching	Utilizzare gestione Cache
use_caching.h	Attiva l'utilizzo della cache @{NAVIGATOR} .
function_keys	Tasti funzione
minimize_da	Ridurre a icona
minimize_da.h	Definisce un tasto funzione per ridurre a icona la finestra principale
next_tab	Sel. tab successivo
next_tab.h	Definisce un tasto funzione per sel. tab successivo nella finestra principale
next_screen	Passare a videata successiva
next_screen.h	Definisce un tasto funzione per navigare nella videata successiva del progetto selezionato
back	Tornare indietro
back.h	Definisce un tasto funzione per tornare alla videata precedente
toggle_standby	Commutare modalità stand-by
toggle_standby.h	Definisce un tasto funzione per commutare la modalità stand-by
abort	Interrompere
abort.h	Definisce un tasto funzione per abbandonare l'assistente desktop
restart	Riavviare
restart.h	Definisce un tasto funzione per riavviare l'assistente desktop
start_pa	Avviare progetto dell'assistente desktop
start_pa.h	Definisce un tasto funzione per avviare un progetto selezionato
start_demo	Avviare modalità Demo
start_demo.h	Definisce un tasto funzione per avviare nella modalità Demo selezionata
start_prac	Avviare modalità Esercizio
start_prac.h	Definisce un tasto funzione per avviare nella modalità Esercizio selezionata
start_test	Avviare modalità Test
start_test.h	Definisce un tasto funzione per avviare nella modalità Test selezionata
start_concur	Avviare in modalità Simultanea
start_concur.h	Definisce un tasto funzione per avviare in modalità Simultanea
start_book	Avviare libro
start_book.h	Definisce un tasto funzione per avviare un libro selezionato
start_group	Aprire in libreria
start_group.h	Definisce un tasto funzione per aprire un gruppo nella libreria
toggle_ctx_rec	Comm. riconoscimento contesto
toggle_ctx_rec.h	Definisce un tasto funzione per commutare ricon. contento dell'assitente desktop
select_next	Selezionare inserimento successivo
select_next.h	Definisce un tasto funzione per selezionare l'inserimento successivo nella finestra attuale
select_prev	Selezionare inserimento precedente
select_prev.h	Definisce un tasto funzione per selezionare l'inserimento precedente nella finestra attuale
toggle_warning	Visualzizare fin. dialogo avvertimento
toggle_warning.h	Definisce un tasto funzione per visualizzare inf. dialogo dell'ass. desktop
execute_step	Eseguire fase
execute_step.h	Definisce un tasto funzione per eseguire una fase durante la riproduzione della visita guidata
copy_link	Copia link
copy_link.h	Definisce un tasto funzione per la copia link dell'entità selezionata
maximize_trainer	Ingrandire finestra del contenuto
maximize_trainer.h	Definisce un tasto funzione per ingrandire la finestra del contenuto.
share_email	Condividere via e-mail
share_email.h	Definisce un tasto funzione per condividere il contenuto dell'entità selezionata tramite e-mail
start_default	Avviare contenuto standard
start_default.h	Definisce un tasto funzione per avviare la sessione standard o il documento selezionato
show_da_help	Visualizzare help assistente desktop
show_da_help.h	Definisce un tasto funzione per aprire l'help assistente desktop
request_content	Richiedere contenuto
request_content.h	Definisce un tasto funzione per richiedere il contenuto della pagina di un'applicazione
search_content	Cercare contenuto
search_content.h	Definisce un tasto funzione per cercare un contenuto in base al tipo di ricerca selezionato
show_hidden_elems	Visualizzare elementi help nascosti
show_hidden_elems.h	Definisce un tasto funzione per vis. gli elementi help nascosti
toggle_side_bar	Vis. / Nascondere barra laterale
toggle_side_bar.h	Definisce un tasto funzione per vis. e nascondere la barra laterale
content_library	Assistente desktop - contenuto e comportamento
content_library_window	Assistente desktop - Stile e finestre
content_library_sidebar	Assistente desktop - barra laterale
style	Stile
style.h	Definisce l'aspetto dei componenti dell'assistente desktop (finestra principale, finestra di contenuto, icona di stato). Selezionare una risorsa dello stile dall'elenco.
show_only_bar	Visualizzare solo barra laterale all'avvio
show_only_bar.h	Definisce se all'avvio dell'assistente desktop viene visualizzata solo la barra laterale o anche la finestra principale
clear_on_mismatch	Cancellare lista contenuto per inconsistenza contesto
clear_on_mismatch.h	Stabilisce che la lista di contenuti venga cancellata se non viene trovato contesto. Se l'impostazione è disattivata, viene visualizzato il contenuto dell'ultimo oggetto riconosciuto.
da_positioning	Allineamento finestra principale
da_positioning.h	Definisce l'allineamento della finestra principale sulla videata. L'opzione "Libero" consente di definire una posizione nel parametro "Posizione della finestra principale".
bar_positioning	Allineamento barra laterale
bar_positioning.h	Definisce l'allineamento della barra laterale nella videata
left_top	Angolo a sinistra in alto
left_center	Centrato a sinistra
left_bottom	Angolo a sinistra in basso
right_top	Angolo in alto a destra
right_center	Centrato a destra
top_center	In alto al centro
right_bottom	Angolo in basso a destra
center	Centrare
free	Libero
list_order	Classificazione contenuto
list_order.h	Definisce la class. del contenuto disponibile nella lista
by_default	Struttura gestione progetti
by_name	Alfabetico
by_type	Alfabetico per tipo
library_position	Posizione finestra principale (libera)
library_position.h	Definisce la posizione della finestra principale (a sinistra, in alto) per l'allineamento 'Libero' nella videata. I valori sono indicati in pixel
search_url	Cercare gruppo
search_url.h	Consente di definire un gruppo dell'area di lavoro per cercare contenuti in @{LIBRARY}.
enable_recording	Posizione: elemento di controllo 'Registrazione'
enable_recording.h	Consente di visualizzare un elemento di controllo per i processi di registrazione. È possibile indicare la posizione dell’elemento di controllo nella barra laterale.\nLa registrazione consente all’utente di registrare i processi come documenti Microsoft Word o come video. I documenti registrati vengono visualizzati nella finestra principale della tabpage 'Area utente'.
enable_exit_da	Posizione: elemento di controllo  'Uscire’
enable_exit_da.h	Consente di visualizzare un elemento di controllo per uscire da @{NAVIGATOR}. È possibile indicare la posizione dell’elemento di controllo nella barra laterale.
enable_info	Visualizzare tab 'Informazioni'
enable_info.h	Abilita il tab 'Informazioni' per la finestra principale dell'assistente desktop. Inserire un testo informativo nella descrizione breve del gruppo assistente desktop.
request_content_type	Richiedere contenuto: tipo
request_content_type.h	Indica la funzionalità per la richiesta di contenuto. Selezionare un tipo dall’elenco di riepilogo a discesa.\nE-mail: consente di inserire un indirizzo e-mail per le richieste.\nURL: consente di inserire un URL per aprire una pagina Web.\nUn elemento di controllo 'Richiedere contenuto’ è visualizzato nella barra laterale. Se non si trova del contenuto, il collegamento 'Richiedere contenuto' viene visualizzato nella finestra principale.
email	E-mail
url	URL
enable_request_content	Posizione: elemento di controllo 'Richiedere contenuto'
enable_request_content.h	Indica la posizione dell’elemento di controllo 'Richiedere contenuto’ nella barra laterale.
enable_external_search_ctx	Fornire informazioni contesto
