NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Gelembung Bentuk
bform_height	Ketinggian
bform_height.h	Takrifkan ketinggian gelembung bentuk  yang akan dipaparkan dalam piksel.
bform_width	Lebar
bform_width.h	Takrifkan kelebaran bentuk gelembung yang akan dipaparkan dalam piksel.
bform_position	Kedudukan
bform_position.h	Takrifkan kedudukan gelembung bentuk (kiri, atas) untuk penjajaran 'Bebas' pada skrin. Nilai diberi dalam piksel.
paramAutoMergeComplete	Menggabungkan Skrin telah selesai.
form	Borang
application_contexts	Aplikasi
﻿Application	Aplikasi
highlight_offset	Ofset
AutoBarChooseApp	Pilih Aplikasi
AutoBarReRecManual	Klik objek.
BubbleOnActivate	Tunjukkan Gelembung secara langsung
ClickOnAAPosition	Klik ke dalam Aplikasi untuk mentakrifkan Segi empat tepat.
ClickOnPosition	Klik pada kedudukan dalam aplikasi.
EnabledOnPgLoad	Aktifkan
HighlightOnActivate	Tunjukkan Serlahan secara langsung
start_from_arbitrary	Mula dari Langkah Arbitrari
focus_step	Lapisan Fokus
focus_step.h	Lawatan berpandu sahaja\nPapar lapisan kelabu untuk serlahkan kawalan yang diperlukan dalam langkah semasa.
yes	Ya
no	Tidak
light_mode	Mod Interaktif
light_mode.h	Tentukan bahawa pengguna perlu navigasi dalam helembung objek untuk langkah seterusnya. Tiada pengenalan halaman yang dilakukan semasa main semula.
restricted_mode	Mod Terbatas
restricted_mode.h	Tentukan hanya tindakan semasa boleh dilaksanakan. Kawalan lain bagi halaman aplikasi adalah disekat. \nTetapan boleh digunakan jika 'Lapisan Fokus' telah diaktifkan.
show_highlight	Serlahan
action	Tindakan
active_area	Kawasan Aktif
add_application_expl	Masukkan Penerangan
adv	Lanjutan
display_behavior	Papar Tingkah Laku
all_values	Semua Nilai
anim_steps	Langkah Animasi
application_context	Aplikasi
area	Kawasan
auto_merge	Gabung Makro Skrin
b_height	Ketinggian
form_on	Mod Borang
b_percent	Gelembung Boleh Dilihat (%)
b_hide_option	Sembunyikan Pilihan
b_minimizable	Boleh diminimum
b_closable	Boleh ditutup
b_minimized	Diminimum
b_width	Lebar
b_width.h	Takrifkan lebar gelembung objek dalam piksel.
bmain_minimizable	Boleh diminimum
bmain_position	Kedudukan
bmain_win_style	Gaya
bmain_size	Saiz
bmain_alignment	Penjajaran
bubble	Gelembung Objek
bubble_offset	Ofset
bubblestyle_d	Gaya
bubblestyle_init	Gaya Gelembung
choose_appl_template	Pilih Profil Aplikasi
choose_bool	Nilai Dipilih
choose_nr	Indeks Terpilih
choose_text	Nilai Dipilih
target_static_text	dirakam sebagai 'Penentu Halaman'.
target_spec_warning	Amaran: Tiada maklumat rakaman semula tersedia untuk kawalan ini.
prev_step	Langkah Sebelumnya
next_step	Langkah Seterusnya
click	Tindakan Tetikus
click_pos	Klik Kedudukan
click_pos_rel	Kedudukan Gelembung
config_file	Profil Aplikasi
define_target	Skrin
display	Edit Gelembung Utama
display_name	Nama Paparan
drag	Seret
drop	Letak
dump_page	Syot layar
elem_bubble	Gelembung Objek
element_type	Jenis Objek
enabled	Didayakan
optional	Pilihan
enter	Tetikus Masuk
executable	Aplikasi
explanation_d	Teks
explanation_d_modified	Terjemah Secara Manual
explanation_long	Penerangan
fh_mouseover	Bantuan pada Tetikus di Atas
fh_onelem	Ikon
fh_tooltip	Petua alat
fh_bubble	Gelembung
step_list	Senarai Langkah
fieldicon	Imej Objek
fieldname	Nama Objek
find	Cari
AutoBarChooseScn	Klik pada Skrin masing-masing
frame	Bingkai
g_highlight_bgr	Warna
g_highlight_border	Sempadan
g_highlight_effect	Kesan
global	Global
hide_on_focuslost	Sembunyi pada Fokus Hilang
hilight	Serlahan
input_radio	Radio / Kotak semak
input_text	Teks Input
init	Pengawalan
key	Kekunci
key_desc	Kekunci Pantas
key_name	Kod Kekunci
key_press	Tekan Kekunci
lclick	Klik Kiri
ldblclick	Dwiklik Kiri
force_display	Paparan Paksa
auto_execute	Auto Laksana
show_confirmation	Tunjukkan Butang Pengesahan
show_confirmation.h	Takrifkan sama ada butang pengesahan ditunjukkan dalam gelembung objek semasa main semula. Butang tersebut membolehkan pengguna untuk mengesahkan tindakan yang dilaksanakan dan selepas itu langkah seterusnya ditunjukkan.
link_to_sim	Masukkan Pautan Simulasi
macro_comment	Komen
main_bubble	Tetingkap
match_value	Padankan Nilai
mini_on_focuslost	Minimumkan pada Fokus Hilang
enable_tincan	Penjejakan @{NAVIGATOR}
nav_check_freq	Kekerapan Kemas Kini (min)
navigation	Pembantu Desktop
new_screen_context	Skrin Baru
no_spike	Tiada Spike
pa_caption	Guided Tour
none	Tiada
objname	Nama Objek
orientation	Orientasi
path	Laluan Objek
position	Kedudukan
rclick	Klik Tetikus Kanan
rdblclick	Dwiklik Kanan
record_activearea	Rakam Kawasan Aktif
record_application_context	Aplikasi Rakaman
no_control	Tiada objek tersedia pada kedudukan diklik.
record_control	Rakam Objek
record_control_pa	Rakam Langkah Jelajah Berpandu
record_define_target	Skrin Rakaman
record_display	Edit Gelembung Utama
record_end_display	Edit Gelembung
record_explanation	Tambah Penerangan
record_object_context	Rakam Objek
record_screen_context	Skrin Rakaman
record_target_specializer	Rakam Penentu Halaman
record_compatible_application	Rakam Aplikasi Serasi
reference	Sumber
regexp	Ungkapan Biasa
replace	Ganti
replace_continue	Ganti dan Teruskan ...
replace_pgkey_attr	Gantikan Atribut Kod Halaman
error_regexp	Ungkapan Biasa Tidak Sah. Betulkan input anda.
resize	Saizkan semula Tetingkap
revision	Semakan
sc_config_header	Maklumat Profil
screen	Skrin
screenhelp	Bantuan Skrin
screenshot_rect	Kedudukan Syot Layar
select_single	Pilih Satu
selected_merge	Gabung Makro Skrin terpilih
show_bubble	Tunjukkan secara langsung
show_hilight	Tunjukkan Serlahan
show_on_focus	Tunjukkan pada Fokus
source	Sumber
start_unit	Gaya Bantuan Konteks
subkey	Dibenarkan sebagai Subkekunci
script	Skrip
target_name	Tajuk
target_specializer	Penentu Halaman
text_d	Teks Input
text_d_specializer	Teks Input
tolerance	Gabung Toleransi Makro Skrin
translate	Terjemahan Automatik
autoTranslate	Terjemah Projek
paramReRecordLanguage	Bahasa
merge_critical_macros	Gabung Makro Secara Automatik
merge_critical_macros.h	Jika anda menukar simulasi ke navigasi, anda boleh menggabungkan skrin secara automatik yang dicipta begitu. Ini digabungkan menggunakan nilai toleransi yang ditentukan dalam parameter 'Gabung Toleransi Makro Skrin'.
uid	UID
underline	Garis bawah
update_control	Kemas kini Objek
update_target	Kemas kini Skrin
variant	Varian
win_rect	Saiz Tetingkap
wizCancel	Batal
wizFinish	Selesai
wizNext	Seterusnya
wizOk	OK
wizExplanation	Penerangan
wizContinue	Teruskan
app_info	Tunjukkan Aplikasi
app_link_to_sim	Masukkan Pautan Simulasi untuk Aplikasi
screen_info	Tunjukkan Skrin
screen_link_to_sim	Masukkan Pautan Simulasi untuk Skrin
object_info	Varian Paparan
object_link_to_sim	Masukkan Pautan Simulasi
disabled	Dinyahdayakan
record_context_assistant_include	Termasuk Projek @{NAVIGATOR} 
project_id	Tajuk Projek
project_id.h	Parameter mengandungi projek yang dimasukkan. Butang 'Edit pautan' membolehkan anda untuk memilih projek dalam bahagian kerja.
project	Projek
context_assistant_include	Projek Pembantu Desktop
open_expanded	Paparkan gelembung utama lanjutan
restart_option	Butang Mula Semula
next_project_id	Projek Seterusnya
next_project_id.h	Pilihan ini mentakrifkan projek yang akan dimulakan selepas selesai proses semasa. Proses baru bermula secara langsung dan tiada gelembung akhir dipaparkan.
end_unit	Jelajah Tamat
add_end_unit	Tambah Akhir Proses
demo	Mod Demo
uebung	Mod Latihan
praxis	Mod Serentak
test	Mod Ujian
doc	Dokumen Word
pdf	Dokumen PDF
html	Dokumen HTML
ppt	Dokumen PowerPoint
explanation_type	Ikon
note	Nota
info	Maklumat
tipp	Petua
warnung	Amaran
no_image	Tiada ikon
display_on	Paparkan gelembung utama pada
nav_start	Navigasi bermula
app_focus	Fokus aplikasi
screen_focus	Fokus skrin
never	Jangan tunjukkan
list_type	Jenis Senarai  untuk Skrin
list_type.h	Parameter ini menentukan jenis untuk penyenaraian objek dalam skrin, jika pilihan 'Paparkan semua Maklumat' didayakan untuk ini.
unordered_list	Bulet
ordered_list	Penomboran
convert_sn	Janakan Pembantu Desktop
Application	Aplikasi
obj_context	Objek
expl_context	Penerangan
record_cntrl_type	Jenis
disable_standby	Nyahdayakan Status Tunggu Sedia (@{NAVIGATOR})
disable_standby.h	Tentukan bahawa status tunggu sedia @{NAVIGATOR} tidak dapat ditetapkan. Jika pilihan ini dinyahaktifkan, anda boleh menetapkan status tunggu sedia dengan pintasan 'CTRL + F11' atau dengan mengklik pada ikon status.
disable_exit	Sembunyikan Entri Keluar (@{NAVIGATOR})
disable_exit.h	Tentukan bahawa entri 'Keluar' dalam menu konteks ikon status @{NAVIGATOR} disembunyikan.
bcontent_style	Gaya Gelembung
bcontent_style.h	Tetapan ini mentakrifkan gaya gelembung yang akan digunakan untuk memaparkan gelembung.
cache_properties	Cache
cache_folder	Lokasi Folder
cache_folder.h	Tentukan lokasi folder cache 'NavigatorCache'. Lokasi lalai ialah '%localappdata%'. Anda boleh memasukkan lokasi tersuai. \nNota: Nama folder cache tidak boleh diubah.
use_caching	Guna Cache
use_caching.h	Aktifkan penggunaan cache @{NAVIGATOR}.
function_keys	Kekunci Fungsi
minimize_da	Minimumkan
minimize_da.h	Takrifkan kekunci fungsi untuk meminimumkan tetingkap utama.
next_tab	Pilih Tab Seterusnya
next_tab.h	Takrifkan kekunci fungsi untuk memilih tab seterusnya dalam tetingkap utama.
next_screen	Pergi ke Skrin Seterusnya
next_screen.h	Takrifkan kekunci fungsi untuk menavigasi ke skrin seterusnya untuk projek dipilih.
back	Kembali
back.h	Takrifkan kekunci fungsi untuk ke skrin sebelumnya.
toggle_standby	Togol Mod Tunggu Sedia
toggle_standby.h	Takrifkan kekunci fungsi untuk togol mod tunggu sedia.
abort	Batalkan
abort.h	Takrifkan kekunci fungsi untuk membatalkan pembantu desktop.
restart	Mula semula
restart.h	Takrifkan kekunci fungsi untuk memulakan semula pembantu desktop.
start_pa	Mulakan Projek Pembantu Desktop
start_pa.h	Takrifkan kekunci fungsi untuk memulakan projek dipilih.
start_demo	Mula Mod Demo
start_demo.h	Takrifkan kekunci fungsi untuk memulakan mod demo dipilih.
start_prac	Mula Mod Latihan
start_prac.h	Takrifkan kekunci fungsi untuk memulakan mod latihan dipilih.
start_test	Mulakan Mod Ujian
start_test.h	Takrifkan kekunci fungsi untuk memulakan mod ujian dipilih.
start_concur	Mulakan Mod Serentak
start_concur.h	Takrifkan kekunci fungsi untuk memulakan mod serentak dipilih.
start_book	Mula Buku
start_book.h	Takrifkan kekunci fungsi untuk memulakan buku dipilih.
start_group	Buka dalam library
start_group.h	Takrifkan kekunci fungsi untuk membuka kumpulan dalam library.
toggle_ctx_rec	Pengecaman Konteks Togol
toggle_ctx_rec.h	Takrifkan kekunci fungsi untuk menogol pengecaman konteks pembantu desktop.
select_next	Pilih Entri Seterusnya
select_next.h	Takrifkan kekunci fungsi untuk memilih entri seterusnya dalam tetingkap semasa.
select_prev	Pilih Entri Sebelumnya
select_prev.h	Takrifkan kekunci fungsi untuk memilih entri sebelumnya dalam tetingkap semasa.
toggle_warning	Tunjukkan Dialog Amaran
toggle_warning.h	Takrifkan kekunci fungsi untuk menunjukkan dialog amaran pembantu desktop.
execute_step	Laksanakan Langkah
execute_step.h	Takrifkan kekunci fungsi untuk melaksanakan langkah semasa main semula jelajah berpandu.
copy_link	Salin Pautan
copy_link.h	Takrifkan kekunci fungsi untuk menyalin pautan entiti terpilih.
maximize_trainer	Memaksimumkan Tetingkap Kandungan
maximize_trainer.h	Takrifkan kekunci fungsi untuk memaksimumkan tetingkap kandungan.
share_email	Kongsi Melalui E-Mel
share_email.h	Takrifkan kekunci fungsi untuk berkongsi kandungan entiti terpilih melalui e-mel.
start_default	Kandungan Lalai Mula
start_default.h	Takrifkan kekunci fungsi untuk memulakan mod lalai atau dokumen dipilih.
show_da_help	Tunjukkan Bantuan Pembantu Desktop
show_da_help.h	Takrifkan kekunci fungsi untuk membuka bantuan pembantu desktop.
request_content	Minta Kandungan
request_content.h	Takrifkan kekunci fungsi untuk meminta kandungan halaman aplikasi.
search_content	Kandungan Carian
search_content.h	Takrifkan kekunci fungsi untuk mencari kandungan bergantung kepada jenis carian dipilih.
show_hidden_elems	Tunjukkan Elemen Bantuan Tersembunyi
show_hidden_elems.h	Takrifkan kekunci fungsi untuk menunjukkan elemen bantuan tersembunyi.
toggle_side_bar	Tunjukkan / Sembunyikan Bar Sisi
toggle_side_bar.h	Takrifkan kekunci fungsi untuk menunjukkan dan menyembunyikan bar sisi.
content_library	Pembantu Desktop - Kandungan dan Tingkah Laku
content_library_window	Pembantu Desktop - Gaya dan Tetingkap
content_library_sidebar	Pembantu Desktop - Bar Sisi
style	Gaya
style.h	Takrifkan penampilan komponen pembantu desktop (tetingkap utama, tetingkap kandungan, ikon status). Pilih sumber gaya daripada senarai.
show_only_bar	Tunjukkan Hanya Bar Sisi pada Permulaan
show_only_bar.h	Takrifkan sama ada hanya bar sisi akan dipaparkan pada permulaan pembantu desktop atau tetingkap utama juga.
clear_on_mismatch	Kosongkan Senarai Kandungan pada Tidak Sepadan Konteks
clear_on_mismatch.h	Takrifkan, bahawa senarai kandungan dikosongkan jika konteks tidak ditemui. Dengan tetapan dinyahaktifkan kandungan objek akhir dikenali ditunjukkan.
da_positioning	Penjajaran Tetingkap Utama
da_positioning.h	Takrifkan penjajaran tetingkap utama pada skrin. Pilihan 'Bebas' membenarkan untuk mentakrifkan kedudukan dalam parameter 'Kedudukan Tetingkap Utama'.
bar_positioning	Penjajaran Bar Sisi
bar_positioning.h	Takrifkan penjajaran bar sisi pada skrin.
left_top	Sudut Atas Kiri
left_center	Tengah Kiri
left_bottom	Sudut Bawah Kiri
right_top	Sudut Atas Kanan
right_center	Tengah Kanan
top_center	Atas Tengah:
right_bottom	Sudut Bawah Kanan
center	Tengah
free	Bebas
list_order	Pengisihan Kandungan
list_order.h	Takrifkan pengisihan kandungan tersedia pada senarai.
by_default	Struktur Penjelajah
by_name	Pengabjadan
by_type	Pengabjadan setiap Jenis
library_position	Kedudukan Tetingkap Utama (Bebas)
library_position.h	Takrifkan kedudukan tetingkap utama (kiri, atas) untuk penjajaran 'Bebas' pada skrin. Nilai diberi dalam piksel.
search_url	Cari Kumpulan
search_url.h	Membenarkan anda menentukan kumpulan bahagian kerja untuk mencari kandungan dalam @{LIBRARY}.
enable_recording	Kedudukan: Kawalan 'Rakaman'
