NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Выноска формуляра
bform_height	Высота
bform_height.h	Определяет высоту выноски формуляра в пикселях.
bform_width	Ширина
bform_width.h	Определяет ширину выноски формуляра в пикселях.
bform_position	Позиция
bform_position.h	Определяет положение выноски формуляра (слева, сверху) для свободного выравнивания на экране. Значения указываются в пикселях.
paramAutoMergeComplete	Объединение экранов завершено.
form	Формуляр
application_contexts	Приложение
﻿Application	Приложение
highlight_offset	Смещение
AutoBarChooseApp	Выбрать приложение
AutoBarReRecManual	Щелкните объект.
BubbleOnActivate	Показать выноску напрямую
ClickOnAAPosition	Щелкните приложение, чтобы определить прямоугольник.
ClickOnPosition	Щелкните позицию в приложении.
EnabledOnPgLoad	Активировать
HighlightOnActivate	Показать выделение напрямую
start_from_arbitrary	Начать с любого шага
focus_step	Слой фокуса
focus_step.h	Только экскурсия\nОтображает серый слой для выделения требуемого элемента управления в текущем шаге.
yes	Да
no	Нет
light_mode	Интерактивный режим
light_mode.h	Указывает, что пользователь должен к следующему шагу в выноске объекта. Во время воспроизведения распознавание страницы не выполняется.
restricted_mode	Ограниченный режим
restricted_mode.h	Указывает, что можно выполнить только текущую операцию. Другие элементы управления страницы приложения будут заблокированы. \nЭту настройку можно использовать после активации опции 'Слой фокуса'.
show_highlight	Выделения
action	Операция
active_area	Активная область
add_application_expl	Вставить пояснение
adv	Дополнительно
display_behavior	Просмотр поведения
all_values	Все значения
anim_steps	Шаги анимации
application_context	Приложение
area	Область
auto_merge	Объединить макросы экрана
b_height	Высота
form_on	Режим формуляра
b_percent	Выноска видима (%)
b_hide_option	Скрыть опцию
b_minimizable	С возможностью свертывания
b_closable	С возможностью закрытия
b_minimized	Свернуто
b_width	Ширина
b_width.h	Определяет ширину выноски объекта в пикселях.
bmain_minimizable	С возможностью свертывания
bmain_position	Положение
bmain_win_style	Стиль
bmain_size	Размер
bmain_alignment	Выравнивание
bubble	Выноска объекта
bubble_offset	Смещение
bubblestyle_d	Стиль
bubblestyle_init	Стиль выноски
choose_appl_template	Выбрать профиль приложения
choose_bool	Выбранное значение
choose_nr	Выбранный индекс
choose_text	Выбранное значение
target_static_text	записывается как "Ид. страницы".
target_spec_warning	Внимание: для этого управляющего элемента недоступная информация о повторной записи.
prev_step	Предыдущий шаг
next_step	Следующий шаг
click	Действие мышью
click_pos	Положение щелчка
click_pos_rel	Позиция выноски
config_file	Профиль приложения
define_target	Экран
display	Обработать основную выноску
display_name	Отображаемое имя
drag	Перетаскивание
drop	Завершение перетаскивания
dump_page	Снимок экрана
elem_bubble	Выноска объекта
element_type	Тип объекта
enabled	Активировано
optional	Опционально
enter	Вход указателя мыши
executable	Приложение
explanation_d	Текст
explanation_d_modified	Перевести вручную
explanation_long	Пояснение
fh_mouseover	Справка при наведении указателя мыши
fh_onelem	Пиктограмма
fh_tooltip	Всплывающая подсказка
fh_bubble	Выноска
step_list	Список шагов
fieldicon	Изображение объекта
fieldname	Имя объекта
find	Поиск
AutoBarChooseScn	Щелкните соответствующий экран
frame	Рамка
g_highlight_bgr	Цвет
g_highlight_border	Граница
g_highlight_effect	Эффект
global	Глобально
hide_on_focuslost	Скрыть при потере фокуса
hilight	Выделение
input_radio	Зависимая/независимая кнопка
input_text	Вводимый текст
init	Инициализация
key	Ключ
key_desc	Горячая клавиша
key_name	Код клавиши
key_press	Нажатие клавиши
lclick	Щелчок левой кнопкой мыши
ldblclick	Двойной щелчок левой кнопкой мыши
force_display	Инициировать просмотр
auto_execute	Автоматическое выполнение
show_confirmation	Показать кнопку подтверждения
show_confirmation.h	Определяет, отображается ли кнопка подтверждения в выноске объекта во время проигрывания. Кнопка позволяет пользователям подтвердить выполненную операцию и после этого отображается следующий шаг.
link_to_sim	Вставить ссылку на моделирование
macro_comment	Комментарий
main_bubble	Окно
match_value	Сопоставление значений
mini_on_focuslost	Свернуть при потере фокуса
enable_tincan	Отслеживание @{NAVIGATOR}
nav_check_freq	Частота обновления (мин)
navigation	Ассистент рабочего стола
new_screen_context	Новый экран
no_spike	Без пика
pa_caption	Экскурсия
none	Нет
objname	Имя объекта
orientation	Направление
path	Путь к объекту
position	Позиция
rclick	Щелчок правой кнопкой мыши
rdblclick	Двойной щелчок правой кнопкой мыши
record_activearea	Записать активную область
record_application_context	Записать приложение
no_control	В точке щелчка нет доступных объектов.
record_control	Записать объект
record_control_pa	Записать шаг экскурсии
record_define_target	Записать экран
record_display	Обработать основную выноску
record_end_display	Обработка выноски
record_explanation	Добавить пояснение
record_object_context	Записать объект
record_screen_context	Записать экран
record_target_specializer	Записать ид. страницы
record_compatible_application	Записать совместимое приложение
reference	Источник
regexp	Регулярное выражение
replace	Заменить
replace_continue	Заменить и продолжить...
replace_pgkey_attr	Заменить ключевые атрибуты страницы
error_regexp	Недействительное регулярное выражение. Исправьте введенные данные.
resize	Изменить размер окна
revision	Версия
sc_config_header	Информация о профиле
screen	Экран
screenhelp	Экранная справка
screenshot_rect	Позиция снимка экрана
select_single	Простой выбор
selected_merge	Объединить выбранные макросы экрана
show_bubble	Показать сразу
show_hilight	Показать выделение
show_on_focus	Показать в фокусе
source	Источник
start_unit	Стиль контекстной справки
subkey	Разрешено как дополнительный ключ
script	Скрипт
target_name	Заголовок
target_specializer	Ид. страницы
text_d	Вводимый текст
text_d_specializer	Вводимый текст
tolerance	Допуск объединения макросов экрана
translate	Автоматический перевод
autoTranslate	Перевести проект
paramReRecordLanguage	Язык
merge_critical_macros	Автоматическое объединение макросов
merge_critical_macros.h	При преобразовании моделирований в навигацию можно автоматически объединять созданные экраны. Они объединяются с помощью значения допуска, определенного в параметре "Допуск объединения макросов экрана".
uid	UID
underline	Подчеркнутый
update_control	Обновить объект
update_target	Обновить экран
variant	Вариант
win_rect	Размер окна
wizCancel	Отменить
wizFinish	Готово
wizNext	Дальше
wizOk	ОК
wizExplanation	Пояснение
wizContinue	Дальше
app_info	Показать приложение
app_link_to_sim	Вставить ссылку на моделирование для приложения
screen_info	Показать экран
screen_link_to_sim	Вставить ссылку на моделирование для экрана
object_info	Просмотреть вариант
object_link_to_sim	Вставить ссылку на моделирование
disabled	Деактивировано
record_context_assistant_include	Включить проект @{NAVIGATOR}
project_id	Название проекта
project_id.h	Параметр содержит вставленный проект. Нажмите кнопку "Обработать ссылку", чтобы выбрать проект в рабочей области.
project	Проект
context_assistant_include	Проект ассистента рабочего стола
open_expanded	Просмотреть расширенную основную выноску
restart_option	Кнопка перезапуска
next_project_id	Следующий проект
next_project_id.h	Эта опция определяет проект, который будет запущен после завершения текущего процесса. Новый процесс запускается сразу же, выноска об окончании не отображается.
end_unit	Конец руководства
add_end_unit	Добавить конец процесса
demo	Режим демонстрации
uebung	Режим упражнения
praxis	Параллельный режим
test	Тестовый режим
doc	Документ Word
pdf	Документ PDF
html	Документ HTML
ppt	Документ PowerPoint
explanation_type	Значок
note	Примечание
info	Информация
tipp	Совет
warnung	Предупреждение
no_image	Нет значка
display_on	Просмотр основной выноски
nav_start	Начало навигации
app_focus	Фокус приложения
screen_focus	Фокус экрана
never	Не показывать
list_type	Тип списка для экрана
list_type.h	Этот параметр определяет тип списка объектов на экране, если активирована опция "Просмотреть всю информацию об объектах".
unordered_list	Маркеры
ordered_list	Нумерация
convert_sn	Генерировать ассистент рабочего стола
Application	Приложение
obj_context	Объект
expl_context	Пояснение
record_cntrl_type	Тип
disable_standby	Деактивировать статус режима ожидания (@{NAVIGATOR})
disable_standby.h	Определяет невозможность установки статуса режима ожидания для @{NAVIGATOR}. Если эта опция деактивирована, статус режима ожидания можно установить с помощью горячей клавиши CTRL + F11 или с помощью значка статуса.
disable_exit	Скрыть запись выхода (@{NAVIGATOR})
disable_exit.h	Определяет, является ли запись всплывающего меню "Выход" в контекстном меню значка статуса @{NAVIGATOR} скрытой.
bcontent_style	Стиль выноски
bcontent_style.h	Эта настройка определяет стиль, используемый для отображения выноски.
cache_properties	Кэш
cache_folder	Местоположение папки
cache_folder.h	Определяет местоположение папки кэша 'NavigatorCache'. Местоположением по умолчанию является '%localappdata%'. Можно ввести пользовательское местоположение. \nПримечание. Изменить имя папки кэша невозможно.
use_caching	Использовать кэширование
use_caching.h	Активирует использование кэша @{NAVIGATOR}.
function_keys	Функциональные клавиши
minimize_da	Свернуть
minimize_da.h	Определяет функциональную клавишу для сворачивания главного окна.
next_tab	Выбрать следующую закладку
next_tab.h	Определяет функциональную клавишу для выбора следующей закладки в главном окне.
next_screen	Перейти к следующему экрану
next_screen.h	Определяет функциональную клавишу для навигации к следующему экрану для выбранного проекта.
back	Назад
back.h	Определяет функциональную клавишу для перехода к предыдущему экрану.
toggle_standby	Включить или отключить режим ожидания
toggle_standby.h	Определяет функциональную клавишу для включения или отключения режима ожидания.
abort	Прервать
abort.h	Определяет функциональную клавишу для прерывания ассистента рабочего стола.
restart	Перезапустить
restart.h	Определяет функциональную клавишу для перезапуска ассистента рабочего стола.
start_pa	Запустить проект ассистента рабочего стола
start_pa.h	Определяет функциональную клавишу для запуска выбранного проекта.
start_demo	Запустить демонстрационный режим
start_demo.h	Определяет функциональную клавишу для запуска выбранного демонстрационного режима.
start_prac	Запустить режим упражнения
start_prac.h	Определяет функциональную клавишу для запуска выбранного режима упражнения.
start_test	Запустить тестовый режим
start_test.h	Определяет функциональную клавишу для запуска выбранного тестового режима.
start_concur	Запустить параллельный режим
start_concur.h	Определяет функциональную клавишу для запуска выбранного параллельного режима.
start_book	Запустить книгу
start_book.h	Определяет функциональную клавишу для запуска выбранной книги.
start_group	Открыть в библиотеке
start_group.h	Определяет функциональную клавишу для открытия группы в библиотеке.
toggle_ctx_rec	Включить или отключить распознавание контекста
toggle_ctx_rec.h	Определяет функциональную клавишу для включения или отключения распознавания контекста ассистента рабочего стола.
select_next	Выбрать следующую запись
select_next.h	Определяет функциональную клавишу для выбора следующей записи в текущем окне.
select_prev	Выбрать предыдущую запись
select_prev.h	Определяет функциональную клавишу для выбора предыдущей записи в текущем окне.
toggle_warning	Показать диалоговое окно предупреждения
toggle_warning.h	Определяет функциональную клавишу для отображения диалогового окна предупреждения ассистента рабочего стола.
execute_step	Выполнить шаг
execute_step.h	Определяет функциональную клавишу для выполнения шага при воспроизведении экскурсии.
copy_link	Скопировать ссылку
copy_link.h	Определяет функциональную клавишу для ссылки на копирование выбранной сущности.
maximize_trainer	Развернуть окно контента
maximize_trainer.h	Определяет функциональную клавишу для разворачивания окна контента.
share_email	Поделиться по электронной почте
share_email.h	Определяет функциональную клавишу для совместного использования контента выбранной записи через электронную почту.
start_default	Запустить контент по умолчанию
start_default.h	Определяет функциональную клавишу для запуска режима по умолчанию или выбранного документа.
show_da_help	Показать справку ассистента рабочего стола
show_da_help.h	Определяет функциональную клавишу для открытия справки ассистента рабочего стола.
request_content	Запросить контент
request_content.h	Определяет функциональную клавишу для запроса контента для страницы приложения.
search_content	Поиск контента
search_content.h	Определяет функциональную клавишу для поиска контента в зависимости от выбранного типа поиска.
show_hidden_elems	Показать скрытые элементы справки
show_hidden_elems.h	Определяет функциональную клавишу для отображения скрытых элементов справки.
toggle_side_bar	Показать/Скрыть боковую панель
toggle_side_bar.h	Определяет функциональную клавишу для отображения и скрытия боковой панели.
content_library	Ассистент рабочего стола - контент и поведение
content_library_window	Ассистент рабочего стола - стиль и окна
content_library_sidebar	Ассистент рабочего стола - боковая панель
style	Стиль
style.h	Определяет внешний вид компонентов ассистента рабочего стола (главное окно, окно контента, значок статуса). Выберите стиль ресурса из списка.
show_only_bar	Показать только боковую панель при запуске
show_only_bar.h	Определяет, отображается ли при запуске ассистента рабочего стола только боковая панель или также главное окно.
clear_on_mismatch	Удалить список контента при несоответствии контекста
clear_on_mismatch.h	Определяет необходимость очистки списка контента, если не найден контекст. При деактивированном параметре отображается контент последнего распознанного объекта.
da_positioning	Выравнивание главного окна
da_positioning.h	Определяет выравнивание главного окна на экране. С помощью опции "Произвольно" можно определить позицию в параметре "Позиция главного окна".
bar_positioning	Выравнивание боковой панели
bar_positioning.h	Определяет выравнивание боковой панели экрана.
left_top	В левом верхнем углу
left_center	Слева по центру
left_bottom	В левом нижнем углу
right_top	В правом верхнем углу
right_center	Справа по центру
top_center	Сверху по центру
right_bottom	В правом нижнем углу
center	По центру
free	Произвольно
list_order	Сортировка контента
list_order.h	Определяет сортировку доступного контента в списке.
by_default	Структура проводника
by_name	Буквенно-цифровой
by_type	Алфавитный по типам
library_position	Позиция главного окна (произвольная)
library_position.h	Определяет позицию главного окна (слева, сверху) для произвольного выравнивания на экране. Значения указываются в пикселях.
search_url	Группа поиска
search_url.h	Позволяет определить группу рабочей области для поиска контента в @{LIBRARY}.
enable_recording	Положение: элемент управления 'Запись'
enable_recording.h	Позволяет вывести элемент управления для процессов записи. Вы можете указать положение элемента управления на боковой панели. \nФункция записи позволяет пользователю записывать процессы в виде документов Microsoft Word или видеофайлов. Записанные файлы отображаются в основном окне вкладки 'Область пользователя'.
enable_exit_da	Позиция: элемент управления 'Exit'
enable_exit_da.h	Позволяет вывести элемент управления для выхода из @{NAVIGATOR}. Вы можете указать положение элемента управления на боковой панели.
enable_info	Включить закладку "Информация"
enable_info.h	Активирует закладку "Информация" главного окна ассистента рабочего стола. Вставьте текст информации в краткое описание группы ассистента рабочего стола.
request_content_type	Тип запрашиваемого контента
request_content_type.h	Указывает функциональность запрашиваемого контента. Выберите тип из раскрывающегося списка. \nЭлектронная почта: позволяет указать адрес электронной почты для запросов. \nURL: позволяет указать URL для вызова веб-страницы. \nЭлемент управления 'Запросить контент' отображается на боковой панели. Если контент не найден, в основном окне отображается ссылка 'Запросить контент'.
email	Электронная почта
url	URL
enable_request_content	Положение: элемент управления 'Запрос контента'
enable_request_content.h	Определяет положение элемента управления 'Запрос контента' на боковой панели.
enable_external_search_ctx	Предоставить информацию контекста
enable_external_search_ctx.h	Во время поиска предоставляет дополнительную информацию контекста пользователя через URL поиска. Информация контекста будет использована для поиска. Активируйте эту настройку, если для указанного вами поиска можно применять информацию контекста. \nПредоставленная информация контекста определяется в параметре 'Информация контекста'.
external_search_ctx	Информация контекста
external_search_ctx.h	Указывает информацию контекста, если активирована настройка 'Предоставить информацию контекста'. Может быть предоставлена следующая информация контекста: EXE текущего приложения (&executable=$#{EXE}), ключ текущей страницы приложения (&pagekey=$#{PAGEKEY})\nПримечание. Не изменяйте структуру строки информации контекста.
enable_external_search	Положение: элемент управления 'Внешний поиск'
