NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	表單氣泡框
bform_height	高度
bform_height.h	定義要顯示的表單氣泡框高度 (像素)。
bform_width	寬度
bform_width.h	定義要顯示表單氣泡框的寬度 (像素)
bform_position	位置
bform_position.h	針對畫面上的 '任意' 對齊定義表單氣泡框的位置 (左、上)。值以像素表示。
paramAutoMergeComplete	已完成合併畫面
form	表單
application_contexts	應用程式
﻿Application	應用程式
highlight_offset	反白間距
AutoBarChooseApp	選擇應用程式
AutoBarReRecManual	按一下物件。
BubbleOnActivate	直接顯示氣泡框
ClickOnAAPosition	按一下應用程式以定義矩形。
ClickOnPosition	按一下應用程式中的位置。
EnabledOnPgLoad	啟用
HighlightOnActivate	直接顯示反白
start_from_arbitrary	自隨意步驟啟動
focus_step	焦點層
focus_step.h	僅導覽\n顯示灰層以反白目前步驟的所需控制。
yes	是
no	否
light_mode	互動式模式
light_mode.h	指定使用者必須於物件氣泡框中瀏覽以前往下個步驟。於錄放期間不進行頁面辨識。
restricted_mode	限制模式
restricted_mode.h	指定僅可執行目前動作。將封鎖應用程式頁面的其他控制項。\n若啟用 '焦點層’，則可使用該設定。
show_highlight	反白
action	動作
active_area	啟用中區域
add_application_expl	插入解說
adv	進階
display_behavior	顯示行為
all_values	所有數值
anim_steps	動畫步驟
application_context	應用程式
area	區域
auto_merge	合併畫面巨集
b_height	高度
form_on	表單模式
b_percent	氣泡框可見 (%)
b_hide_option	隱藏選項
b_minimizable	可最小化
b_closable	可關閉
b_minimized	已最小化
b_width	寬度
b_width.h	定義物件氣泡框的寬度 (像素)
bmain_minimizable	可最小化
bmain_position	位置
bmain_win_style	樣式
bmain_size	大小
bmain_alignment	對齊
bubble	物件氣泡框
bubble_offset	反白間距
bubblestyle_d	樣式
bubblestyle_init	氣泡框樣式
choose_appl_template	選擇應用程式設定檔
choose_bool	所選值
choose_nr	選擇的索引
choose_text	所選值
target_static_text	錄製為 '頁面說明符'。
target_spec_warning	警告：此控制沒有重新錄製資訊。
prev_step	上一個步驟
next_step	下一個步驟
click	滑鼠動作
click_pos	按一下位置
click_pos_rel	氣泡框位置
config_file	應用程式設定檔
define_target	畫面
display	編輯主要氣泡框
display_name	顯示名稱
drag	拖曳
drop	放下
dump_page	擷取畫面
elem_bubble	物件氣泡框
element_type	物件類型
enabled	已啟用
optional	選擇性
enter	滑鼠移入
executable	應用程式
explanation_d	內文
explanation_d_modified	手動翻譯
explanation_long	解說
fh_mouseover	滑鼠游標暫留時的輔助說明
fh_onelem	圖示
fh_tooltip	工具秘訣
fh_bubble	氣泡框
step_list	步驟清單
fieldicon	物件圖像
fieldname	物件名稱
find	尋找
AutoBarChooseScn	按一下各畫面
frame	框架
g_highlight_bgr	色彩
g_highlight_border	框線
g_highlight_effect	效果
global	通用
hide_on_focuslost	失去焦點時隱藏
hilight	反白
input_radio	選項圓鈕/核取方塊
input_text	輸入文字
init	初始
key	鍵值
key_desc	快速鍵
key_name	鍵值代碼
key_press	按鍵
lclick	按一下左鍵
ldblclick	按兩下左鍵
force_display	強制顯示
auto_execute	自動執行
show_confirmation	顯示確認按鈕
show_confirmation.h	定義錄放期間物件氣泡框中是否顯示確認按鈕。按鈕允許使用者確認執行的動作並於隨後顯示下一步。
link_to_sim	插入模擬連結
macro_comment	備註
main_bubble	視窗
match_value	符合數值
mini_on_focuslost	失去焦點時最小化
enable_tincan	@{NAVIGATOR} 追蹤
nav_check_freq	更新頻率 (分鐘)
navigation	桌面助理
new_screen_context	新畫面
no_spike	無尖端
pa_caption	導覽
none	無
objname	物件名稱
orientation	方向
path	物件路徑
position	位置
rclick	按一下滑鼠右鍵
rdblclick	按兩下右鍵
record_activearea	錄製啟用中區域
record_application_context	錄製應用程式
no_control	按一下的位置沒有物件。
record_control	錄製物件
record_control_pa	錄製導覽步驟
record_define_target	錄製畫面
record_display	編輯主要氣泡框
record_end_display	編輯氣泡框
record_explanation	新增解說
record_object_context	錄製物件
record_screen_context	錄製畫面
record_target_specializer	錄製頁面說明符
record_compatible_application	錄製相容應用程式
reference	來源
regexp	規則運算式
replace	替代
replace_continue	替代並繼續...
replace_pgkey_attr	替代頁面關鍵屬性
error_regexp	無效規則運算式。請修正您的輸入。
resize	調整視窗大小
revision	修改
sc_config_header	設定檔資訊
screen	畫面
screenhelp	畫面輔助說明
screenshot_rect	擷取畫面位置
select_single	單選
selected_merge	合併所選畫面巨集
show_bubble	直接顯示
show_hilight	顯示反白
show_on_focus	找到焦點時顯示
source	來源
start_unit	內容輔助說明樣式
subkey	允許作為子鍵值
script	指令碼
target_name	標題
target_specializer	頁面說明符
text_d	輸入內文
text_d_specializer	輸入文字
tolerance	合併畫面巨集允差
translate	自動翻譯
autoTranslate	翻譯專案
paramReRecordLanguage	語言
merge_critical_macros	自動合併巨集
merge_critical_macros.h	若要將模擬轉換為瀏覽，則可自動合併所建立的畫面。系統會使用您在 '合併畫面巨集允差' 參數中決定的允差值合併這些畫面。
uid	UID
underline	底線
update_control	更新物件
update_target	更新畫面
variant	變式
win_rect	視窗大小
wizCancel	取消
wizFinish	完成
wizNext	下一步
wizOk	確定
wizExplanation	解說
wizContinue	繼續
app_info	顯示應用程式
app_link_to_sim	插入應用程式的模擬連結
screen_info	顯示畫面
screen_link_to_sim	插入畫面的模擬連結
object_info	顯示變式
object_link_to_sim	插入模擬連結
disabled	已停用
record_context_assistant_include	包含 @{NAVIGATOR} 專案
project_id	專案標題
project_id.h	此參數包含插入的專案。'編輯連結' 按鈕可讓您在工作區域中選擇專案。
project	專案
context_assistant_include	桌面助理專案
open_expanded	顯示進階主要氣泡框
restart_option	重新啟動按鈕
next_project_id	下一個專案
next_project_id.h	此選項代表將在完成目前程序後啟動的專案。新程序會直接啟動且不會顯示結束氣泡框。
end_unit	導覽結束
add_end_unit	新增程序結尾
demo	示範模式
uebung	練習模式
praxis	並行模式
test	測試模式
doc	Word 文件
pdf	PDF 文件
html	HTML 文件
ppt	PowerPoint 文件
explanation_type	圖示
note	註記
info	資訊
tipp	秘訣
warnung	警告
no_image	無圖示
display_on	主要氣泡框的顯示時機
nav_start	瀏覽開始
app_focus	應用程式焦點
screen_focus	畫面焦點
never	不顯示
list_type	畫面的清單類型
list_type.h	若已啟用 [顯示所有物件資訊] 選項，則可使用此參數決定畫面中物件清單的類型。
unordered_list	項目符號
ordered_list	編號
convert_sn	產生桌面助理
Application	應用程式
obj_context	物件
expl_context	解說
record_cntrl_type	類型
disable_standby	停用預備狀態 (@{NAVIGATOR})
disable_standby.h	指定無法設定 @{NAVIGATOR} 的預備狀態。若已停用選項，您可以使用捷徑 'CTRL + F11' 或按一下狀態圖示來設定預備狀態。
disable_exit	隱藏跳出輸入項 (@{NAVIGATOR})
disable_exit.h	指定 @{NAVIGATOR} 的狀態圖示內容功能表中的 '跳出' 輸入項為隱藏。
bcontent_style	氣泡框樣式
bcontent_style.h	此設定定義顯示氣泡框所用的氣泡框樣式。
cache_properties	快取
cache_folder	資料夾位置
cache_folder.h	指定快取資料夾 'NavigatorCache' 位置。預設位置為 '%localappdata%'。您可輸入自訂位置。\n請注意：無法更改快取資料夾名稱。
use_caching	使用快取
use_caching.h	啟用使用 @{NAVIGATOR} 快取。
function_keys	功能鍵
minimize_da	最小化
minimize_da.h	定義用於最小化主視窗的功能鍵
next_tab	選擇下一個標籤
next_tab.h	定義用於在主視窗中選擇下一個標籤的功能鍵。
next_screen	轉到下一個畫面
next_screen.h	定義瀏覽至所選專案下一個畫面的功能鍵。
back	返回
back.h	定義轉到先前畫面的功能鍵
toggle_standby	切換預備模式
toggle_standby.h	定義用於切換預備模式的功能鍵。
abort	中止
abort.h	定義用於取消桌面助理的功能鍵。
restart	重新啟動
restart.h	定義重新啟動桌面助理的功能鍵
start_pa	啟動桌面助理專案
start_pa.h	定義用於啟動所選專案的功能鍵。
start_demo	啟動示範模式
start_demo.h	定義用於啟動所選示範模式的功能鍵。
start_prac	啟動練習模式
start_prac.h	定義用於啟動所選練習模式的功能鍵。
start_test	啟動測試模式
start_test.h	定義用於啟動所選測試模式的功能鍵。
start_concur	啟動並行模式
start_concur.h	定義用於啟動所選並行模式的功能鍵。
start_book	開啟電子書
start_book.h	定義用於啟動所選電子書的功能鍵。
start_group	於 library 中開啟
start_group.h	定義用於開啟 library 中群組的功能鍵。
toggle_ctx_rec	切換內容辨識
toggle_ctx_rec.h	定義用於切換桌面助理內容辨識的功能鍵。
select_next	選擇下一個輸入項
select_next.h	定義用於選擇目前視窗中下一個輸入項的功能鍵。
select_prev	選擇上一個輸入項
select_prev.h	定義用於選擇目前視窗中上一個輸入項的功能鍵。
toggle_warning	顯示警告對話
toggle_warning.h	定義用於顯示桌面助理警告對話的功能鍵。
execute_step	執行步驟
execute_step.h	定義用於導覽錄放期間執行步驟的功能鍵。
copy_link	複製連結
copy_link.h	定義用於所選實體連結的功能鍵
maximize_trainer	最大化內容視窗
maximize_trainer.h	定義用於最大化內容視窗的功能鍵。
share_email	透過電子郵件共享
share_email.h	定義用於透過電子郵件共享所選實體內容的功能鍵。
start_default	啟動預設內容
start_default.h	定義用於啟動預設模式或所選文件的功能鍵。
show_da_help	顯示桌面助理輔助說明
show_da_help.h	定義用於桌面助理輔助說明的功能鍵。
request_content	請求內容
request_content.h	定義用於請求應用程式頁面內容的功能鍵。
search_content	搜尋內容
search_content.h	定義用於根據所選搜尋類型搜尋內容的功能鍵。
show_hidden_elems	顯示隱藏的輔助說明元素
show_hidden_elems.h	定義用於顯示隱藏輔助說明元素的功能鍵。
toggle_side_bar	顯示/隱藏側邊列
toggle_side_bar.h	定義用於顯示和隱藏側邊列的功能鍵。
content_library	桌面助理 - 內容和行為
content_library_window	桌面助理 - 樣式和視窗
content_library_sidebar	桌面助理 - 側邊列
style	樣式
style.h	定義桌面助理元件的外觀 (主視窗、內容視窗、狀態圖示)。請自清單選擇樣式資源。
show_only_bar	啟動時僅顯示側邊列
show_only_bar.h	定義啟動桌面助理時是否僅顯示側邊列，或也顯示主視窗。
clear_on_mismatch	清除不相符內容的內容清單
clear_on_mismatch.h	定義找不到內容時清除內容清單。停用設定時會顯示辨識的最後一個物件內容。
da_positioning	主視窗對齊
da_positioning.h	定義畫面上的主視窗對齊。'可用' 選項可讓您在 '主視窗位置' 參數中定義位置。
bar_positioning	側邊列對齊
bar_positioning.h	定義畫面上側邊列的對齊
left_top	左上角
left_center	靠左置中
left_bottom	左下角
right_top	右上角
right_center	靠右置中
top_center	上方置中
right_bottom	右下角
center	中央
free	可用
list_order	內容排序
list_order.h	定義清單中可用內容的排序。
by_default	瀏覽器結構
by_name	字母順序
by_type	依類型的字母順序
library_position	主視窗位置 (任意)
library_position.h	定義畫面上 '任意' 對齊的主視窗位置 (左、上)。值以像素表示。
search_url	搜尋群組
search_url.h	允許您指定工作區域群組，以於 @{LIBRARY} 中搜尋內容。
enable_recording	位置：‘錄製’ 控制項
enable_recording.h	允許您顯示錄製程序的控制項。您可以於側邊列指定該控制項的位置，\n錄製功能允許使用者將程序錄製為 Microsoft Word 文件或視訊，錄製的檔案會顯示於 [使用者區域] 標籤的主視窗中。
enable_exit_da	位置：「跳出」控制項
enable_exit_da.h	允許您顯示結束 @{NAVIGATOR} 的控制項。您可於側邊列指定該控制項的位置。
enable_info	顯示 '資訊' 標籤
enable_info.h	啟用桌面助理主視窗的 '資訊' 標籤。在桌面助理群組的簡短說明中插入資訊內文。
request_content_type	請求內容類型
request_content_type.h	指定請求內容的功能。從下拉式清單中選擇一種類型。\n電子郵件：允許您針對請求輸入電子郵件地址。\nURL：允許您輸入 URL 以開啟網頁。\n[請求內容] 控制項會顯示於側邊列，若找不到內容，[請求內容] 連結會顯示於主視窗。
email	電子郵件
url	URL
enable_request_content	位置：‘請求內容’ 控制項
enable_request_content.h	指定側邊列中 ‘請求內容’ 控制項的位置。
enable_external_search_ctx	提供內容資訊
enable_external_search_ctx.h	在搜尋時提供要搜尋的 URL，還有使用者的附加內容資訊，所提供的內容資訊將用於搜尋。若您指定的搜尋可以使用內容資訊，請啟用此設定。\n所提供的內容資訊會在 ‘內容資訊’ 參數中指定。
external_search_ctx	內容資訊
external_search_ctx.h	若已啟用 ‘提供內容資訊’ 的設定，請指定內容資訊。可提供以下內容資訊：目前的應用程式的 EXE (&executable=$#{EXE})，目前的應用程式頁面的頁面鍵值 (&pagekey=$#{PAGEKEY})\n註記：請勿更改內容資訊字串的結構。
enable_external_search	位置：「外部搜尋」控制項
enable_external_search.h	允許您啟用用於搜尋內容或進一步資訊的外部搜尋頁面。透過已啟用的設定，‘外部搜尋’ 控制項會顯示於側邊列。您可以指定該控制項在側邊列的位置。\n此按鈕會開啟用於輸入搜尋條件的搜尋欄位，搜尋結果會顯示於外部搜尋頁面。針對外部搜尋，您必須於 ‘外部搜尋 URL’ 參數中指定要搜尋的 URL。
external_search_url	URL
external_search_url.h	允許您指定用於外部搜尋的 URL。請在以下的結構中輸入 URL：\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\n註記：請勿刪除或更改 URL 內容參數的 ‘=$#{SEARCHTERM}’。
enable_share_content	顯示 '共享內容' 控制
enable_share_content.h	在主視窗的頁尾中顯示 '分享內容' 按鈕。此按鈕會開啟包含所選內容連結的對話方塊。
author_email	電子郵件
author_email.h	允許您指定用於請求內容的電子郵件地址。該電子郵件地址用於 '請求內容’ 功能。
author_url	URL
author_url.h	允許您指定用於請求內容的 URL。該 URL 用於 '請求內容’ 功能。
author_url_params	URL 參數
author_url_params.h	允許您指定作者 URL 的參數。\n您可指定應用程式名稱和可執行檔。以所需名稱替代值 '應用程式' 或 '可執行檔'。
enable_fuzzy_match	啟用模糊比對
enable_fuzzy_match.h	定義是否將模糊比對用於比對應用程式頁面的內容。
enable_ident_filter	啟用進階應用程式識別
enable_ident_filter.h	指定 @{NAVIGATOR} 錄放僅使用相關應用程式資訊，這可讓您最佳化 the @{NAVIGATOR} 的效能。\n請注意：此選項可導致物件辨識錯誤。建議您先測試錄放再發佈內容。
library_size	主視窗大小
library_size.h	定義主視窗的大小 (寬度、高度) (像素)。
book_win_position	內容視窗位置 (任意)
book_win_position.h	定義以像素指定畫面上 '任意' 對齊的內容視窗位置 (左、上)。值。
book_win_size	內容視窗大小
book_win_size.h	定義內容視窗的大小 (寬度、高度) (像素)。
book_win_positioning	內容視窗對齊
book_win_positioning.h	定義畫面上的內容視窗對齊。'任意' 選項可讓您在 '內容視窗位置' 參數中定義位置。
errNoApplicationContext	目前巨集不是應用程式內容。
