NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Формулярдағы жолма-жол ескерту
bform_height	Биіктік
bform_height.h	Бұл параметр көрсетілетін формуляр жолма-жол ескертуінің пиксель бойынша биіктігін анықтайды.
bform_width	Ені
bform_width.h	Бұл параметр көрсетілетін формуляр жолма-жол ескертуінің пиксель бойынша енін анықтайды.
bform_position	Позиция
bform_position.h	Экрандағы “Еркін” туралауына арналған формуляр жолма-жол ескертуінің позициясын (сол жақ, жоғарғы) анықтайды. Мәндер пиксель бойынша беріледі.
paramAutoMergeComplete	Экрандарды біріктіру аяқталды.
form	Формуляр
application_contexts	Қолданба
﻿Application	Қолданба
highlight_offset	Ауытқу
AutoBarChooseApp	Қолданба таңдау
AutoBarReRecManual	Нысанды басыңыз.
BubbleOnActivate	Жолма-жол ескертуді тікелей көрсету
ClickOnAAPosition	Тікбұрышты анықтау үшін қолданба ішіне басыңыз.
ClickOnPosition	Қолданбадағы позицияны басыңыз.
EnabledOnPgLoad	Белсендіру
HighlightOnActivate	Бөлектеуді тікелей көрсету
start_from_arbitrary	Еркін қадамнан бастау
focus_step	Фокус деңгейі
focus_step.h	Тек экскурсияға арналған\nАғымдағы қадамда қажетті басқару элементін бөлектеу үшін сұр түс деңгейін көрсетеді.
yes	Иә
no	Жоқ
light_mode	Интерактивті режим
light_mode.h	Пайдаланушы нысанның жолма-жол ескертуінде келесі қадамға өту керектігін көрсетеді. Ойнату кезінде бетті анықтау әрекеті орындалмады.
restricted_mode	Шектеулі режим
restricted_mode.h	Тек ағымдағы әрекетті ғана орындауға болатынын білдіреді. Қолданба бетінің басқа басқару элементтері блокталады. \nЕгер “Фокус деңгейі” опциясы белсенді болса, параметрді пайдалануға болады.
show_highlight	Бөлектеулер
action	Әрекет
active_area	Белсенді аймақ
add_application_expl	Түсініктеме кірістіру
adv	Кеңейтілген
display_behavior	Әрекетті көрсету
all_values	Барлық мәндер
anim_steps	Анимация қадамдары
application_context	Қолданба
area	Аймақ
auto_merge	Экран макростарын біріктіру
b_height	Биіктік
form_on	Формуляр режимі
b_percent	Жолма-жол ескерту көрінеді (%)
b_hide_option	Жасыру опциясы
b_minimizable	Азаймалы
b_closable	Жабылмалы
b_minimized	Азайтылған
b_width	Ені
b_width.h	Нысанның жолма-жол ескертуінің енін пиксельдермен анықтайды.
bmain_minimizable	Азаймалы
bmain_position	Позиция
bmain_win_style	Стиль
bmain_size	Өлшем
bmain_alignment	Туралау
bubble	Нысанның жолма-жол ескертуі
bubble_offset	Ауытқу
bubblestyle_d	Стиль
bubblestyle_init	Жолма-жол ескерту стилі
choose_appl_template	Қолданба профилін таңдау
choose_bool	Таңдалған мән
choose_nr	Таңдалған индекс
choose_text	Таңдалған мән
target_static_text	“Бет спецификаторы” ретінде жазылады.
target_spec_warning	Ескерту: Бұл басқару элементі үшін ешбір қайта жазу ақпараты қолжетімді емес.
prev_step	Алдыңғы қадам
next_step	Келесі қадам
click	Тінтуір әрекеті
click_pos	Позицияны басу
click_pos_rel	Жолма-жол ескерту позициясы
config_file	Қолданба профилі
define_target	Экран
display	Негізгі жолма-жол ескертуді өңдеу
display_name	Атты көрсету
drag	Апару
drop	Апарып тастау
dump_page	Скриншот
elem_bubble	Нысанның жолма-жол ескертуі
element_type	Нысан түрі
enabled	Қосулы
optional	Міндетті емес
enter	Тінтуірді енгізу
executable	Қолданба
explanation_d	Мәтін
explanation_d_modified	Қолмен аудару
explanation_long	Түсініктеме
fh_mouseover	Курсорды жылжытып әкелу бойынша анықтама
fh_onelem	Белгіше
fh_tooltip	Сөзкөмек
fh_bubble	Жолма-жол ескерту
step_list	Қадамдар тізімі
fieldicon	Нысан кескіні
fieldname	Нысан аты
find	Табу
AutoBarChooseScn	Тиісті экранға басыңыз
frame	Жақтау
g_highlight_bgr	Түсі
g_highlight_border	Жақтау
g_highlight_effect	Әсер
global	Ғаламдық
hide_on_focuslost	Фокус жоғалған кезде жасыру
hilight	Бөлектеу
input_radio	Ауыстырып-қосқыш/құсбелгі
input_text	Мәтінді енгізу
init	Бастапқы
key	Перне
key_desc	Жылдам перне
key_name	Перне коды
key_press	Пернені басу
lclick	Сол жақ түймесін басу
ldblclick	Сол жақ түймесін екі рет басу
force_display	Мәжбүрлі көрсету
auto_execute	Автоматты орындау
show_confirmation	Растау түймесін көрсету
show_confirmation.h	Ойнату кезінде нысандағы растау түймесінің көрсетілуін анықтайды. Түйме пайдаланушыға орындалған әрекетті растауға мүмкіндік береді, содан кейін келесі қадам автоматты түрде көрсетіледі.
link_to_sim	Үлгілеу сілтемесін енгізу
macro_comment	Түсіндірме
main_bubble	Терезе
match_value	Сәйкестік мәні
mini_on_focuslost	Фокус жоғалған кезде азайту
enable_tincan	@{NAVIGATOR} қадағалау
nav_check_freq	Жаңарту жиілігі (мин)
navigation	Жұмыс үстелінің көмекшісі
new_screen_context	Жаңа экран
no_spike	Жинақтауышсыз
pa_caption	Қадамдық нұсқаулық
none	Ешқайсысы
objname	Нысан аты
orientation	Бағдар
path	Нысан жолы
position	Позиция
rclick	Тінтуірдің оң жақ түймесін басу
rdblclick	Тінтуірдің оң жақ түймесін екі рет басу
record_activearea	Белсенді аймақты жазу
record_application_context	Қолданбаны жазу
no_control	Басылған позицияда ешбір нысан қолжетімді емес.
record_control	Нысанды жазу
record_control_pa	Қадамдық нұсқаулық қадамын жазу
record_define_target	Экранды жазу
record_display	Негізгі жолма-жол ескертуді өңдеу
record_end_display	Жолма-жол ескертуді өңдеу
record_explanation	Түсініктеме қосу
record_object_context	Нысанды жазу
record_screen_context	Экранды жазу
record_target_specializer	Бет спецификаторын жазу
record_compatible_application	Үйлесімді қолданбаны жазу
reference	Бастапқы көз
regexp	Қалыпты өрнек
replace	Ауыстыру
replace_continue	Ауыстыру және жалғастыру...
replace_pgkey_attr	Беттің негізгі атрибуттарын ауыстыру
error_regexp	Стандартты өрнек жарамсыз. Енгізілген мәнді түзетіңіз.
resize	Терезе өлшемін өзгерту
revision	Өзгерту
sc_config_header	Профиль ақпараты
screen	Экран
screenhelp	Экран анықтамасы
screenshot_rect	Скриншот позициясы
select_single	Жалғыз мәнді таңдау
selected_merge	Таңдалған экран макростарын біріктіру
show_bubble	Тікелей көрсету
show_hilight	Бөлектеуді көрсету
show_on_focus	Фокус бойынша көрсету
source	Бастапқы көз
start_unit	Контекстік анықтама стилі
subkey	Ішкі код ретінде рұқсат етілген
script	Сценарий
target_name	Тақырып
target_specializer	Бет спецификаторы
text_d	Мәтінді енгізу
text_d_specializer	Мәтінді енгізу
tolerance	Экран макростарын біріктірудегі ауытқу шегі
translate	Автоматтандырылған аударма
autoTranslate	Жобаны аудару
paramReRecordLanguage	Тіл
merge_critical_macros	Макростарды автоматты түрде біріктіру
merge_critical_macros.h	Егер үлгілеулерді навигацияға түрлендіріп жатсаңыз, жасалған экрандарды автоматты түрде біріктіре аласыз. Бұлар “Экран макростарын біріктірудегі ауытқу шегі” параметрімен анықталатын ауытқу шегі мәндерінің көмегімен біріктіріледі.
uid	UID
underline	Астын сызу
update_control	Нысанды жаңарту
update_target	Экранды жаңарту
variant	Нұсқа
win_rect	Терезе өлшемі
wizCancel	Болдырмау
wizFinish	Аяқтау
wizNext	Келесі
wizOk	OK
wizExplanation	Түсініктеме
wizContinue	Жалғастыру
app_info	Қолданбаны көрсету
app_link_to_sim	Қолданбаға арналған үлгілеу сілтемесін енгізу
screen_info	Экранды көрсету
screen_link_to_sim	Экранға арналған үлгілеу сілтемесін енгізу
object_info	Нұсқаны көрсету
object_link_to_sim	Үлгілеу сілтемесін енгізу
disabled	Өшірулі
record_context_assistant_include	@{NAVIGATOR} жобасын қамту
project_id	Жоба тақырыбы
project_id.h	Параметр құрамында енгізілген жоба бар. “Өңдеу сілтемесі” түймешігі жұмыс аймағындағ жобаны таңдауға мүмкіндік береді.
project	Жоба
context_assistant_include	Жұмыс үстелі көмекшісінің жобасы
open_expanded	Кеңейтілген негізгі жолма-жол ескертуді көрсету
restart_option	Қайта іске қосу түймесі
next_project_id	Келесі жоба
next_project_id.h	Бұл опция ағымдағы процесті аяқтағаннан кейін, басталатын жобаны анықтайды. Жаңа процесс тікелей басталады, содан кейін ешқандай соңғы жолма-жол ескерту көрсетілмейді.
end_unit	Нұсқау соңы
add_end_unit	Процесс соңын қосу
demo	Демо режим
uebung	Жаттығу режимі
praxis	Қатарлас режим
test	Сынақ режимі
doc	Word құжаты
pdf	PDF құжаты
html	HTML құжаты
ppt	PowerPoint құжаты
explanation_type	Белгіше
note	Ескертпе
info	Ақпарат
tipp	Кеңес
warnung	Ескерту
no_image	Белгіше жоқ
display_on	Негізгі жолма-жол ескерту жағдайын көрсету
nav_start	Навигацияны бастау
app_focus	Қолданба фокусы
screen_focus	Экран фокусы
never	Көрсетпеу
list_type	Экранға арналған тізім түрі
list_type.h	Бұл параметр “Барлық нысан ақпаратын көрсету” функциясы өшіріліп тұрған жағдайда, экрандағы нысандарды тізімдеу түрін анықтайды.
unordered_list	Тізімдеу таңбалары
ordered_list	Нөмірлеу
convert_sn	Жұмыс үстелінің көмекшісін құру
Application	Қолданба
obj_context	Нысан
expl_context	Түсініктеме
record_cntrl_type	Түрі
disable_standby	Күту режимін өшіру (@{NAVIGATOR})
disable_standby.h	@{NAVIGATOR} күту режимінің күйін орнату мүмкін еместігін көрсетеді. Егер осы опция өшірулі болса, “CTRL + F11” пернелер тіркесімі арқылы немесе күй белгішесін басу арқылы күту режимінің күйін орната аласыз.
disable_exit	“Шығу” енгізілімін жасыру (@{NAVIGATOR})
disable_exit.h	@{NAVIGATOR} күйін көрсететін белгішенің контекстік мәзіріндегі “Шығу” енгізілімінің жасырын немесе жасырын еместігін көрсетеді.
bcontent_style	Жолма-жол ескерту стилі
bcontent_style.h	Бұл параметр жолма-жол ескертуді көрсету үшін пайдаланылатын жолма-жол ескертуді анықтайды.
cache_properties	Кэш
cache_folder	Қалта орны
cache_folder.h	“NavigatorCache” кэш қалтасының орнын көрсетеді. Әдепкі орын – “%localappdata%”. Реттелетін орынды енгізуіңізге болады. \nЕскертпе: Кэш қалтасының атын өзгертуге болмайды.
use_caching	Кэштеу функциясын пайдалану
use_caching.h	@{NAVIGATOR} кэшін пайдалану мүмкіндігін белсендіреді.
function_keys	Функциялық пернелер
minimize_da	Жию
minimize_da.h	Негізгі терезені жиюға арналған функциялық пернені анықтайды.
next_tab	Келесі қойындыны таңдау
next_tab.h	Негізгі терезедегі келесі қойындыны таңдауға арналған функциялық пернені анықтайды.
next_screen	Келесі экранға өту
next_screen.h	Таңдалған жобаға арналған келесі экранға өту үшін қолданылатын функциялық пернені анықтайды.
back	Артқа
back.h	Алдыңғы экранға өтуге арналған функция пернесін анықтайды.
toggle_standby	Күту режимін ауыстырып қосу
toggle_standby.h	Күту режимін ауыстырып қосуға арналған функциялық пернені анықтайды.
abort	Тоқтату
abort.h	Жұмыс үстелі көмекшісін тоқтатуға арналған функциялық пернесін анықтайды.
restart	Қайта іске қосу
restart.h	Жұмыс үстелі көмекшісін қайта іске қосуға арналған функциялық пернесін анықтайды.
start_pa	Жұмыс үстелінің көмекшісі жобасын бастау
start_pa.h	Таңдалған жобаны бастауға арналған функциялық пернені анықтайды.
start_demo	Демо режимді іске қосу
start_demo.h	Таңдалған демо режимді іске қосуға арналған функциялық пернені анықтайды.
start_prac	Жаттығу режимін іске қосу
start_prac.h	Таңдалған жаттығу режимін іске қосуға арналған функциялық пернені анықтайды.
start_test	Сынақ режимін іске қосу
start_test.h	Таңдалған сынақ режимін іске қосуға арналған функциялық пернені анықтайды.
start_concur	Қатарлас режимді іске қосу
start_concur.h	Таңдалған қатарлас режимді іске қосуға арналған функциялық пернені анықтайды.
start_book	Кітапты бастау
start_book.h	Таңдалған кітапты бастауға арналған функциялық пернені анықтайды.
start_group	Кітапханада ашу
start_group.h	Топты кітапханада ашуға арналған функциялық пернені анықтайды.
toggle_ctx_rec	Контексті анықтауды ауыстырып қосу
toggle_ctx_rec.h	Жұмыс үстелінің контексті анықтау функциясын ауыстырып қосуға арналған функциялық пернені анықтайды.
select_next	Келесі енгізілімді таңдау
select_next.h	Ағымдағы терезедегі келесі қойындыны таңдауға арналған функциялық пернені анықтайды.
select_prev	Алдыңғы енгізілімді таңдау
select_prev.h	Ағымдағы терезедегі алдыңғы қойындыны таңдауға арналған функциялық пернені анықтайды.
toggle_warning	Ескерту диалогтық терезесін көрсету
toggle_warning.h	Жұмыс үстелінің ескерту диалогтық терезесін көрсету функциясын көрсетуге арналған функциялық пернені анықтайды.
execute_step	Қадамды орындау
execute_step.h	Қадамдық нұсқаулықты ойнату кезінде қадамды орындауға арналған функциялық пернені білдіреді.
copy_link	Сілтемені көшіру
copy_link.h	Таңдалған мәнің сілтемесін көшіруге арналған функция пернесін анықтайды.
maximize_trainer	Мазмұн терезесін барынша үлкейту
maximize_trainer.h	Мазмұн терезесін барынша үлкейтуге арналған функциялық пернені анықтайды.
share_email	Электрондық пошта арқылы бөлісу
share_email.h	Таңдалған мәннің мазмұнын электрондық пошта арқылы бөлісуге арналған функциялық пернені анықтайды.
start_default	Әдепкі мазмұнды іске қосу
start_default.h	Әдепкі режимді немесе таңдалған құжатты іске қосуға арналған функциялық пернені анықтайды.
show_da_help	Жұмыс үстелінің көмекшісі анықтамасын көрсету
show_da_help.h	Жұмыс үстелінің көмекшісі анықтамасын ашу үшін қолданылатын функциялық пернені анықтайды.
request_content	Мазмұнды сұрау
request_content.h	Қолданба бетіне арналған мазмұнды сұрау үшін қолданылатын функциялық пернені анықтайды.
search_content	Мазмұнды іздеу
search_content.h	Таңдалған іздеу түріне байланысты мазмұнды іздеуге арналған функциялық пернені анықтайды.
show_hidden_elems	Жасырын анықтама элементтерін көрсету
show_hidden_elems.h	Жасырын анықтама элементтерін көрсетуге арналған функциялық пернені анықтайды.
toggle_side_bar	Бүйірлік панельді көрсету/жасыру
toggle_side_bar.h	Бүйірлік панельді көрсету немесе жасыруға арналған функциялық пернені анықтайды.
content_library	Жұмыс үстелі көмекшісі - мазмұн және әрекет
content_library_window	Жұмыс үстелі көмекшісі - Стиль және терезелер
content_library_sidebar	Жұмыс үстелі көмекшісі - бүйірлік панель
style	Стиль
style.h	Жұмыс үстелі көмекшісі құрамдастарының (негізгі терезе, мазмұн терезесі, күй белгішесі) көрінісін анықтайды. Тізімнен стиль ресурсын таңдаңыз.
show_only_bar	Іске қосқан кезде тек бүйірлік панельді көрсету
show_only_bar.h	Жұмыс үстелі көмекшісін немесе негізгі терезені іске қосқан кезде, тек бүйірлік панельдің көрсетілуін қамтамасыз етеді.
clear_on_mismatch	Контекст сәйкессіздігі терезесіндегі мазмұндар тізімін жою
