NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	フォーム吹き出し
bform_height	高さ
bform_height.h	表示されるフォーム吹き出しの高さをピクセルで定義します。
bform_width	幅
bform_width.h	表示されるフォーム吹き出しの幅をピクセルで定義します。
bform_position	ポジション
bform_position.h	'フリー' 配置での画面上のフォーム吹き出しの位置 (左、上部) を定義します。値はピクセルで指定されます。
paramAutoMergeComplete	画面のマージが終了しました。
form	フォーム
application_contexts	アプリケーション
﻿Application	アプリケーション
highlight_offset	オフセット
AutoBarChooseApp	アプリケーション選択
AutoBarReRecManual	オブジェクトをクリックしてください。
BubbleOnActivate	吹き出しの直接表示
ClickOnAAPosition	アプリケーションをクリックして長方形を定義してください。
ClickOnPosition	アプリケーションで位置をクリックしてください。
EnabledOnPgLoad	有効化
HighlightOnActivate	ハイライトの直接表示
start_from_arbitrary	任意のステップから開始
focus_step	フォーカスレイヤ
focus_step.h	ガイドツアーのみ\n現ステップで必要なコントロールをハイライトするため、灰色のレイヤを表示します。
yes	はい
no	いいえ
light_mode	インタラクティブモード
light_mode.h	ユーザがオブジェクト吹き出しで次のステップへナビゲートする必要があることを指定します。再生中にページ認識は行われません。
restricted_mode	制限モード
restricted_mode.h	現在のアクションのみを実行できるよう指定します。アプリケーションページの他のコントロールは、ブロックされます。\nこの設定は、'フォーカスレイヤ' が有効化されている場合に使用できます。
show_highlight	ハイライト
action	アクション
active_area	アクティブエリア
add_application_expl	説明の挿入
adv	拡張
display_behavior	表示動作
all_values	すべての値
anim_steps	アニメーションステップ
application_context	アプリケーション
area	エリア
auto_merge	画面マクロのマージ
b_height	高さ
form_on	フォームモード
b_percent	吹き出しの表示 (%)
b_hide_option	非表示オプション
b_minimizable	最小化可能
b_closable	クローズ可能
b_minimized	最小化終了
b_width	幅
b_width.h	オブジェクトの吹き出しの幅をピクセルで定義します。
bmain_minimizable	最小化可能
bmain_position	位置
bmain_win_style	スタイル
bmain_size	サイズ
bmain_alignment	配置
bubble	オブジェクトの吹き出し
bubble_offset	オフセット
bubblestyle_d	スタイル
bubblestyle_init	吹き出しのスタイル
choose_appl_template	アプリケーションプロファイルの選択
choose_bool	選択値
choose_nr	選択インデックス
choose_text	選択値
target_static_text	'ページ識別子' としてレコードされます。
target_spec_warning	警告: このコントロールに対する再レコーディング情報は存在しません。
prev_step	前のステップ
next_step	次のステップ
click	マウスアクション
click_pos	クリック位置
click_pos_rel	吹き出しの位置
config_file	アプリケーションプロファイル
define_target	画面
display	メイン吹き出しの編集
display_name	名称表示
drag	ドラッグ
drop	ドロップ
dump_page	スクリーンショット
elem_bubble	オブジェクトの吹き出し
element_type	オブジェクトタイプ
enabled	有効
optional	オプション
enter	マウス Enter
executable	アプリケーション
explanation_d	テキスト
explanation_d_modified	マニュアル翻訳
explanation_long	説明
fh_mouseover	マウスオーバー時のヘルプ
fh_onelem	アイコン
fh_tooltip	ツールのヒント
fh_bubble	吹き出し
step_list	ステップ一覧
fieldicon	オブジェクトイメージ
fieldname	オブジェクト名
find	検索
AutoBarChooseScn	各画面をクリックしてください
frame	フレーム
g_highlight_bgr	色
g_highlight_border	ボーダー
g_highlight_effect	エフェクト
global	グローバル
hide_on_focuslost	フォーカスロスト時の非表示
hilight	ハイライト
input_radio	ラジオ/チェックボックス
input_text	入力テキスト
init	Init
key	キー
key_desc	ホットキー
key_name	キーコード
key_press	キー押下
lclick	左クリック
ldblclick	左ダブルクリック
force_display	表示強制
auto_execute	自動実行
show_confirmation	確認ボタン表示
show_confirmation.h	再生中にオブジェクト吹き出しに確認ボタンが表示されるかどうかを定義します。 このボタンを使用して、ユーザが実行されたアクションを確認することができ、その後で次のステップが表示されます。
link_to_sim	シミュレーションリンク挿入
macro_comment	コメント
main_bubble	ウィンドウ
match_value	適合値
mini_on_focuslost	フォーカスロスト時の最小化
enable_tincan	@{NAVIGATOR} トラッキング
nav_check_freq	更新頻度 (分)
navigation	デスクトップアシスタント
new_screen_context	新規画面
no_spike	スパイクなし
pa_caption	ガイドツアー
none	なし
objname	オブジェクト名
orientation	方向
path	オブジェクトパス
position	位置
rclick	右マウスクリック
rdblclick	右ダブルクリック
record_activearea	アクティブエリアのレコード
record_application_context	アプリケーションのレコード
no_control	クリックした位置で利用できるオブジェクトはありません。
record_control	オブジェクトのレコード
record_control_pa	ガイドツアーステップレコード
record_define_target	画面のレコード
record_display	メイン吹き出しの編集
record_end_display	吹き出し編集
record_explanation	説明追加
record_object_context	オブジェクトのレコード
record_screen_context	画面のレコード
record_target_specializer	ページ識別子のレコード
record_compatible_application	互換アプリケーションのレコード
reference	ソース
regexp	正規表現
replace	置換
replace_continue	置換して続行...
replace_pgkey_attr	ページキー属性置換
error_regexp	無効な正規表現です。入力を修正してください。
resize	ウィンドウのサイズ変更
revision	改訂
sc_config_header	プロファイル情報
screen	画面
screenhelp	画面ヘルプ
screenshot_rect	スクリーンショット位置
select_single	単一選択
selected_merge	選択された画面マクロのマージ
show_bubble	直接表示
show_hilight	ハイライト表示
show_on_focus	フォーカス時の表示
source	ソース
start_unit	コンテキストヘルプスタイル
subkey	サブキーとして使用可能
script	スクリプト
target_name	タイトル
target_specializer	ページ識別子
text_d	入力テキスト
text_d_specializer	入力テキスト
tolerance	画面マクロのマージ許容範囲
translate	自動翻訳
autoTranslate	プロジェクト翻訳
paramReRecordLanguage	言語
merge_critical_macros	マクロの自動マージ
merge_critical_macros.h	シミュレーションをナビゲーションに変換する際、自動的に画面をマージして登録することができます。 これらは、パラメータ '画面マクロのマージ許容範囲' で設定された許容値を使用して統合されます。
uid	UID
underline	下線
update_control	オブジェクト更新
update_target	画面更新
variant	バリアント
win_rect	ウィンドウサイズ
wizCancel	中止
wizFinish	終了
wizNext	次
wizOk	OK
wizExplanation	説明
wizContinue	続行
app_info	アプリケーション表示
app_link_to_sim	アプリケーションのシミュレーションリンク挿入
screen_info	画面表示
screen_link_to_sim	画面のシミュレーションリンク挿入
object_info	照会バリアント
object_link_to_sim	シミュレーションリンク挿入
disabled	無効化済
record_context_assistant_include	@{NAVIGATOR} プロジェクトを含む
project_id	プロジェクトタイトル
project_id.h	このパラメータには、挿入されたプロジェクトが含まれます。'リンク編集' ボタンを押すと、ワークエリアでプロジェクトを選択することができます。
project	プロジェクト
context_assistant_include	デスクトップアシスタントプロジェクト
open_expanded	拡張メイン吹き出しの表示
restart_option	再起動ボタン
next_project_id	次プロジェクト
next_project_id.h	このオプションでは、現在のプロセスの完了後に開始されるプロジェクトを定義します。 新しいプロセスはすぐに開始され、終了の吹き出しは表示されません。
end_unit	ツアー終了
add_end_unit	プロセス終了の追加
demo	デモモード
uebung	練習モード
praxis	実践モード
test	テストモード
doc	Word ドキュメント
pdf	PDF ドキュメント
html	HTML ドキュメント
ppt	PowerPoint ドキュメント
explanation_type	アイコン
note	ノート
info	情報
tipp	ヒント
warnung	警告
no_image	アイコンなし
display_on	メイン吹き出しの表示
nav_start	ナビゲーション開始
app_focus	アプリケーションフォーカス
screen_focus	画面フォーカス
never	表示不可
list_type	画面の一覧タイプ
list_type.h	このパラメータでは、オプション '全オブジェクト情報の表示' が有効化されている場合の、画面におけるオブジェクトの一覧表示タイプを決定します。
unordered_list	箇条書き
ordered_list	採番
convert_sn	デスクトップアシスタント生成
Application	アプリケーション
obj_context	オブジェクト
expl_context	説明
record_cntrl_type	タイプ
disable_standby	スタンバイステータス (@{NAVIGATOR}) 無効化
disable_standby.h	@{NAVIGATOR} のスタンバイステータスを設定できないよう指定します。 このオプションが無効化されている場合、ショートカット 'CTRL + F11' を使用するか、ステータスアイコンをクリックして、スタンバイステータスを設定することができます。
disable_exit	終了エントリ (@{NAVIGATOR}) 非表示
disable_exit.h	@{NAVIGATOR} のステータスのコンテキストアップメニューにおける '終了' エントリが非表示になるよう指定します。
bcontent_style	吹き出しのスタイル
bcontent_style.h	この設定では、吹き出しの表示に使用される吹き出しのスタイルを定義します。
cache_properties	キャッシュ
cache_folder	フォルダロケーション
cache_folder.h	キャッシュフォルダ 'NavigatorCache' のロケーションを指定します。 デフォルトロケーションは '%localappdata%' です。 カスタムロケーションを入力できます。\n注記: キャッシュフォルダの名称は変更できません。
use_caching	キャッシュ使用
use_caching.h	@{NAVIGATOR} キャッシュの使用を有効化します。
function_keys	機能キー
minimize_da	最小化
minimize_da.h	メインウィンドウを最小化する機能キーを定義します。
next_tab	次のタブの選択
next_tab.h	メインウィンドウで次のタブを選択する機能キーを定義します。
next_screen	次画面にジャンプ
next_screen.h	選択したプロジェクトの次画面にナビゲートするための機能キーを定義します。
back	戻る
back.h	前画面に戻る機能キーを定義します。
toggle_standby	スタンバイモードの切替
toggle_standby.h	スタンバイモードを切り替える機能キーを定義します。
abort	中止
abort.h	デスクトップアシスタントを中止する機能キーを定義します。
restart	再起動
restart.h	デスクトップアシスタントを再起動する機能キーを定義します。
start_pa	デスクトップアシスタントプロジェクト開始
start_pa.h	選択したプロジェクトを開始する機能キーを定義します。
start_demo	デモモード開始
start_demo.h	選択したデモモードを開始する機能キーを定義します。
start_prac	練習モード開始
start_prac.h	選択した練習モードを開始する機能キーを定義します。
start_test	テストモード開始
start_test.h	選択したテストモードを開始する機能キーを定義します。
start_concur	実践モード開始
start_concur.h	選択した実践モードを開始する機能キーを定義します。
start_book	ブック開始
start_book.h	選択したブックを開始する機能キーを定義します。
start_group	library で開く
start_group.h	library でグループを開くための機能キーを定義します。
toggle_ctx_rec	コンテキスト認識の切替
toggle_ctx_rec.h	デスクトップアシスタントのコンテキスト認識を切り替える機能キーを定義します。
select_next	次エントリ選択
select_next.h	現在のウィンドウで次のエントリを選択するための機能キーを定義します。
select_prev	前エントリ選択
select_prev.h	現在のウィンドウで前のエントリを選択するための機能キーを定義します。
toggle_warning	警告ダイアログ表示
toggle_warning.h	デスクトップアシスタントの警告ダイアログを表示する機能キーを定義します。
execute_step	ステップ実行
execute_step.h	ガイドツアーの再生中にステップを実行する機能キーを定義します。
copy_link	リンクコピー
copy_link.h	選択したエンティティのリンクをコピーする機能キーを定義します。
maximize_trainer	コンテンツウィンドウの最大化
maximize_trainer.h	コンテンツウィンドウを最大化する機能キーを定義します。
share_email	電子メールでの共有
share_email.h	選択したエンティティのコンテンツを電子メールで共有するための機能キーを定義します。
start_default	開始デフォルトコンテンツ
start_default.h	デフォルトモードまたは選択したドキュメントを開始するための機能キーを定義します。
show_da_help	デスクトップアシスタントヘルプ表示
show_da_help.h	デスクトップアシスタントヘルプを開くための機能キーを定義します。
request_content	コンテンツ依頼
request_content.h	アプリケーションページのコンテンツを依頼するための機能キーを定義します。
search_content	コンテンツ検索
search_content.h	選択した検索タイプに応じてコンテンツを検索するための機能キーを定義します。
show_hidden_elems	非表示ヘルプエレメント表示
show_hidden_elems.h	非表示ヘルプエレメントを表示するための機能キーを定義します。
toggle_side_bar	サイドバー表示/非表示
toggle_side_bar.h	サイドバーを表示および非表示化するための機能キーを定義します。
content_library	デスクトップアシスタント - コンテンツおよび動作
content_library_window	デスクトップアシスタント - スタイルおよびウィンドウ
content_library_sidebar	デスクトップアシスタント - サイドバー
style	スタイル
style.h	デスクトップアシスタントコンポーネント (メインウィンドウ、コンテンツウィンドウ、ステータスアイコン) の表示を定義します。 一覧からスタイルリソースを選択してください。
show_only_bar	開始時にサイドバーのみ表示
show_only_bar.h	デスクトップアシスタントの開始時にサイドバーのみが表示されるのか、メインウィンドウも表示されるのかを定義します。
clear_on_mismatch	コンテキスト不一致の場合はコンテンツ一覧をクリア
clear_on_mismatch.h	コンテキストが見つからなかった場合にコンテンツ一覧がクリアされることを定義します。 設定を無効化すると、最後に認識されたオブジェクトのコンテンツが表示されます。
da_positioning	メインウィンドウの配置
da_positioning.h	画面におけるメインウィンドウの配置を定義します。 'フリー' オプションを使用すると、'メインウィンドウ位置' パラメータで位置を定義することができます。
bar_positioning	サイドバーの配置
bar_positioning.h	画面上におけるサイドバーの配置を定義します。
left_top	左上角
left_center	左中央
left_bottom	左下角
right_top	右上角
right_center	右中央
top_center	中央上
right_bottom	右下角
center	中央
free	フリー
list_order	コンテンツソート
list_order.h	一覧での利用可能コンテンツのソートを定義します。
by_default	エクスプローラ構造
by_name	アルファベット順
by_type	タイプごとのアルファベット順
library_position	メインウィンドウの位置 (フリー)
library_position.h	'フリー' 配置での画面上のメインウィンドウの位置 (左、上部) を定義します。値はピクセルで指定されます。
search_url	グループ検索
search_url.h	@{LIBRARY} でコンテンツを検索するためのワークエリアグループを指定できます。
enable_recording	位置: 'レコーディング' コントロール
enable_recording.h	レコーディングプロセスのコントロールを表示できます。コントロールの位置をサイドバーで指定することができます。\nレコーディングにより、ユーザがプロセスを Microsoft Word ドキュメントまたはビデオとしてレコードできます。レコードされたファイルは、ユーザエリアタブのメインウィンドウで表示されます。
enable_exit_da	位置: '終了' コントロール
enable_exit_da.h	@{NAVIGATOR} を終了するためのコントロールを表示できます。コントロールの位置をサイドバーで指定することができます。
enable_info	'情報' タブ表示
enable_info.h	デスクトップアシスタントのメインウィンドウで、'情報' タブを有効化します。 デスクトップアシスタントグループの説明 (短) に、情報テキストを挿入します。
request_content_type	コンテンツ依頼タイプ
request_content_type.h	コンテンツ依頼機能を指定します。ドロップダウンリストからタイプを選択します。\n電子メール: 依頼の電子メールアドレスを入力できます。\nURL: Web ページを開く URL を入力できます。\n'コンテンツ依頼' コントロールはサイドバーに表示されます。コンテンツが見つからない場合は、'コンテンツ依頼' リンクがメインウィンドウに表示されます。
email	電子メール
url	URL
enable_request_content	位置: 'コンテンツ依頼' コントロール
enable_request_content.h	'コンテンツ依頼' コントロールの位置をサイドバーで指定します。
enable_external_search_ctx	コンテキスト情報の提供
enable_external_search_ctx.h	検索中に検索 URL を使用するユーザの追加コンテキスト情報を提供します。コンテキスト情報は検索に使用されます。検索でコンテキスト情報が使用できることを指定した場合は、設定を有効化します。\n提供されたコンテキスト情報は、'コンテキスト情報' パラメータで指定されます。
external_search_ctx	コンテキスト情報
external_search_ctx.h	設定 'コンテキスト情報の提供' が有効化されている場合は、コンテキスト情報を指定します。コンテキスト情報 (現在のアプリケーションの EXE (&executable=$#{EXE})、現在のアプリケーションページのページキー (&pagekey=$#{PAGEKEY})) を提供できます。\n注記: コンテキスト情報文字列の構造は変更しないでください。
enable_external_search	位置: '外部検索' コントロール
enable_external_search.h	コンテンツまたは追加情報を検索するための外部検索ページを有効化できます。有効化された設定により、'外部検索' コントロールがサイドバーに表示されます。コントロールの位置をサイドバーで指定することができます。\nボタンにより、検索語句入力の検索項目が開きます。外部検索では、'外部検索 URL' パラメータで検索 URL を指定する必要があります。
external_search_url	URL
