NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Form balonu
bform_height	Yükseklik
bform_height.h	Görüntülenecek balon formunun yüksekliğini piksel olarak tanımlar.
bform_width	Genişlik
bform_width.h	Görüntülenecek form balonunun genişliğini piksel olarak tanımlar.
bform_position	Konum
bform_position.h	Ekranda 'serbest' hizalama için form balonunun konumunu (sol, üst) tanımlar. Değerler piksel olarak girilir.
paramAutoMergeComplete	Ekranları birleştirme sonlandı.
form	Form
application_contexts	Uygulama
﻿Application	Uygulama
highlight_offset	Kaydırma
AutoBarChooseApp	Uygulama seç
AutoBarReRecManual	Nesneye tıklayın.
BubbleOnActivate	Balonu doğrudan göster
ClickOnAAPosition	Dikdörtgeni tanımlamak için uygulamaya tıklayın.
ClickOnPosition	Uygulamada konuma tıklayın.
EnabledOnPgLoad	Etkinleştir
HighlightOnActivate	Vurguyu doğrudan göster
start_from_arbitrary	Rastgele adımdan başlat
focus_step	Odaklama katmanı
focus_step.h	Yalnız rehberli tur\nGeçerli adımda gerekli denetimi vurgulamak için gri bir katman görüntüler.
yes	Evet
no	Hayır
light_mode	Etkileşimli mod
light_mode.h	Kullanıcının nesne balonunda bir sonraki adıma gitmesi gerektiğini belirtir. Kayıttan yürütme sırasında yüz tanıma gerçekleştirilmez.
restricted_mode	Kısıtlanmış mod
restricted_mode.h	Yalnızca geçerli eylemin yürütülebileceğini belirtir. Uygulama sayfasının diğer denetimleri engellenir. \nBu ayar 'Odaklama katmanı' etkinleştirildiyse kullanılabilir.
show_highlight	Vurgular
action	Eylem
active_area	Seçili alan
add_application_expl	Açıklama ekle
adv	Gelişmiş
display_behavior	Görüntüleme davranışı
all_values	Tüm değerler
anim_steps	Animasyon adımları
application_context	Uygulama
area	Alan
auto_merge	Ekran makrolarını birleştir
b_height	Yükseklik
form_on	Form modu
b_percent	Balon görünür (%)
b_hide_option	Seçeneği gizle
b_minimizable	Simge durumuna küçültülebilir
b_closable	Kapatılabilir
b_minimized	Simge durumuna küçültüldü
b_width	Genişlik
b_width.h	Nesne balonunun genişliğini piksel olarak tanımlar.
bmain_minimizable	Simge durumuna küçültülebilir
bmain_position	Konum
bmain_win_style	Stil
bmain_size	Boyut
bmain_alignment	Hizalama
bubble	Nesne balonu
bubble_offset	Kaydırma
bubblestyle_d	Stil
bubblestyle_init	Balon stili
choose_appl_template	Uygulama profilini seç
choose_bool	Seçilen değer
choose_nr	Seçilen dizin
choose_text	Seçilen değer
target_static_text	'Sayfa belirleyici' olarak kaydedildi.
target_spec_warning	Uyarı: Bu denetim için kullanılabilir yeniden kayıt bilgisi yok.
prev_step	Önceki adım
next_step	Sonraki adım
click	Fare eylemi
click_pos	Tıklama konumu
click_pos_rel	Balon konumu
config_file	Uygulama profili
define_target	Ekran
display	Ana balonu düzenle
display_name	Görüntü adı
drag	Sürükle
drop	Bırak
dump_page	Ekran görüntüsü
elem_bubble	Nesne balonu
element_type	Nesne türü
enabled	Etkinleştirildi
optional	İsteğe bağlı
enter	Fare girişi
executable	Uygulama
explanation_d	Metin
explanation_d_modified	Manüel çevir
explanation_long	Açıklama
fh_mouseover	MouseOver yardımı
fh_onelem	İkon
fh_tooltip	Hızlı bilgi
fh_bubble	Balon
step_list	Adım listesi
fieldicon	Nesne resmi
fieldname	Nesne adı
find	Bul
AutoBarChooseScn	İlgili ekrana tıklayın
frame	Çerçeve
g_highlight_bgr	Renk
g_highlight_border	Kenarlık
g_highlight_effect	Efekt
global	Genel
hide_on_focuslost	Odak kaybında gizle
hilight	Vurgu
input_radio	Radyo düğmesi/onay kutusu
input_text	Giriş metni
init	Başlat
key	Tuş
key_desc	Kısayol tuşu
key_name	Tuş kodu
key_press	Tuşa basma
lclick	Sol tıklama
ldblclick	Sol çift tıklama
force_display	Görüntüyü zorla
auto_execute	Otomatik yürüt
show_confirmation	Onay düğmesini göster
show_confirmation.h	Kayıttan yürütme sırasında nesne balonunda bir onay düğmesinin gösterilip gösterilmeyeceğini tanımlar. Bu düğme, kullanıcının yürütülen bir eylemi teyit etmesini sağlar ve ardından bir sonraki adım gösterilir.
link_to_sim	Simülasyon bağlantısı ekle
macro_comment	Açıklama
main_bubble	Pencere
match_value	Değeri karşılaştır
mini_on_focuslost	Odak kaybında simge durumuna küçült
enable_tincan	@{NAVIGATOR} izleme
nav_check_freq	Güncelleme sıklığı (dk.)
navigation	Masaüstü yardımcısı
new_screen_context	Yeni ekran
no_spike	Spike yok
pa_caption	Rehberli tur
none	Hiçbiri
objname	Nesne adı
orientation	Yönlendirme
path	Nesne yolu
position	Konum
rclick	Sağ fare tıklatması
rdblclick	Sağ çift tıklama
record_activearea	Etkin alanı kaydet
record_application_context	Uygulamayı kaydet
no_control	Tıklanan konumda uygun nesne yok.
record_control	Nesneyi kaydet
record_control_pa	Rehberli tur adımını kaydet
record_define_target	Ekranı kaydet
record_display	Ana balonu düzenle
record_end_display	Balonu düzenle
record_explanation	Açıklama ekle
record_object_context	Nesneyi kaydet
record_screen_context	Ekranı kaydet
record_target_specializer	Sayfa belirleyiciyi kaydet
record_compatible_application	Uyumlu uygulamayı kaydet
reference	Kaynak
regexp	Normal ifade
replace	Değiştir
replace_continue	Değiştir ve devam et...
replace_pgkey_attr	Sayfa tuşu niteliklerini değiştir
error_regexp	Geçersiz normal ifade. Girişinizi düzeltin.
resize	Pencereyi yeniden boyutlandır
revision	Revizyon
sc_config_header	Profil bilgisi
screen	Ekran
screenhelp	Ekran yardımı
screenshot_rect	Ekran görüntüsü konumu
select_single	Tekli seç
selected_merge	Seçilen ekran makrolarını birleştir
show_bubble	Doğrudan göster
show_hilight	Vurguyu göster
show_on_focus	Fokusta göster
source	Kaynak
start_unit	Bağlam yardımcısı stili
subkey	Alt tuş olarak izin verildi
script	Komut dosyası
target_name	Başlık
target_specializer	Sayfa belirleyici
text_d	Giriş metni
text_d_specializer	Giriş metni
tolerance	Ekran makroları toleransını birleştir
translate	Otomatik çeviri
autoTranslate	Projeyi çevir
paramReRecordLanguage	Dil
merge_critical_macros	Makroları otomatik olarak birleştir
merge_critical_macros.h	Simülasyonları gezintilere dönütürüyorsanız, oluşturulan ekranları otomatik olarak birleştirebilirsiniz. Bunlar, 'Ekran makroları toleransını birleştir' parametresinde belirlenen tolerans değeri kullanılarak birleştirilir.
uid	UID
underline	Altı çizili
update_control	Nesneyi güncelle
update_target	Ekranı güncelle
variant	Varyant
win_rect	Pencere boyutu
wizCancel	İptal et
wizFinish	Son
wizNext	İleri
wizOk	Tamam
wizExplanation	Açıklama
wizContinue	Devam
app_info	Uygulamayı göster
app_link_to_sim	Uygulama için simülasyon bağlantısı ekle
screen_info	Ekranı göster
screen_link_to_sim	Ekran için simülasyon bağlantısı ekle
object_info	Görüntü varyantı
object_link_to_sim	Simülasyon bağlantısı ekle
disabled	Devre dışı bırakıldı
record_context_assistant_include	@{NAVIGATOR} projesini dahil et
project_id	Proje başlığı
project_id.h	Parametre eklenen projeyi içerir. 'Bağlantıyı düzenle' düğmesi çalışma alanında projeyi seçmenize izin verir.
project	Proje
context_assistant_include	Masaüstü yardımcısı projesi
open_expanded	Gelişmiş ana balonu görüntüle
restart_option	Yeniden başlatma düğmesi
next_project_id	Sonraki proje
next_project_id.h	Bu seçenek, geçerli süreç tamamlandıktan sonra başlatılacak bir projeyi tanımlar. Yeni süreç doğrudan başlar ve bir bitiş balonu görüntülenmez.
end_unit	Tur bitişi
add_end_unit	Süreç bitişi ekle
demo	Demo modu
uebung	Alıştırma modu
praxis	Eşzamanlı mod
test	Test modu
doc	Word belgesi
pdf	PDF belgesi
html	HTML belgesi
ppt	PowerPoint belgesi
explanation_type	İkon
note	Not
info	Bilgi
tipp	İpucu
warnung	Uyarı
no_image	İkon yok
display_on	Ana balonu şurada görüntüle:
nav_start	Gezinti başlangıcı
app_focus	Uygulama odağı
screen_focus	Ekran odağı
never	Gösterme!
list_type	Ekran için liste türü
list_type.h	Bu parametre, bunun için 'Tüm nesne bilgilerini görüntüle' seçeneği etkinleştirildiyse, ekrandaki nesnelerin listelenmesine yönelik türü belirler.
unordered_list	Madde imleri
ordered_list	Numaralama
convert_sn	Masaüstü yardımcısı oluştur
Application	Uygulama
obj_context	Nesne
expl_context	Açıklama
record_cntrl_type	Tür
disable_standby	Bekleme durumunu devre dışı bırak (@{NAVIGATOR})
disable_standby.h	@{NAVIGATOR} bekleme durumunun ayarlanamayacağını belirtir. Bu seçenek devre dışı bırakıldığında, 'CTRL + F11' kısayolu ile veya durum ikonuna tıklayarak bekleme durumunu ayarlayabilirsiniz.
disable_exit	Çıkış girişini gizle (@{NAVIGATOR})
disable_exit.h	@{NAVIGATOR} durum ikonunun bağlam menüsündeki 'Çıkış' girişinin gizleneceğini belirtir.
bcontent_style	Balon stili
bcontent_style.h	Bu ayar hangi balon stilinin balon görüntüleme için kullanılacağını tanımlar.
cache_properties	Önbellek
cache_folder	Klasör konumu
cache_folder.h	'NavigatorCache' klasörünün konumunu belirtir. Varsayılan konum: '%localappdata%'. Özel bir konum girebilirsiniz.\nNot: Önbellek klasörünün adı değiştirilemez.
use_caching	Önbelleği kullan
use_caching.h	@{NAVIGATOR} önbellek kullanımını etkinleştirir.
function_keys	İşlev tuşları
minimize_da	Simge durumuna küçült
minimize_da.h	Ana pencereyi simge durumuna küçültmek için işlev tuşunu tanımlar.
next_tab	Sonraki sekmeyi seç
next_tab.h	Sonraki sekmenin ana pencerede seçilmesi için işlev tuşunu tanımlar.
next_screen	Sonraki ekrana git
next_screen.h	Seçilen projeye ilişkin sonraki ekrana gitmek için işlev tuşu tanımlar.
back	Geri dön
back.h	Önceki ekrana gitmek için işlev tuşu tanımlar.
toggle_standby	Bekleme konumu modunu değiştir
toggle_standby.h	Bekleme konumu modunu değiştirmek için işlev tuşunu tanımlar.
abort	İptal et
abort.h	Masaüstü yardımcısının iptali için işlev tuşunu belirler.
restart	Yeniden başlat
restart.h	Masaüstü yardımcısını yeniden başlatmak için işlev tuşunu tanımlar.
start_pa	Masaüstü yardımcısı projesini başlat
start_pa.h	Seçilen projeyi başlatmak için işlev tuşunu tanımlar.
start_demo	Demo modunu başlat
start_demo.h	Seçilen demo modunu başlatmak için işlev tuşunu tanımlar.
start_prac	Alıştırma modunu başlat
start_prac.h	Seçilen alıştırma modunu başlatmak için işlev tuşunu tanımlar.
start_test	Test modunu başlat
start_test.h	Seçilen test modunu başlatmak için işlev tuşunu tanımlar.
start_concur	Eşzamanlı modu başlat
start_concur.h	Seçilen eşzamanlı modu başlatmak için işlev tuşunu tanımlar.
start_book	Kitabı başlat
start_book.h	Seçilen kitabı başlatmak için işlev tuşunu tanımlar.
start_group	library içinde aç
start_group.h	Kitaplıkta grubu açmak için işlev tuşu tanımlar.
toggle_ctx_rec	Bağlam tanımayı değiştir
toggle_ctx_rec.h	Masaüstü yardımcısı bağlam tanımasını değiştirmek için işlev tuşunu tanımlar.
select_next	Sonraki girişi seç
select_next.h	Geçerli pencerede sonraki girişi seçme için işlev tuşu tanımlar.
select_prev	Önceki girişi seç
select_prev.h	Geçerli pencerede önceki girişi seçme için işlev tuşu tanımlar.
toggle_warning	Uyarı diyaloğunu göster
toggle_warning.h	Masaüstü yardımcısı uyarı diyaloğunu göstermek için işlev tuşunu tanımlar.
execute_step	Adımı yürüt
execute_step.h	Rehberli tur kayıttan yürütülürken bir adımın yürütülmesi için işlev tuşunu tanımlar.
copy_link	Bağlantıyı kopyala
copy_link.h	Seçilen birimin kopyalama bağlantısı için işlev tuşunu tanımlar.
maximize_trainer	İçerik penceresini ekran boyutuna getir
maximize_trainer.h	İçerik penceresini ekran boyutuna getirmek için işlev tuşunu tanımlar.
share_email	E-posta yoluyla paylaş
share_email.h	E-posta yoluyla seçilen birimin paylaşılan içeriği için işlev tuşu tanımlar.
start_default	Varsayılan içeriği başlat
start_default.h	Varsayılan mod veya seçilen belgeyi başlatma için işlev tuşu tanımlar.
show_da_help	Masaüstü yardımcısı yardımını göster
show_da_help.h	Açılan masaüstü yardımcısı yardımı için işlev tuşu tanımlar.
request_content	İçerik talep et
request_content.h	Uygulama sayfasına ilişkin talep edilen içerik için işlev tuşu tanımlar.
search_content	İçerik ara
search_content.h	Seçilen arama türüne bağlı olarak arama içeriği için işlev tuşu tanımlar.
show_hidden_elems	Gizli yardım öğelerini göster
show_hidden_elems.h	Gizli yardım öğelerini göstermek için işlev tuşunu tanımlar.
toggle_side_bar	Kenar çubuğunu göster / gizle
toggle_side_bar.h	Kenar çubuğunu göstermek ve gizlemek için işlev tuşu tanımlar.
content_library	Masaüstü yardımcısı - içerik ve davranış
content_library_window	Masaüstü yardımcısı - stil ve pencereler
content_library_sidebar	Masaüstü yardımcısı - kenar çubuğu
style	Stil
style.h	Masaüstü yardımcısı bileşenlerinin (ana pencere, içerik penceresi, durum ikonu) görünümünü tanımlar. Listeden bir stil kaynağı seçin.
show_only_bar	Başlatırken yalnızca kenar çubuğunu göster
show_only_bar.h	Masaüstü yardımcısı başlatıldığında kenar çubuğunun tek başına mı yoksa ana pencere ile birlikte gösterilip gösterilmeyeceğini belirler.
clear_on_mismatch	Bağlam uyuşmazlığı olduğunda içerik listesini temizle
clear_on_mismatch.h	Bir içerik bulunmazsa içerik listesinin temizleneceğini tanımlar. Ayarın etkinliği kaldırıldığında, son tanınan nesnenin içeriği gösterilir.
da_positioning	Ana pencere hizalama
da_positioning.h	Ekranda ana pencerenin hizalamasını tanımlar. 'Serbest' seçeneği, 'Ana pencere konumu' parametresinde bir konum tanımlanmasını sağlar.
bar_positioning	Kenar çubuğu hizalaması
bar_positioning.h	Ekrandaki kenar çubuğunun hizalamasını belirler.
left_top	Sol üst köşe
left_center	Sola ortala
left_bottom	Sol alt köşe
right_top	Sağ üst köşe
right_center	Sağa ortala
top_center	Üst orta
right_bottom	Sağ alt köşe
center	Orta
free	Serbest
list_order	İçerik sıralama
list_order.h	Kullanılabilir içeriğin listedeki sıralanmasını tanımlar.
by_default	Gezgin yapısı
by_name	Alfabetik
by_type	Her tür için alfabetik
library_position	Ana pencere konumu (serbest)
library_position.h	Ekranda 'Serbest' hizalama için ana pencerenin konumunu (sol, üst) tanımlar. Değerler piksel olarak girilir.
search_url	Arama grubu
search_url.h	@{LIBRARY} içinde içerik aramak için bir çalışma alanı grubu belirtmenizi sağlar.
enable_recording	Konum: 'Kayıt’ denetimi
enable_recording.h	Kayıt süreçleri için bir denetim göstermenize izin verir. Denetimin kenar çubuğundaki konumunu belirtebilirsiniz.\nKayıt, kullanıcıların süreçleri Microsoft Word belgesi olarak kaydetmesine olanak sağlar. Kaydedilen dosyalar, ana penceredeki ‘Kullanıcı alanı’ sekmesinde görüntülenir.
enable_exit_da	Konum: Denetimden 'Çık'
