NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Балонче на формуляр
bform_height	Височина
bform_height.h	Определя височината на подлежащото на показване балонче на формуляр в пиксели.
bform_width	Ширина
bform_width.h	Определя ширината на подлежащото на показване балонче на формуляр в пиксели.
bform_position	Позиция
bform_position.h	Определя позицията на балончето на формуляр (ляво, горе) за "свободно" подравняване на екрана. Стойностите се указват в пиксели.
paramAutoMergeComplete	Сливането на екраните е завършено.
form	Формуляр
application_contexts	Приложение
﻿Application	Приложение
highlight_offset	Изместване
AutoBarChooseApp	Избор на приложение
AutoBarReRecManual	Кликнете върху обект.
BubbleOnActivate	Директно показване на балонче
ClickOnAAPosition	Кликнете в приложението за определяне на правоъгълник.
ClickOnPosition	Кликнете върху позиция в приложението.
EnabledOnPgLoad	Активиране
HighlightOnActivate	Директно показване на осветяване
start_from_arbitrary	Стартиране от произволна стъпка
focus_step	Слой на фокус
focus_step.h	Само поетапното ръководство\nПоказва сив слой за осветяване на необходимия контролен елемент за текущата стъпка.
yes	Да
no	Не
light_mode	Интерактивен режим
light_mode.h	Посочва, че потребителят трябва да навигира в балончето на обект до следващата стъпка. По време на възпроизвеждането не се извършва разпознаване на страница.
restricted_mode	Ограничен режим
restricted_mode.h	Посочва, че може да се изпълнява само текущото действие. Другите контролни елементи на страницата на приложение са блокирани. \nНастройката може да се използва ако е активирано "Показване на слой на фокус".
show_highlight	Осветявания
action	Действие
active_area	Активна област
add_application_expl	Вмъкване на обяснение
adv	Напреднал
display_behavior	Поведение на показване
all_values	Всички стойности
anim_steps	Стъпки от анимация
application_context	Приложение
area	Област
auto_merge	Обединяване макроси на екран
b_height	Височина
form_on	Режим на формуляр
b_percent	Видимо балонче (%)
b_hide_option	Опция Скриване
b_minimizable	С възможност за минимизиране
b_closable	Може да се затвори
b_minimized	Минимизиран
b_width	Ширина
b_width.h	Определя ширината на балончето на обекта в пиксели.
bmain_minimizable	С възможност за минимизиране
bmain_position	Позиция
bmain_win_style	Стил
bmain_size	Размер
bmain_alignment	Подравняване
bubble	Балонче на обект
bubble_offset	Изместване
bubblestyle_d	Стил
bubblestyle_init	Стил на балонче
choose_appl_template	Изберете профил на приложение
choose_bool	Избрана стойност
choose_nr	Избран индекс
choose_text	Избрана стойност
target_static_text	е записан като "Идентификатор на страница"
target_spec_warning	Предупреждение: няма налична информация за повторно записване за този контролен елемент.
prev_step	Предходна стъпка
next_step	Следваща стъпка
click	Действие с мишка
click_pos	Позиция на кликване
click_pos_rel	Позиция на балонче
config_file	Профил на приложение
define_target	Екран
display	Редактиране на основно балонче
display_name	Име на показване
drag	Провлачване
drop	Пускане
dump_page	Снимка на екран
elem_bubble	Балонче на обект
element_type	Вид обект
enabled	Позволен
optional	Незадължителни
enter	Въвеждане с мишката
executable	Приложение
explanation_d	Текст
explanation_d_modified	Превеждане ръчно
explanation_long	Обяснение
fh_mouseover	Помощ при посочване с курсора
fh_onelem	Икона
fh_tooltip	Бърза информация
fh_bubble	Балонче
step_list	Списък стъпки
fieldicon	Изображение на обект
fieldname	Име на обект
find	Търсене
AutoBarChooseScn	Кликнете върху съответния екран
frame	Рамка
g_highlight_bgr	Цвят
g_highlight_border	Контур
g_highlight_effect	Резултат
global	Глобален
hide_on_focuslost	Скриване при изгубен фокус
hilight	Осветяване
input_radio	Радио бутон/контролна клетка
input_text	Въвеждане текст
init	Иниц.
key	Ключ
key_desc	Горещ клавиш
key_name	Код на клавиш
key_press	Натискане на клавиш
lclick	Кликване с левия бутон
ldblclick	Двойно кликване с левия бутон
force_display	Принуждаване на показване
auto_execute	Автоматично изпълнение
show_confirmation	Показване на бутон за потвърждение
show_confirmation.h	Определя дали да се показва бутон за потвърждение в балончето на обекта при възпроизвеждане. Бутонът дава възможност на потребителя да потвърди изпълнено действие и след това да се покаже следващата стъпка.
link_to_sim	Вмъкнете връзка за симулация
macro_comment	Коментар
main_bubble	Прозорец
match_value	Съпоставяне на стойност
mini_on_focuslost	Минимизиране при изгубване на фокус
enable_tincan	Проследяване на @{NAVIGATOR}
nav_check_freq	Честота на актуализация (мин)
navigation	Десктоп асистент
new_screen_context	Нов екран
no_spike	Без пик
pa_caption	Тур с указания
none	Няма
objname	Име на обект
orientation	Ориентация
path	Път на обект
position	Позиция
rclick	Кликване с десния бутон на мишката
rdblclick	Двойно кликване с десен бутон
record_activearea	Записване на активна област
record_application_context	Записване на приложение
no_control	Няма наличен обект в кликнатата позиция.
record_control	Записване на обект
record_control_pa	Записване на стъпка от тур с указания
record_define_target	Записване на екран
record_display	Редактиране на основно балонче
record_end_display	Редактиране на балонче
record_explanation	Добавяне на обяснение
record_object_context	Записване на обект
record_screen_context	Записване на екран
record_target_specializer	Записване на идентификатор на страница
record_compatible_application	Записване на съвместимо приложение
reference	Източник
regexp	Обичаен израз
replace	Замяна
replace_continue	Замяна и продължаване...
replace_pgkey_attr	Замяна на ключови атрибути на страница
error_regexp	Невалиден обичаен израз. Коригирайте вашето въвеждане.
resize	Преоразмеряване на прозорец
revision	Ревизия
sc_config_header	Информация за профил
screen	Екран
screenhelp	Помощ за екран
screenshot_rect	Позиция на снимка на екран
select_single	Единичен избор
selected_merge	Сливане на избраните макроси на екран
show_bubble	Директно показване
show_hilight	Показване на осветяване
show_on_focus	Показване при фокус
source	Източник
start_unit	Стил на помощ за контекст
subkey	Разрешен като подключ
script	Скрипт
target_name	Заглавие
target_specializer	Идентификатор на страница
text_d	Въвеждане текст
text_d_specializer	Въвеждане текст
tolerance	Допустимо отклонение на сливане на макроси на екран
translate	Автоматичен превод
autoTranslate	Превеждане на проект
paramReRecordLanguage	Език
merge_critical_macros	Автоматично сливане на макроси
merge_critical_macros.h	Ако преобразувате симулации в навигации, можете автоматично да слеете така създадените екрани. Те се комбинират посредством стойността на допустимо отклонение, определена в параметъра "Допустимо отклонение на макроси за сливане на екрани"
uid	UID
underline	Подчертаване
update_control	Актуализация на обект
update_target	Актуализация на екран
variant	Вариант
win_rect	Размер на прозорец
wizCancel	Отказ
wizFinish	Приключване
wizNext	Следващ
wizOk	OK
wizExplanation	Обяснение
wizContinue	Продължаване
app_info	Показване на приложение
app_link_to_sim	Вмъкване връзка към симулация за приложение
screen_info	Показване на екран
screen_link_to_sim	Вмъкнете връзка за симулация за екран
object_info	Вариант показване
object_link_to_sim	Вмъкнете връзка за симулация
disabled	Дезактивиран
record_context_assistant_include	Включване на @{NAVIGATOR} проект
project_id	Заглавие на проект
project_id.h	Параметърът съдържа вмъкнатия проект. Бутонът "Обработка на връзка" Ви позволява да изберете проекта в работната област.
project	Проект
context_assistant_include	Проект на десктоп асистент
open_expanded	Показване на разширено основно балонче
restart_option	Бутон за рестартиране
next_project_id	Следващ проект
next_project_id.h	Тази опция определя проекта, който ще бъда стартиран след завършването на текущия процес. Новият процес стартира директно и не се показва балонче за завършване.
end_unit	Край на тур
add_end_unit	Добавяне на край на процес
demo	Демо режим
uebung	Режим на упражнения
praxis	Паралелен режим
test	Тестов режим
doc	Word документ
pdf	PDF документ
html	HTML документ
ppt	PowerPoint документ
explanation_type	Икона
note	Бележка
info	Информация
tipp	Съвет
warnung	Предупреждение
no_image	Без икона
display_on	Показване на основно балонче при
nav_start	Начало на навигация
app_focus	Фокус на приложение
screen_focus	Фокус на екран
never	Да не се показва
list_type	Вид списък за екран
list_type.h	Този параметър определя вида извеждане в списък на обектите на екрана, ако е активирана опцията "Показване цялата информация за обект".
unordered_list	Водещи символи
ordered_list	Номериране
convert_sn	Генериране на асистент десктоп
Application	Приложение
obj_context	Обект
expl_context	Обяснение
record_cntrl_type	Вид
disable_standby	Дезактивира статус В режим на готовност (@{NAVIGATOR})
disable_standby.h	Определя, че статус В режим на готовност @{NAVIGATOR} не може да се задава. Ако тази опция е дезактивирана, можете да зададете статуса В режим на готовност с клавишна комбинация за бърз достъп 'CTRL + F11' или като кликнете върху иконата за статус.
disable_exit	Скриване на запис Изход (@{NAVIGATOR})
disable_exit.h	Определя скриването на запис 'Изход' в контекстното меню на иконата за статус на @{NAVIGATOR}.
bcontent_style	Стил на балонче
bcontent_style.h	Тази настройка определя кой стил на балонче ще се използва за показване на балончето.
cache_properties	Кеш
cache_folder	Местоположение на папка
cache_folder.h	Посочва местоположението на кеш папката 'NavigatorCache'. Местоположението по подразбиране е '%localappdata%'. Може да се въведе определимо от потребител местоположение.\nЗабележка: Името на кеш папката не може да се променя.
use_caching	Използване на кеширане
use_caching.h	Активира употребата на кеша @{NAVIGATOR}.
function_keys	Функционални клавиши
minimize_da	Минимизиране
minimize_da.h	Определя функционален клавиш за минимизиране на главен прозорец.
next_tab	Изберете нов таб
next_tab.h	Определя функционален клавиш за избор на следващ таб в главния прозорец.
next_screen	Отиване на следващ екран
next_screen.h	Определя функционален клавиш за навигиране до следващия екран за избран проект.
back	Връщане назад
back.h	Определя функционален клавиш за връщане към предходния екран.
toggle_standby	Превключване на режим на готовност
toggle_standby.h	Определя функционален клавиш за превключване на режим на готовност.
abort	Прекратяване
abort.h	Определя функционален клавиш за прекратяване на десктоп асистента.
restart	Рестартиране
restart.h	Определя функционален клавиш за рестартиране на декстоп асистента.
start_pa	Стартиране проект на десктоп асисент
start_pa.h	Определя функционален клавиш за стартиране на избран проект.
start_demo	Стартиране на демо режим
start_demo.h	Определя функционален клавиш за стартиране на избран демо режим.
start_prac	Стартиране на режим упражнения
start_prac.h	Определя функционален клавиш за стартиране на избран режим упражнения.
start_test	Стартиране на тестов режим
start_test.h	Определя функционален клавиш за стартиране на избран тестов режим.
start_concur	Стартиране на паралелен режим
start_concur.h	Определя функционален клавиш за стартиране на избран паралелен режим.
start_book	Стартиране на книга
start_book.h	Определя функционален клавиш за стартиране на избрана книга.
start_group	Отваряне в библиотека
start_group.h	Определя функционален клавиш за отваряне на група в библиотеката.
toggle_ctx_rec	Превключване на разпознаване на контекст
toggle_ctx_rec.h	Определя функционален клавиш за превключване на разпознаване на контекст на десктоп асистент.
select_next	Избор на следващ запис
select_next.h	Определя функционален клавиш за избор на следващия запис в текущия прозорец.
select_prev	Избор на предходен запис
select_prev.h	Определя функционален клавиш за избор на предходния запис в текущия прозорец.
toggle_warning	Показване на диалогов прозорец на предупреждение
toggle_warning.h	Определя функционален клавиш за показване на диалогов прозорец на предупреждение на десктоп асистент.
execute_step	Изпълнете стъпката
execute_step.h	Определя функционален клавиш за изпълнение на стъпка по време на възпроизвеждане на тур с указания.
copy_link	Копиране на връзка
copy_link.h	Определя функционален клавиш за копиране на връзка на избраната единица.
maximize_trainer	Максимизиране на прозорец за съдържание
maximize_trainer.h	Определя функционален клавиш за максимизиране на прозорец за съдържание.
share_email	Споделяне чрез имейл
share_email.h	Определя функционален клавиш за споделяне на съдържание от избраната единица по имейл.
start_default	Стартиране на съдържание по подразбиране
start_default.h	Определя функционален клавиш за стартиране на режим по подразбиране или избран документ.
show_da_help	Показване на помощ десктоп асистент
show_da_help.h	Определя функционален клавиш за отваряне на помощ десктоп асистент.
request_content	Заявка за съдържание
request_content.h	Определя функционален клавиш за заявяване на съдържание за страница на приложение.
search_content	Търсене на съдържание
search_content.h	Определя функционален клавиш за търсене на съдържание в зависимост от избрания вид търсене.
show_hidden_elems	Показване на скрити елементи на помощ
show_hidden_elems.h	Определя функционален клавиш за показване на скрити елементи на помощ.
toggle_side_bar	Показване / скриване на странична лента
toggle_side_bar.h	Определя функционален клавиш за показване и скриване на страничната лента.
content_library	Десктоп асистент - съдържание и поведение
content_library_window	Десктоп асистент - стил и прозорци
content_library_sidebar	Десктоп асистент - странична лента
style	Стил
style.h	Определя как да изглеждат компонентите на десктоп асистента (основен прозорец, прозорец на съдържание, икона за статус). Избор на ресурс на стил от списъка.
show_only_bar	Показване само на странична лента при стартиране
show_only_bar.h	Определя дали при стартирането на десктоп асистента ще се показва само страничната лента или и главния прозорец.
clear_on_mismatch	Изчистване на списък съдържание при несъответствие на контекста
clear_on_mismatch.h	Определя изчистването на списъка на съдържание, ако не е намерен контекст. Когато настройката е дезактивирана, се показва съдържанието на последния разпознат обект.
da_positioning	Подравняване на главен прозорец
da_positioning.h	Определя подравняването на основния прозорец върху екрана. Опцията 'Свободен' ви позволява да определите позиция в параметъра 'Позиция на основен прозорец'.
bar_positioning	Подравняване на странична лента
bar_positioning.h	Определя подравняването на страничната лента на екрана.
left_top	Ляв горен ъгъл
left_center	Ляво център
left_bottom	Ляв долен ъгъл
right_top	Горен десен ъгъл
right_center	Дясно център
top_center	Горе в център
right_bottom	Долен десен ъгъл
center	Център
free	Свободен
list_order	Сортиране на съдържание
list_order.h	Определя сортирането на наличното съдържание в списъка.
by_default	Explorer структура
by_name	Азбучно
by_type	Азбучно по вид
library_position	Позиция на главен прозорец (свободна)
library_position.h	Определя позицията на главния прозорец (ляво, горе) за "свободното" подравняване на екрана. Стойностите са указани в пиксели.
search_url	Търсене на група
search_url.h	Дава ви възможност да определите група на работната област за търсене на съдържание в @{LIBRARY}.
enable_recording	Позиция: контролен елемент “Записване”
enable_recording.h	Позволява ви да покажете контролния елемент за записване на процеси. Можете да посочите позицията на контролния елемент в страничната лента.\nЗаписването позволява на потребителя да записва процеси като Microsoft Word документи или като видео. Записаните файлове се показват в основния прозорец в таб Потребителска област.
enable_exit_da	Позиция: контролен елемент 'Изход' 
enable_exit_da.h	Позволява ви да покажете контролен елемент за изход от @{NAVIGATOR}. Можете да определите позицията на контролния елемент в страничната лента.
enable_info	Показвнае на таб "Информация"
enable_info.h	Активира таб "Информация" за основния прозорец на десктоп асистента. Вмъкване на текст за информация в краткото описание на групата десктоп асистенти.
request_content_type	Вид заявка за съдържание
request_content_type.h	Определя функционалността за заявяване на съдържание.Изберете вид от падащото меню. \nИмейл: Позволява ви да въведете имейл адрес за заявките. \nURL: Позволява ви да въведете URL за отваряне на уеб страница. \nКонтролен елемент “Заявяване на съдържание” се показва в страничната лента. Ако не е намерено съдържание, връзката “Заявяване на съдържание” се показва в главния прозорец.
email	Имейл
url	URL
enable_request_content	Позиция: контролен елемент “Заявяване на съдържание”
enable_request_content.h	Определя позицията на контролен елемент “Заявяване на съдържание” в страничната лента.
enable_external_search_ctx	Предоставяне на контекстна информация
enable_external_search_ctx.h	Предоставя допълнителна контекстна информация за потребителя с URL за търсене при търсенето. Контекстната информация ще се използва за търсенето. Активирайте настройката, ако вашето определено търсене може да използва контекстната информация. \nПредоставената контекстна информация е посочена в параметъра “Контекстна информация”.
external_search_ctx	Контекстна информация
