NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Bublina formulára
bform_height	Výška
bform_height.h	Definuje výšku bubliny formulára, ktorá sa má zobraziť, v pixeloch.
bform_width	Šírka
bform_width.h	Definuje šírku bubliny formulára, ktorá sa má zobraziť, v pixeloch.
bform_position	Pozícia
bform_position.h	Definuje pozíciu bubliny formulára (vľavo hore) pre ‘Voľné‘ zarovnanie na obrazovke. Hodnoty sa zadávajú v pixeloch.
paramAutoMergeComplete	Zlučovanie obrazoviek bolo dokončené
form	Formulár
application_contexts	Aplikácia
﻿Application	Aplikácia
highlight_offset	Posunutie
AutoBarChooseApp	Vybrať aplikáciu
AutoBarReRecManual	Kliknúť na objekt
BubbleOnActivate	Zobraziť bublinu priamo
ClickOnAAPosition	Kliknúť do aplikácie na definovanie obdĺžnika.
ClickOnPosition	Kliknúť na pozíciu v aplikácii.
EnabledOnPgLoad	Aktivovať
HighlightOnActivate	Zobraziť zvýraznenie priamo
start_from_arbitrary	Spustiť z ľubovoľného kroku
focus_step	Vrstva fókusu
focus_step.h	Len prehliadka s výkladom\nZobrazuje šedú vrstvu na zvýraznenie ovládacieho prvku, ktorý je požadovaný v aktuálnom kroku.
yes	Áno
no	Nie
light_mode	Interaktívny režim
light_mode.h	Zadáva, že používateľ musí v bubline objektu prejsť k ďalšiemu kroku. Počas prehrávania sa nevykonáva rozpoznávanie stránky.
restricted_mode	Obmedzený režim
restricted_mode.h	Špecifikuje, že je možné vykonať len aktuálnu akciu. Ostatné ovládacie prvky stránky aplikácie sú blokované. \nNastavenie je možné použiť, ak bola aktivovaná „Vrstva fókusu“.
show_highlight	Zvýraznenia
action	Akcia
active_area	Aktívna oblasť
add_application_expl	Vložiť vysvetlenie
adv	Rozšírené
display_behavior	Zobrazenie - správanie
all_values	Všetky hodnoty
anim_steps	Kroky animácie
application_context	Aplikácia
area	Oblasť
auto_merge	Zlúčiť makrá obrazovky
b_height	Výška
form_on	Režim formulára
b_percent	Bublina viditeľná (%)
b_hide_option	Možnosť skrytia
b_minimizable	Možné minimalizovať
b_closable	Možné zatvoriť
b_minimized	Minimalizované
b_width	Šírka
b_width.h	Definuje šírku bubliny objektu v pixeloch.
bmain_minimizable	Možné minimalizovať
bmain_position	Pozícia
bmain_win_style	Štýl
bmain_size	Veľkosť
bmain_alignment	Zarovnanie
bubble	Bublina objektu
bubble_offset	Posunutie
bubblestyle_d	Štýl
bubblestyle_init	Štýl bubliny
choose_appl_template	Vybrať profil aplikácie
choose_bool	Vybratá hodnota
choose_nr	Vybratý index
choose_text	Vybratá hodnota
target_static_text	je zaznamenané ako „Špecifikátor stránky“.
target_spec_warning	Upozornenie: Pre tento ovládací prvok nie sú k dispozícii žiadne informácie o novom zázname.
prev_step	Predchádzajúci krok
next_step	Ďalší krok
click	Akcia myši
click_pos	Pozícia kliknutia
click_pos_rel	Pozícia bubliny
config_file	Profil aplikácie
define_target	Obrazovka
display	Upraviť hlavnú bublinu
display_name	Zobraziť názov
drag	Presunúť
drop	Pustiť
dump_page	Snímka obrazovky
elem_bubble	Bublina objektu
element_type	Typ objektu
enabled	Povolené
optional	Voliteľné
enter	Zadanie myšou
executable	Aplikácia
explanation_d	Text
explanation_d_modified	Preložiť manuálne
explanation_long	Vysvetlenie
fh_mouseover	Nápoveď pri prejdení myšou
fh_onelem	Ikona
fh_tooltip	Názov tlačidla
fh_bubble	Bublina
step_list	Zoznam krokov
fieldicon	Obrázok objektu
fieldname	Názov objektu
find	Hľadať
AutoBarChooseScn	Kliknúť na príslušnú obrazovku
frame	Rámček
g_highlight_bgr	Farba
g_highlight_border	Okraj
g_highlight_effect	Efekt
global	Globálne
hide_on_focuslost	Skryť pri strate fókusu
hilight	Zvýraznenie
input_radio	Prepínač/začiarkavacie pole
input_text	Vstupný text
init	Inicializácia
key	Kľúč
key_desc	Klávesová skratka
key_name	Kód klávesu
key_press	Stlačenie klávesu
lclick	Kliknutie ľavým tlačidlom myši
ldblclick	Dvojité kliknutie ľavým tlačidlom myši
force_display	Vynútiť zobrazenie
auto_execute	Automaticky vykonať
show_confirmation	Zobraziť tlačidlo potvrdenia
show_confirmation.h	Definuje, či sa v bubline objektu pri prehrávaní zobrazí tlačidlo potvrdenia. Tlačidlo používateľovi umožňuje potvrdiť vykonanú akciu a následne sa zobrazí ďalší krok.
link_to_sim	Vložiť prepojenie simulácie
macro_comment	Komentár
main_bubble	Okno
match_value	Porovnať hodnotu
mini_on_focuslost	Minimalizovať pri strate fókusu
enable_tincan	Sledovanie @{NAVIGATOR} 
nav_check_freq	Frekvencia aktualizácie (min.)
navigation	Asistent pracovnej plochy
new_screen_context	Nová obrazovka
no_spike	Žiadny hrot
pa_caption	Prehliadka s výkladom
none	Žiadne
objname	Názov objektu
orientation	Orientácia
path	Cestu k objektu 
position	Pozícia
rclick	Kliknutie pravým tlačidlom myši
rdblclick	Dvojité kliknutie pravým tlačidlom myši
record_activearea	Zaznamenať aktívnu oblasť
record_application_context	Zaznamenať aplikáciu
no_control	V pozícii kliknutia nie je k dispozícii žiadny objekt.
record_control	Zaznamenať objekt
record_control_pa	Zaznamenať krok prehliadky s výkladom
record_define_target	Zaznamenať obrazovku
record_display	Upraviť hlavnú bublinu
record_end_display	Upraviť bublinu
record_explanation	Pridať vysvetlenie
record_object_context	Zaznamenať objekt
record_screen_context	Zaznamenať obrazovku
record_target_specializer	Zaznamenať špecifikátor stránky
record_compatible_application	Zaznamenať kompatibilnú aplikáciu
reference	Zdroj
regexp	Regulárny výraz
replace	Nahradiť
replace_continue	Nahradiť a pokračovať...
replace_pgkey_attr	Nahradiť atribúty kľúča stránky
error_regexp	Neplatný regulárny výraz. Opravte svoje zadanie.
resize	Zmeniť veľkosť okna
revision	Revízia
sc_config_header	Informácie profilu
screen	Obrazovka
screenhelp	Pomocník obrazovky
screenshot_rect	Pozícia snímky obrazovky
select_single	Vybrať jeden
selected_merge	Zlúčiť vybraté makrá obrazovky
show_bubble	Zobraziť priamo
show_hilight	Zobraziť zvýraznenie
show_on_focus	Zobraziť pri fókuse
source	Zdroj
start_unit	Štýl kontextového pomocníka
subkey	Povolené ako podkľúč
script	Skript
target_name	Názov
target_specializer	Špecifikátor stránky
text_d	Vstupný text
text_d_specializer	Vstupný text
tolerance	Tolerancia pre zlúčenie makier obrazovky
translate	Automatický preklad
autoTranslate	Preložiť projekt
paramReRecordLanguage	Jazyk
merge_critical_macros	Automaticky zlúčiť makrá
merge_critical_macros.h	Ak konvertujete simulácie na navigácie, môžete automaticky zlúčiť vytvorené obrazovky. Zlúčia sa pomocou hodnoty tolerancie určenej v parametri „Tolerancia zlúčenia makier obrazovky“.
uid	UID
underline	Podčiarknuť
update_control	Aktualizovať objekt
update_target	Aktualizovať obrazovku
variant	Variant
win_rect	Veľkosť okna
wizCancel	Zrušiť
wizFinish	Dokončiť
wizNext	Nasledujúce
wizOk	OK
wizExplanation	Vysvetlenie
wizContinue	Pokračovať
app_info	Zobraziť aplikáciu
app_link_to_sim	Vložiť prepojenie simulácie pre aplikáciu
screen_info	Zobraziť obrazovku
screen_link_to_sim	Vložiť prepojenie simulácie pre obrazovku
object_info	Zobraziť variant
object_link_to_sim	Vložiť prepojenie simulácie
disabled	Neaktívne
record_context_assistant_include	Zahrnúť projekt @{NAVIGATOR}
project_id	Názov projektu
project_id.h	Parameter obsahuje vložený projekt. Tlačidlo „Upraviť prepojenie“ umožňuje vybrať projekt v pracovnej oblasti.
project	Projekt
context_assistant_include	Projekt asistenta pracovnej plochy
open_expanded	Zobraziť rozšírenú hlavnú bublinu
restart_option	Tlačidlo Reštart
next_project_id	Ďalší projekt
next_project_id.h	Táto možnosť definuje projekt, ktorý sa spustí po dokončení aktuálneho procesu. Nový proces sa spustí priamo a nezobrazí sa žiadna koncová bublina.
end_unit	Koniec prehliadky
add_end_unit	Pridať koniec procesu
demo	Demonštračný režim
uebung	Cvičný režim
praxis	Súbežný režim
test	Testovací režim
doc	Dokument Word
pdf	Dokument programu PDF
html	Dokument HTML
ppt	Dokument PowerPoint
explanation_type	Ikona
note	Poznámka
info	Informácie
tipp	Tip
warnung	Upozornenie
no_image	Žiadna ikona
display_on	Zobraziť hlavnú bublinu pre
nav_start	Spustenie navigácie
app_focus	Zameranie aplikácie
screen_focus	Fókus obrazovky
never	Nezobrazovať
list_type	Typ zoznamu pre obrazovku
list_type.h	Tento parameter určuje typ zoznamu objektov na obrazovke, ak je povolená možnosť „Zobraziť všetky informácie o objekte“.
unordered_list	Odrážky
ordered_list	Číslovanie
convert_sn	Generovať asistenta pracovnej plochy
Application	Aplikácia
obj_context	Objekt
expl_context	Vysvetlenie
record_cntrl_type	Typ
disable_standby	Deaktivovať úsporný stav (@{NAVIGATOR})
disable_standby.h	Zadáva, že úsporný stav @{NAVIGATOR} nie je možné nastaviť. Ak je táto možnosť deaktivovaná, môžete úsporný stav nastaviť skratkou „CTRL + F11“ alebo kliknutím na ikonu stavu.
disable_exit	Skryť záznam Skončiť (@{NAVIGATOR})
disable_exit.h	Zadáva, že záznam Skončiť je v kontextovom menu ikony stavu @{NAVIGATOR}skrytý.
bcontent_style	Štýl bubliny
bcontent_style.h	Toto nastavenie definuje, ktorý štýl bubliny sa má použiť pre zobrazenie bubliny.
cache_properties	Vyrovnávacia pamäť
cache_folder	Umiestnenie zložky
cache_folder.h	Určuje umiestnenie zložky vyrovnávacej pamäte 'NavigatorCache'. Predvolené umiestnenie je '%localappdata%'. Môžete zadať vlastné umiestnenie. \nPoznámka: Názov zložky vyrovnávacej pamäte nie je možné zmeniť.
use_caching	Použiť ukladanie do vyrovnávacej pamäte
use_caching.h	Aktivuje použitie @{NAVIGATOR} vyrovnávacej pamäte.
function_keys	Funkčné klávesy
minimize_da	Minimalizovať
minimize_da.h	Definuje funkčný kláves pre minimalizáciu hlavného okna.
next_tab	Vybrať ďalšiu kartu
next_tab.h	Definuje funkčný kláves pre výber ďalšej karty v hlavnom okne.
next_screen	Prejsť na ďalšiu obrazovku
next_screen.h	Definuje funkčný kláves pre prechod na ďalšiu obrazovku pre vybratý projekt.
back	Prejsť späť
back.h	Definuje funkčný kláves pre prechod na predchádzajúcu obrazovku.
toggle_standby	Prepnúť úsporný režim
toggle_standby.h	Definuje funkčný kláves pre prepnutie úsporného režimu.
abort	Prerušiť
abort.h	Definuje funkčný kláves na prerušenie asistenta pracovnej plochy.
restart	Reštartovať
restart.h	Definuje funkčný kláves na reštartovanie asistenta pracovnej plochy.
start_pa	Spustiť projekt asistenta pracovnej plochy
start_pa.h	Definuje funkčný kláves pre spustenie vybratého projektu.
start_demo	Spustiť predvádzací režim
start_demo.h	Definuje funkčný kláves pre spustenie vybratého predvádzacieho režimu.
start_prac	Spustiť cvičný režim
start_prac.h	Definuje funkčný kláves pre spustenie vybratého cvičného režimu.
start_test	Spustiť testovací režim
start_test.h	Definuje funkčný kláves pre spustenie vybratého testovacieho režimu.
start_concur	Spustiť súbežný režim
start_concur.h	Definuje funkčný kláves pre spustenie vybratého súbežného režimu.
start_book	Spustiť knihu
start_book.h	Definuje funkčný kláves pre spustenie vybratej knihy.
start_group	Otvoriť v library
start_group.h	Definuje funkčný kláves pre otvorenie skupiny v library.
toggle_ctx_rec	Prepnúť rozpoznávanie kontextu
toggle_ctx_rec.h	Definuje funkčný kláves prepnutie rozpoznávania kontextu asistenta pracovnej plochy.
select_next	Vybrať nasledujúci záznam
select_next.h	Definuje funkčný kláves pre výber nasledujúceho záznamu v aktuálnom okne.
select_prev	Vybrať predchádzajúci záznam
select_prev.h	Definuje funkčný kláves pre výber predchádzajúceho záznamu v aktuálnom okne.
toggle_warning	Zobraziť dialóg upozornenia
toggle_warning.h	Definuje funkčný kláves pre zobrazenie dialógu upozornenia asistenta pracovnej plochy.
execute_step	Vykonať krok
execute_step.h	Definuje funkčný kláves pre vykonanie kroku pri prehrávaní prehliadky s výkladom.
copy_link	Kopírovať prepojenie
copy_link.h	Definuje funkčný kláves pre kopírovanie prepojenia vybratej entity.
maximize_trainer	Maximalizovať okno obsahu
maximize_trainer.h	Definuje funkčný kláves pre maximalizáciu okna obsahu.
share_email	Zdieľať prostredníctvom e-mailu.
share_email.h	Definuje funkčný kláves pre zdieľanie obsahu vybratej entity prostredníctvom e-mailu.
start_default	Spustiť predvolený obsah
start_default.h	Definuje funkčný kláves pre spustenie predvoleného režimu alebo vybratého dokumentu.
show_da_help	Zobraziť pomocníka pre asistenta pracovnej plochy
show_da_help.h	Definuje funkčný kláves pre otvorenie pomocníka pre asistenta pracovnej plochy.
request_content	Vyžiadať obsah
request_content.h	Definuje funkčný kláves pre požadovanie obsahu pre stránku aplikácie.
search_content	Vyhľadať obsah
search_content.h	Definuje funkčný kláves pre hľadanie obsahu v závislosti od vybratého typu hľadania.
show_hidden_elems	Zobraziť skryté prvky pomocníka
show_hidden_elems.h	Definuje funkčný kláves pre zobrazenie skrytých prvkov pomocníka.
toggle_side_bar	Zobraziť / skryť bočný panel
toggle_side_bar.h	Definuje funkčný kláves pre zobrazenie alebo skrytie bočného panela.
content_library	Asistent pracovnej plochy - obsah a správanie sa
content_library_window	Asistent pracovnej plochy - štýl a okná
content_library_sidebar	Asistent pracovnej plochy - bočný panel
style	Štýl
style.h	Definuje vzhľad komponentov asistenta pracovnej plochy (hlavné okno, okno s obsahom, ikona statusu). Vyberte zdroj štýlu zo zoznamu.
show_only_bar	Zobraziť pri spustení len bočný panel
show_only_bar.h	Definuje, či sa pri spustení asistenta pracovnej plochy zobrazí len bočný panel alebo aj hlavné okno.
clear_on_mismatch	Vymazať zoznam obsahu pri nezhode kontextu.
clear_on_mismatch.h	Definuje, že zoznam obsahu sa vymaže, ak sa nenašiel žiadny kontext. S deaktivovaným nastavením sa zobrazí obsah posledného rozpoznaného objektu.
da_positioning	Zarovnanie hlavného okna
da_positioning.h	Definuje zarovnanie hlavného okna na obrazovke. Možnosť ‘Voľné‘ umožňuje definovať pozíciu v parametri ‘Pozícia hlavného okna‘.
bar_positioning	Zarovnanie bočného panela
bar_positioning.h	Definuje zarovnanie bočného panela na obrazovke.
left_top	Ľavý horný roh
left_center	Vľavo na stred
left_bottom	Ľavý dolný roh
right_top	Pravý horný roh
right_center	Pravý stred
top_center	Hore v strede
right_bottom	Pravý dolný roh
center	Stred
free	Voľné
list_order	Zoradenie obsahu
list_order.h	Definuje zoradenie dostupného obsahu v zozname.
by_default	Štruktúra prieskumníka
by_name	Podľa abecedy
by_type	Abecedne podľa typu
library_position	Pozícia hlavného okna (voľné)
library_position.h	Definuje pozíciu hlavného okna (vľavo hore) pre ‘Voľné‘ zarovnanie na obrazovke. Hodnoty sa zadávajú v pixeloch.
search_url	Skupina pre hľadanie
