NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Űrlapbuborék
bform_height	Magasság
bform_height.h	Itt adhatja meg a megjelenítendő űrlapbuborék magasságát pixelben.
bform_width	Szélesség
bform_width.h	Itt adhatja meg a megjelenítendő űrlapbuborék szélességét pixelben.
bform_position	Pozíció
bform_position.h	Itt adhatja meg az űrlapbuborék pozícióját (balra, fent) 'szabad' elrendezéshez a képernyőn. Az értékeket pixelben kell megadni.
paramAutoMergeComplete	A képernyők egyesítése kész.
form	Űrlap
application_contexts	Alkalmazás
﻿Application	Alkalmazás
highlight_offset	Eltolás
AutoBarChooseApp	Alkalmazás kiválasztása
AutoBarReRecManual	Kattintson az objektumra.
BubbleOnActivate	Buborék közvetlen megjelenítése
ClickOnAAPosition	A négyszög meghatározásához kattintson az alkalmazásra.
ClickOnPosition	Kattintson egy helyre az alkalmazásban.
EnabledOnPgLoad	Aktiválás
HighlightOnActivate	Kiemelés közvetlen megjelenítése
start_from_arbitrary	Indítás tetszőleges lépésből
focus_step	Fókuszréteg
focus_step.h	Csak lépésenkénti útmutató\nAz aktuális lépéshez szükséges vezérlő kiemelése szürke réteggel.
yes	Igen
no	Nem
light_mode	Interaktív mód
light_mode.h	Ezzel a beállítással adható meg, hogy a felhasználónak kelljen a következő lépésre navigálni az objektumbuborékon belül. Ebben az esetben lejátszás közben nincs oldalfelismerés.
restricted_mode	Korlátozott mód
restricted_mode.h	A beállítás aktiválása esetén csak az aktuális műveletet lehet végrehajtani, és az alkalmazás oldalának többi vezérlője blokkolódik. \nA beállítás a Fókuszréteg megjelenítése beállítás aktiválása esetén érhető el.
show_highlight	Kiemelések
action	Művelet
active_area	Aktív terület
add_application_expl	Magyarázat beszúrása
adv	Speciális
display_behavior	Megjelenítési viselkedés
all_values	Összes érték
anim_steps	Animációs lépések
application_context	Alkalmazás
area	Terület
auto_merge	Képernyőmakrók egyesítése
b_height	Magasság
form_on	Űrlap mód
b_percent	Buborék látható (%)
b_hide_option	Elrejtési beállítás
b_minimizable	Kis méretre állítható
b_closable	Bezárható
b_minimized	Ikonméretű
b_width	Szélesség
b_width.h	Itt adhatja meg az objektumbuborék szélességét pixelben.
bmain_minimizable	Kis méretre állítható
bmain_position	Pozíció
bmain_win_style	Stílus
bmain_size	Méret
bmain_alignment	Igazítás
bubble	Objektumbuborék
bubble_offset	Eltolás
bubblestyle_d	Stílus
bubblestyle_init	Buborékstílus
choose_appl_template	Alkalmazásprofil kiválasztása
choose_bool	Kiválasztott érték
choose_nr	Kiválasztott index
choose_text	Kiválasztott érték
target_static_text	rögzítve mint 'Oldalazonosító'.
target_spec_warning	Figyelem: nincs elérhető újrafelvételi információ ehhez a vezérlőhöz.
prev_step	Előző lépés
next_step	Következő lépés
click	Egérművelet
click_pos	Kattintás helye
click_pos_rel	Buborék pozíciója
config_file	Alkalmazásprofil
define_target	Képernyő
display	Fő buborék szerkesztése
display_name	Megjelenített név
drag	Húzás
drop	Elhelyezés
dump_page	Képernyőfelvétel
elem_bubble	Objektumbuborék
element_type	Objektumtípus
enabled	Aktiválva
optional	Opcionális
enter	Egér belépése
executable	Alkalmazás
explanation_d	Szöveg
explanation_d_modified	Manuális fordítás
explanation_long	Magyarázat
fh_mouseover	Rámutatás az egérrel súgója
fh_onelem	Ikon
fh_tooltip	Elemleírás
fh_bubble	Buborék
step_list	Lépéslista
fieldicon	Objektum képe
fieldname	Objektumnév
find	Keresés
AutoBarChooseScn	Kattintson a megfelelő képernyőre
frame	Keret
g_highlight_bgr	Szín
g_highlight_border	Szegély
g_highlight_effect	Effektus
global	Globális
hide_on_focuslost	Elrejtés fókusz elvesztése esetén
hilight	Kiemelés
input_radio	Választókapcsoló/jelölőmező
input_text	Bevitt szöveg
init	Inicializálás
key	Kulcs
key_desc	Gyorsbillentyű
key_name	Billentyűkód
key_press	Kattintás billentyűre
lclick	Kattintás a bal gombbal
ldblclick	Dupla kattintás a bal gombbal
force_display	Kényszerített megjelenítés
auto_execute	Automatikus végrehajtás
show_confirmation	Jóváhagyás gomb megjelenítése
show_confirmation.h	Itt adhatja meg, hogy megjelenjen-e jóváhagyás gomb az objektumbuborékban lejátszás közben. A gomb használatával a felhasználó jóváhagyhatja a végrehajtott műveletet, ezután pedig megjelenik a következő lépés.
link_to_sim	Szimulációs hivatkozás beszúrása
macro_comment	Megjegyzés
main_bubble	Ablak
match_value	Egyezési érték
mini_on_focuslost	Kis méret fókusz elvesztése esetén
enable_tincan	@{NAVIGATOR} nyomon követése
nav_check_freq	Gyakoriság aktualizálása (perc)
navigation	Asztali varázsló
new_screen_context	Új képernyő
no_spike	Nincs hegy
pa_caption	Lépésenkénti útmutató
none	Nincs
objname	Objektumnév
orientation	Tájolás
path	Objektum elérési útja
position	Pozíció
rclick	Kattintás a jobb gombbal
rdblclick	Dupla kattintás a jobb gombbal
record_activearea	Aktív terület felvétele
record_application_context	Felvételkészítés az alkalmazásban
no_control	Nincs elérhető objektum a kattintás helyén.
record_control	Objektum felvétele
record_control_pa	Lépésenkénti útmutató lépésének felvétele
record_define_target	Képernyő felvétele
record_display	Fő buborék szerkesztése
record_end_display	Buborék szerkesztése
record_explanation	Magyarázat hozzáadása
record_object_context	Objektum felvétele
record_screen_context	Képernyő felvétele
record_target_specializer	Oldalazonosító felvétele
record_compatible_application	Kompatibilis alkalmazás felvétele
reference	Forrás
regexp	Reguláris kifejezés
replace	Csere
replace_continue	Csere és folytatás...
replace_pgkey_attr	Oldalkulcs-attribútumok cseréje
error_regexp	Érvénytelen reguláris kifejezés. Javítsa a bevitelét.
resize	Ablak átméretezése
revision	Revízió
sc_config_header	Profilinformáció
screen	Képernyő
screenhelp	Képernyősúgó
screenshot_rect	Képernyőfelvétel helye
select_single	Egyszeres kiválasztás
selected_merge	Kiválasztott képernyőmakrók egyesítése
show_bubble	Közvetlen megjelenítés
show_hilight	Kiemelés megjelenítése
show_on_focus	Megjelenítés fókuszban
source	Forrás
start_unit	Kontextusfüggő súgó stílusa
subkey	Alkulcsként engedélyezve
script	Szkript
target_name	Cím
target_specializer	Oldalazonosító
text_d	Bevitt szöveg
text_d_specializer	Bevitt szöveg
tolerance	Képernyőmakrók egyesítésének tűrése
translate	Automatikus fordítás
autoTranslate	Projekt fordítása
paramReRecordLanguage	Nyelv
merge_critical_macros	Makrók automatikus egyesítése
merge_critical_macros.h	Ha szimulációkat konvertál navigációkká, az így létrehozott képernyők automatikusan egyesíthetők. Ezek összevonása a 'Képernyőmakrók egyesítésének tűrése' paraméterben meghatározott tűrésértékkel történik.
uid	UID
underline	Aláhúzott
update_control	Objektum aktualizálása
update_target	Képernyő aktualizálása
variant	Változat
win_rect	Ablak mérete
wizCancel	Mégse
wizFinish	Befejezés
wizNext	Következő
wizOk	OK
wizExplanation	Magyarázat
wizContinue	Folytatás
app_info	Alkalmazás megjelenítése
app_link_to_sim	Szimulációhivatkozás beszúrása alkalmazáshoz
screen_info	Képernyő megjelenítése
screen_link_to_sim	Szimulációhivatkozás beszúrása képernyőhöz
object_info	Megjelenítési változat
object_link_to_sim	Szimulációs hivatkozás beszúrása
disabled	Deaktiválva
record_context_assistant_include	@{NAVIGATOR} projekttel együtt
project_id	Projekt címe
project_id.h	A paraméter tartalmazza a beszúrt projektet. A 'Szerkesztési hivatkozás' gombbal kiválaszthatja a projektet a munkaterületen.
project	Projekt
context_assistant_include	Asztalivarázsló-projekt
open_expanded	Speciális fő buborék megjelenítése
restart_option	Újraindítás gomb
next_project_id	Következő projekt
next_project_id.h	Ezzel a beállítással adhatja meg, hogy a projekt az aktuális folyamat befejezése után induljon el. Az új folyamat közvetlenül indul, és nem jelenik meg záró buborék.
end_unit	Útmutató vége
add_end_unit	Folyamat végének hozzáadása
demo	Demó mód
uebung	Gyakorlás mód
praxis	Egyidejű mód
test	Teszt mód
doc	Word-dokumentum
pdf	PDF-dokumentum
html	HTML-dokumentum
ppt	PowerPoint-dokumentum
explanation_type	Ikon
note	Megjegyzés
info	Infó
tipp	Tipp
warnung	Figyelmeztetés
no_image	Nincs ikon
display_on	Fő buborék megjelenítésének helye
nav_start	Navigáció indítása
app_focus	Alkalmazásfókusz
screen_focus	Képernyőfókusz
never	Nincs megjelenítés
list_type	Képernyő listatípusa
list_type.h	Ezzel a paraméterrel adható meg az objektumok listázásának típusa a képernyőn, ha ahhoz aktiválva van az 'Összes objektuminformáció megjelenítése' beállítás.
unordered_list	Listajelek
ordered_list	Számozás
convert_sn	Asztali varázsló generálása
Application	Alkalmazás
obj_context	Objektum
expl_context	Magyarázat
record_cntrl_type	Típus
disable_standby	Készenléti státus deaktiválása (@{NAVIGATOR})
disable_standby.h	Itt adhatja meg, hogy a @{NAVIGATOR} készenléti állapotát ne lehessen beállítani. Ha a beállítás nincs aktiválva, akkor a CTRL + F11 billentyűparanccsal vagy a státusikonra kattintva beállítható a készenléti állapot.
disable_exit	Kilépés parancs elrejtése (@{NAVIGATOR})
disable_exit.h	Itt adhatja meg, hogy ne jelenjen meg a Kilépés parancs a(z) @{NAVIGATOR} státusikonjának környezetfüggő menüjében.
bcontent_style	Buborékstílus
bcontent_style.h	Ez a beállítás határozza meg a buborék megjelenítéséhez használt buborékstílust.
cache_properties	Cache
cache_folder	Mappa helye
cache_folder.h	Itt adhatja meg a „NavigatorCache” gyorsítótármappa helyét. Az alapértelmezett hely a következő: „%localappdata%”. Más helyet is megadhat. \nMegjegyzés: A gyorsítótármappa neve nem módosítható.
use_caching	Gyorsítótár használata
use_caching.h	Itt aktiválhatja a @{NAVIGATOR} gyorsítótárának használatát.
function_keys	Funkcióbillentyűk
minimize_da	Kis méret
minimize_da.h	Itt adhatja meg a főablakot kis méretre állító funkcióbillentyűt.
next_tab	Következő lap kiválasztása
next_tab.h	Itt adhatja meg a főablak következő lapjának kiválasztására szolgáló funkcióbillentyűt.
next_screen	Ugrás a következő képernyőre
next_screen.h	Itt adhatja meg a kiválasztott projektben a következő képernyőre váltásra szolgáló funkcióbillentyűt.
back	Vissza
back.h	Itt adhatja meg az előző képernyőre váltásra szolgáló funkcióbillentyűt.
toggle_standby	Készenléti mód váltása
toggle_standby.h	Itt adhatja meg a készenléti mód átváltására szolgáló funkcióbillentyűt.
abort	Megszakítás
abort.h	Az asztali varázslót megszakító funkcióbillentyű meghatározása.
restart	Újraindítás
restart.h	Itt adhatja meg az asztali varázslót újraindító funkcióbillentyűt.
start_pa	Asztalivarázsló-projekt indítása
start_pa.h	Itt adhatja meg a kiválasztott projektet elindító funkcióbillentyűt.
start_demo	Demó mód indítása
start_demo.h	Itt adhatja meg a kiválasztott demó módot elindító funkcióbillentyűt.
start_prac	Gyakorlás mód indítása
start_prac.h	Itt adhatja meg a kiválasztott gyakorlás módot elindító funkcióbillentyűt.
start_test	Teszt mód indítása
start_test.h	Itt adhatja meg a kiválasztott teszt módot elindító funkcióbillentyűt.
start_concur	Egyidejű mód indítása
start_concur.h	Itt adhatja meg a kiválasztott egyidejű módot elindító funkcióbillentyűt.
start_book	Könyv indítása
start_book.h	Itt adhatja meg a kiválasztott könyvet elindító funkcióbillentyűt.
start_group	Megnyitás libraryben
start_group.h	Itt adhatja meg a libraryben egy csoport megnyitására szolgáló funkcióbillentyűt.
toggle_ctx_rec	Kontextusfelismerés váltása
toggle_ctx_rec.h	Itt adhatja meg az asztali varázsló kontextusfelismerésének átváltására szolgáló funkcióbillentyűt.
select_next	Következő bejegyzés kiválasztása
select_next.h	Itt adhatja meg az aktuális ablak következő bejegyzésének kiválasztására szolgáló funkcióbillentyűt.
select_prev	Előző bejegyzés kiválasztása
select_prev.h	Itt adhatja meg az aktuális ablak előző bejegyzésének kiválasztására szolgáló funkcióbillentyűt.
toggle_warning	Figyelmeztető párbeszédpanel megjelenítése
toggle_warning.h	Itt adhatja meg az asztali varázsló figyelmeztető párbeszédpanelének megjelenítésére szolgáló funkcióbillentyűt.
execute_step	Lépés végrehajtása
execute_step.h	Itt adhatja meg a lépésenkénti útmutató lejátszása közben egy lépés végrehajtására szolgáló funkcióbillentyűt.
copy_link	Hivatkozás másolása
copy_link.h	Itt adhatja meg a kiválasztott entitás hivatkozásának másolására szolgáló funkcióbillentyűt.
maximize_trainer	Tartalomablak maximalizálása
maximize_trainer.h	Itt adhatja meg a tartalomablakot maximalizáló funkcióbillentyűt.
share_email	Megosztás e-mailben
share_email.h	Itt adhatja meg a kiválasztott bejegyzés e-mailben történő megosztására szolgáló funkcióbillentyűt.
start_default	Alapértelmezett tartalom indítása
start_default.h	Itt adhatja meg az alapértelmezett mód vagy a kiválasztott dokumentum indítására szolgáló funkcióbillentyűt.
show_da_help	Asztali varázsló súgójának megjelenítése
show_da_help.h	Itt adhatja meg az asztali varázsló súgójának megnyitására szolgáló funkcióbillentyűt.
request_content	Tartalomkérés
request_content.h	Itt adhatja meg az alkalmazásoldalhoz kapcsolódó tartalomkérésre szolgáló funkcióbillentyűt.
search_content	Tartalom keresése
search_content.h	Itt adhatja meg a kiválasztott kereséstípustól függő tartalomkeresésre szolgáló funkcióbillentyűt.
show_hidden_elems	Rejtett súgóelemek megjelenítése
show_hidden_elems.h	Itt adhatja meg a rejtett súgóelemek megjelenítésére szolgáló funkcióbillentyűt.
toggle_side_bar	Oldalsáv megjelenítése / elrejtése
toggle_side_bar.h	Itt adhatja meg az oldalsáv megjelenítésére és elrejtésére szolgáló funkcióbillentyűt.
content_library	Asztali varázsló – Vezérlők és viselkedés
content_library_window	Asztali varázsló - stílus és ablakok
content_library_sidebar	Asztali varázsló – Oldalsáv
style	Stílus
style.h	Itt adhatja meg az asztali varázsló összetevőinek (főablak, tartalomablak, státusikon) megjelenését. Válasszon stíluserőforrást a listából.
show_only_bar	Indításkor csak az oldalsáv látható
show_only_bar.h	Itt adhatja meg, hogy csak az oldalsáv jelenjen meg az asztali varázsló vagy akár a főablak indításakor.
clear_on_mismatch	Tartalomlista ürítése eltérő kontextus esetén
clear_on_mismatch.h	Itt adhatja meg, hogy a tartalomlista ürüljön ki, ha nem található tartalom. Deaktivált beállítás esetén az utolsó felismert objektum tartalma jelenik meg.
da_positioning	Főablak igazítása
da_positioning.h	Itt adhatja meg a főablak igazítását a képernyőn. A 'Szabad' lehetőség kiválasztása esetén a 'Főablak pozíciója' paraméterben határozhatja meg a pozíciót.
bar_positioning	Oldalsáv igazítása
bar_positioning.h	Itt adhatja meg az oldalsáv igazítását a képernyőn.
left_top	Bal felső sarok
left_center	Bal oldalon középen
left_bottom	Bal alsó sarok
right_top	Jobb felső sarok
right_center	Jobb oldalon középen
top_center	Fent-középen
right_bottom	Jobb alsó sarok
center	Középen
free	Szabad
list_order	Tartalom rendezése
list_order.h	Itt adhatja meg az elérhető tartalom rendezését a listán.
