NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	Tạo bóng thoại
bform_height	Chiều cao
bform_height.h	Xác định chiều cao bóng thoại biểu mẫu cần hiển thị bằng điểm ảnh.
bform_width	Chiều rộng
bform_width.h	Xác định chiều rộng bóng thoại biểu mẫu cần hiển thị bằng điểm ảnh.
bform_position	Vị trí
bform_position.h	Xác định vị trí của bóng thoại biểu mẫu (trái, trên cùng) để canh chỉnh 'Tự do' trên màn hình. Giá trị đã cho bằng điểm ảnh.
paramAutoMergeComplete	Kết hợp màn hình đã hoàn tất.
form	Biểu mẫu
application_contexts	Ứng dụng
﻿Application	Ứng dụng
highlight_offset	Khoảng trống
AutoBarChooseApp	Chọn ứng dụng
AutoBarReRecManual	Nhấp vào đối tượng.
BubbleOnActivate	Hiện bóng thoại trực tiếp
ClickOnAAPosition	Nhấp vào ứng dụng để xác định hình chữ nhật.
ClickOnPosition	Nhấp vào vị trí trong ứng dụng.
EnabledOnPgLoad	Kích hoạt
HighlightOnActivate	Hiện vùng nổi bật trực tiếp
start_from_arbitrary	Bắt đầu từ bước tùy ý
focus_step	Lớp tập trung
focus_step.h	Chỉ tham quan có hướng dẫn\nHiển thị lớp màu xám để làm nổi bật điều khiển được yêu cầu trong bước hiện tại.
yes	Có
no	Không
light_mode	Chế độ tương tác
light_mode.h	Định rõ rằng người dùng phải điều hướng trong bóng thoại đối tượng đến bước tiếp theo. Không thực hiện nhận dạng trang trong khi phát lại.
restricted_mode	Chế độ hạn chế
restricted_mode.h	Xác định rằng chỉ có hành động hiện tại mới có thể được thực hiện. Những điều khiển khác của trang ứng dụng đang bị chặn. \nThiết lập này có thể được sử dụng nếu 'Lớp tập trung' được kích hoạt.
show_highlight	Nổi bật
action	Thao tác
active_area	Vùng hoạt động
add_application_expl	Chèn giải thích
adv	Nâng cao
display_behavior	Hiển thị hành vi
all_values	Tất cả giá trị
anim_steps	Các bước chuyển động
application_context	Ứng dụng
area	Vùng
auto_merge	Kết hợp Macro màn hình
b_height	Độ cao
form_on	Chế độ biểu mẫu
b_percent	Bóng thoại hiện (%)
b_hide_option	Ẩn tùy chọn
b_minimizable	Có thể thu nhỏ
b_closable	Có thể đóng
b_minimized	Thu nhỏ
b_width	Độ rộng
b_width.h	Xác định độ rộng của bóng thoại đối tượng bằng điểm ảnh.
bmain_minimizable	Có thể thu nhỏ
bmain_position	Vị trí
bmain_win_style	Kiểu
bmain_size	Kích cỡ
bmain_alignment	Căn chỉnh
bubble	Bóng thoại đối tượng
bubble_offset	Khoảng trống
bubblestyle_d	Kiểu
bubblestyle_init	Kiểu bóng thoại
choose_appl_template	Chọn thông tin ứng dụng
choose_bool	Giá trị được chọn
choose_nr	Chỉ mục được chọn
choose_text	Giá trị được chọn
target_static_text	được ghi dưới dạng 'ID trang'.
target_spec_warning	Cảnh báo: Không sẵn có thông tin ghi cho kiểm soát này.
prev_step	Bước trước đó
next_step	Bước kế tiếp
click	Nhấp vào liên kết
click_pos	Nhấp vào vị tri
click_pos_rel	Vị trí bóng thoại
config_file	Thông tin ứng dụng
define_target	Màn hình
display	Chỉnh sửa bóng thoại chính
display_name	Tên hiển thị
drag	Kéo
drop	Thả
dump_page	Ảnh chụp màn hình
elem_bubble	Bóng thoại đối tượng
element_type	Kiểu đối tượng
enabled	Bật
optional	Tùy chọn
enter	Nhập bằng chuột
executable	Ứng dụng
explanation_d	Văn bản
explanation_d_modified	Dịch thủ công
explanation_long	Giải thích
fh_mouseover	Trợ giúp khi di chuột qua
fh_onelem	Biểu tượng
fh_tooltip	Chú giải công cụ
fh_bubble	Bóng thoại
step_list	Danh sách bước
fieldicon	Ảnh đối tượng
fieldname	Tên đối tượng
find	Tìm
AutoBarChooseScn	Nhấp vào màn hình tương ứng
frame	Khung
g_highlight_bgr	Màu
g_highlight_border	Đường viền
g_highlight_effect	Hiệu ứng
global	Tổng thể
hide_on_focuslost	Ẩn khi mất tiêu điểm
hilight	Làm nổi bật
input_radio	Nút radio/ô chọn
input_text	Văn bản nhập
init	Khởi tạo
key	Phím
key_desc	Phím nóng
key_name	Mã phím
key_press	Ấn phím
lclick	Nhấp chuột trái
ldblclick	Nhấp đôi chuột trái
force_display	Bắt buộc hiển thị
auto_execute	Thực hiện tự động
show_confirmation	Hiện nút xác nhận
show_confirmation.h	Xác định xem nút xác nhận có được hiển thị trong bóng thoại đối tượng trong lúc phát lại không. Nút cho phép người dùng xác nhận hành động đã thực hiện và sau đó bước kế tiếp được hiển thị.
link_to_sim	Chèn liên kết mô phỏng
macro_comment	Nhận xét
main_bubble	Cửa sổ
match_value	So khớp giá trị
mini_on_focuslost	Thu nhỏ khi mất tiêu điểm
enable_tincan	Theo dõi @{NAVIGATOR}
nav_check_freq	Tần suất cập nhật (phút)
navigation	Hỗ trợ màn hình nền
new_screen_context	Màn hình mới
no_spike	Không có đường bóng thoại
pa_caption	Chuyến đi được hướng dẫn
none	Không có
objname	Tên đối tượng
orientation	Hướng
path	Đường dẫn đối tượng
position	Vị trí
rclick	Nhấp chuột phải
rdblclick	Nhấp đôi chuột phải
record_activearea	Ghi lại vùng hoạt động
record_application_context	Ghi ứng dụng
no_control	Không sẵn có đối tượng tại vị trí đã nhấp.
record_control	Ghi đối tượng
record_control_pa	Ghi lại bước tham quan có hướng dẫn
record_define_target	Ghi màn hình
record_display	Chỉnh sửa bóng thoại chính
record_end_display	Chỉnh sửa bóng thoại
record_explanation	Thêm giải thích
record_object_context	Ghi đối tượng
record_screen_context	Ghi màn hình
record_target_specializer	Ghi ID trang
record_compatible_application	Ghi lại ứng dụng tương thích
reference	Nguồn
regexp	Biểu thức chính quy
replace	Thay thế
replace_continue	Thay thế và tiếp tục...
replace_pgkey_attr	Thay thế thuộc tính mã trang
error_regexp	Biểu thức chính quy không hợp lệ. Sửa lại đầu vào của bạn.
resize	Điều chỉnh kích thước cửa sổ
revision	Sửa đổi
sc_config_header	Thông tin hồ sơ
screen	Màn hình
screenhelp	Trợ giúp màn hình
screenshot_rect	Vị trí ảnh chụp màn hình
select_single	Chọn Đơn
selected_merge	Kết hợp Macro màn hình đã chọn
show_bubble	Hiện trực tiếp
show_hilight	Hiển thị phần nổi bật
show_on_focus	Hiện khi đặt tiêu điểm
source	Nguồn
start_unit	Kiểu trợ giúp ngữ cảnh
subkey	Cho phép làm phím phụ
script	Tập lệnh
target_name	Tiêu đề
target_specializer	ID trang
text_d	Văn bản nhập
text_d_specializer	Văn bản nhập
tolerance	Kết hợp dung sai Macro màn hình
translate	Dịch tự động
autoTranslate	Dự án chuyển đổi
paramReRecordLanguage	Ngôn ngữ
merge_critical_macros	Kết hợp tự động Macro
merge_critical_macros.h	Nếu bạn đang chuyển đổi mô phỏng sang điều hướng, bạn có thể tự động kết hợp các màn hình đã tạo. Các màn hình này được kết hợp bằng giá trị dung sai đã xác định trong tham số 'Kết hợp dung sai Macro màn hình'.
uid	UID
underline	Gạch dưới
update_control	Cập nhật đối tượng
update_target	Cập nhật màn hình
variant	Biến thể
win_rect	Kích thước cửa sổ
wizCancel	Hủy
wizFinish	Kết thúc
wizNext	Kế tiếp
wizOk	OK
wizExplanation	Giải thích
wizContinue	Tiếp tục
app_info	Hiển thị ứng dụng
app_link_to_sim	Chèn liên kết mô phỏng ứng dụng
screen_info	Hiển thị màn hình
screen_link_to_sim	Chèn liên kết mô phỏng màn hình
object_info	Hiển thị biến thể
object_link_to_sim	Chèn liên kết mô phỏng
disabled	Vô hiệu hóa
record_context_assistant_include	Bao gồm @{NAVIGATOR} dự án
project_id	Tiêu đề dự án
project_id.h	Tham số chứa dự án đã chèn. Nút 'Chỉnh sửa liên kết' cho phép bạn chọn dự án trong vùng làm việc.
project	Dự án
context_assistant_include	Dự án hỗ trợ màn hình nền
open_expanded	Hiển thị bóng thoại chính nâng cao
restart_option	Nút khởi động lại
next_project_id	Dự án kế tiếp
next_project_id.h	Tùy chọn này xác định dự án sẽ được bắt đầu sau khi hoàn tất quy trình hiện thời. Khởi động quy trình mới trực tiếp và không có bóng thoại kết thúc nào được hiển thị.
end_unit	Kết thúc tham quan
add_end_unit	Thêm kết thúc quy trình
demo	Chế độ demo
uebung	Chế độ thực hành
praxis	Chế độ đồng thời
test	Chế độ kiểm tra
doc	Tài liệu Word
pdf	Tài liệu PDF
html	Tài liệu HTML
ppt	Tài liệu PowerPoint
explanation_type	Biểu tượng
note	Ghi chú
info	Thông tin
tipp	Gợi ý
warnung	Cảnh báo
no_image	Không có biểu tượng
display_on	Hiển thị bóng thoại chính khi
nav_start	Bắt đầu điều hướng
app_focus	Tiêu điểm ứng dụng
screen_focus	Tiêu điểm màn hình
never	Không hiện
list_type	Kiểu danh sách cho màn hình
list_type.h	Tham số này xác định kiểu lập danh sách đối tượng trong màn hình, nếu tùy chọn 'Hiển thị tất cả thông tin đối tượng' được kích hoạt.
unordered_list	Dấu đầu dòng
ordered_list	Đánh số
convert_sn	Tạo hỗ trợ màn hình nền
Application	Ứng dụng
obj_context	Đối tượng
expl_context	Giải thích
record_cntrl_type	Kiểu
disable_standby	Vô hiệu hóa tình trạng chờ (@{NAVIGATOR})
disable_standby.h	Định rõ trạng thái dự phòng của @{NAVIGATOR} không thể thiết lập. Nếu tùy chọn này được khử kích hoạt, bạn có thể thiết lập trạng thái dự phòng với phím tắt 'CTRL + F11' hoặc bằng cách nhấp chuột trên biểu tượng trạng thái.
disable_exit	Ẩn mục nhập thoát (@{NAVIGATOR})
disable_exit.h	Định rõ mục nhập 'Thoát' trong trình đơn ngữ cảnh của biểu tượng tình trạng của @{NAVIGATOR} bị ẩn.
bcontent_style	Kiểu bóng thoại
bcontent_style.h	Thiết lập này xác định kiểu bóng thoại nào được dùng để hiển thị bóng thoại.
cache_properties	Vùng nhớ đệm
cache_folder	Vị trí thư mục
cache_folder.h	Xác định vị trí thư mục bộ nhớ đệm 'NavigatorCache'. Vị trí mặc định là '%localappdata%'. Bạn có thể nhập vị trí tùy chỉnh. \nLưu ý: Không thể thay đổi tên thư mục bộ nhớ đệm.
use_caching	Sử dụng lưu trữ tạm
use_caching.h	Kích hoạt sử dụng bộ nhớ đệm @{NAVIGATOR}.
function_keys	Phím chức năng
minimize_da	Thu nhỏ
minimize_da.h	Xác định phím chức năng thu nhỏ cửa sổ chính.
next_tab	Chọn Tab kế tiếp
next_tab.h	Xác định phím chức năng chọn tab kế tiếp trong cửa sổ chính.
next_screen	Đi đến màn hình tiếp theo
next_screen.h	Xác định mã khóa chức năng để điều hướng cho màn hình tiếp theo cho dự án được chọn.
back	Quay lại
back.h	Xác định phím chức năng để quay lại màn hình trước.
toggle_standby	Bật tắt chế độ chờ
toggle_standby.h	Xác định phím chức năng bật tắt chế độ chờ.
abort	Hủy
abort.h	Xác định phím chức năng hủy hỗ trợ màn hình nền.
restart	Khởi động lại
restart.h	Xác định phím chức năng khởi động lại hỗ trợ màn hình nền.
start_pa	Bắt đầu dự án hỗ trợ màn hình nền
start_pa.h	Xác định phím chức năng bắt đầu dự án đã chọn.
start_demo	Bắt đầu chế độ Demo
start_demo.h	Xác định phím chức năng bắt đầu chế độ demo đã chọn.
start_prac	Bắt đầu chế độ thực hành
start_prac.h	Xác định phím chức năng bắt đầu chế độ thực hành đã chọn.
start_test	Bắt đầu chế độ kiểm tra
start_test.h	Xác định phím chức năng bắt đầu chế độ kiểm tra đã chọn.
start_concur	Bắt đầu chế độ đồng thời
start_concur.h	Xác định phím chức năng bắt đầu chế độ đồng thời đã chọn.
start_book	Bắt đầu cuốn sách
start_book.h	Xác định phím chức năng bắt đầu cuốn sách đã chọn.
start_group	Mở trong thư viện
start_group.h	Xác định mã khóa chức năng để mở nhóm trong thư viện.
toggle_ctx_rec	Bật tắt cấu hình ngữ cảnh
toggle_ctx_rec.h	Xác định phím chức năng bật tắt cấu hình ngữ cảnh trong hỗ trợ màn hình nền.
select_next	Chọn mục nhập tiếp theo
select_next.h	Xác định mã khóa chức năng chọn mục nhập tiếp theo trong cửa sổ hiện tại.
select_prev	Chọn màn hình trước
select_prev.h	Xác định mã khóa chức năng chọn mục nhập trước trong cửa sổ hiện tại.
toggle_warning	Hiển thị hội thoại cảnh báo
toggle_warning.h	Xác định phím chức năng bật tắt hội thoại cảnh báo trong hỗ trợ màn hình nền.
execute_step	Thực hiện bước
execute_step.h	Xác định phím chức năng thực hiện bước trong khi phát lại mục tham quan có hướng dẫn.
copy_link	Sao chép liên kết
copy_link.h	Xác định khóa chức năng để sao chép đường dẫn của thực thể được chọn.
maximize_trainer	Phóng to cửa sổ nội dung
maximize_trainer.h	Xác định phím chức năng để phóng to cửa sổ nội dung.
share_email	Chia sẻ qua email
share_email.h	Xác định mã khóa chức năng chia sẻ nội dung của thực thể đã chọn qua e-mail.
start_default	Hiện nội dung mặc định
start_default.h	Xác định khóa chức năng để bắt đầu chế độ mặc định hoặc tài liệu được chọn.
show_da_help	Hiện trợ giúp hỗ trợ màn hình nền
show_da_help.h	Xác định mã khóa chức năng để mở trợ giúp hỗ trợ màn hình nền.
request_content	Yêu cầu nội dung
request_content.h	Xác định mã khóa chức năng yêu cầu nội dung cho trang ứng dụng.
search_content	Tìm kiếm nội dung
search_content.h	Xác định mã khóa chức năng để tìm kiếm nội dung dựa vào loại tìm kiếm được chọn.
show_hidden_elems	Hiển thị yếu tố trợ giúp đã ẩn
show_hidden_elems.h	Xác định mã khóa chức năng hiện yếu tố trợ giúp bị ẩn
toggle_side_bar	Hiện / ẩn thanh bên
toggle_side_bar.h	Xác định mã khóa chức năng hiện và ẩn thanh bên.
content_library	Hỗ trợ màn hình nền - Nội dung và hành vi
content_library_window	Hỗ trợ màn hình nền - Kiểu và cửa sổ
content_library_sidebar	Hỗ trợ màn hình nền - Thanh bên
style	Kiểu
style.h	Xác định hình dạng thành phần trợ giúp màn hình (cửa sổ chính, cửa sổ nội dung, biểu tượng trạng thái). Lựa chọn nguồn kiểu từ danh sách.
show_only_bar	Chỉ hiện thanh bên khi khởi động
show_only_bar.h	Xác định xem chỉ có thanh bên sẽ hiển thị khi khởi động hỗ trợ màn hình nền hay còn có cửa sổ chính.
clear_on_mismatch	Xóa danh sách nội dung trên mất cân đối nội dung
clear_on_mismatch.h	Xác định rằng danh sách nội dung được xóa nếu không tìm thấy ngữ cảnh.  Với nội dung thiết lập được khử kích hoạt của đối tượng được nhận dạng cuối được hiển thị.
da_positioning	Căn chỉnh cửa sổ chính
da_positioning.h	Xác định căn chỉnh cửa sổ chính trên màn hình. Tùy chọn 'Tự do' cho phép nó xác định vị trí trong tham số 'Vị trí cửa sổ chính'.
bar_positioning	Canh chỉnh thanh bên
bar_positioning.h	Xác định canh chỉnh thanh bên trên màn hình.
left_top	Góc trên cùng bên trái
