NAVIGATOR	Desktop Assistant
XRAY	Web Assistant
LIBRARY	library
MANAGER	Manager
form_bubble	فقاعة النموذج
bform_height	الارتفاع
bform_height.h	يحدد ارتفاع فقاعة النموذج المطلوب عرضها بوحدات البكسل.
bform_width	العرض
bform_width.h	يحدد عرض فقاعة النموذ المطلوب عرضها بوحدات البكسل.
bform_position	الموضع
bform_position.h	يحدد موضع فقاعة النموذج (يمين، لأعلى) بالنسبة للمحاذاة 'الحرة' على الشاشة. يتم تحديد القيم بوحدات البكسل.
paramAutoMergeComplete	تم إنهاء دمج الشاشات.
form	النموذج
application_contexts	التطبيق
﻿Application	التطبيق
highlight_offset	إزاحة
AutoBarChooseApp	اختيار تطبيق
AutoBarReRecManual	انقر فوق الكائن.
BubbleOnActivate	إظهار الفقاعة مباشرة
ClickOnAAPosition	النقر فوق التطبيق لتحديد المستطيل.
ClickOnPosition	انقر فوق موضع في التطبيق.
EnabledOnPgLoad	تنشيط
HighlightOnActivate	إظهار التمييز مباشرة
start_from_arbitrary	البدء من الخطوة العشوائية
focus_step	طبقة التركيز
focus_step.h	الجولة الإرشادية فقط\nيعرض طبقة باللون الرمادي لتمييز عنصر التحكم المطلوب في الخطوة الحالية.
yes	نعم
no	لا
light_mode	النمط التفاعلي
light_mode.h	يحدد أنه يتعين على المستخدم الانتقال في فقاعة الكائن إلى الخطوة التالية. لم يتم تنفيذ التعرف على الصفحات خلال التشغيل.
restricted_mode	نمط التقييد
restricted_mode.h	يحدد إمكانية تنفيذ الإجراء الحالي فقط. سيتم إيقاف عناصر التحكم الأخرى الخاصة بصفحة التطبيق. \nيمكن استخدام الإعداد إذا تم تنشيط 'طبقة التركيز'.
show_highlight	التمييزات
action	الإجراء
active_area	منطقة نشطة
add_application_expl	إدراج توضيح
adv	متقدم
display_behavior	عرض السلوك
all_values	كل القيم
anim_steps	خطوات التحريك
application_context	التطبيق
area	المنطقة
auto_merge	دمج وحدات الماكرو للشاشة
b_height	الارتفاع
form_on	نمط النموذج
b_percent	الفقاعة مرئية (%)
b_hide_option	إخفاء الخيار
b_minimizable	قابل للتصغير
b_closable	ممكن إغلاقه
b_minimized	مصغّر
b_width	العرض
b_width.h	يحدد عرض فقاعة الكائن بوحدات البكسل.
bmain_minimizable	قابلة للتصغير
bmain_position	موضع
bmain_win_style	النمط
bmain_size	الحجم
bmain_alignment	محاذاة
bubble	فقاعة الكائن
bubble_offset	إزاحة
bubblestyle_d	النمط
bubblestyle_init	نمط الفقاعة
choose_appl_template	اختيار ملف تعريف التطبيق
choose_bool	القيمة المحددة
choose_nr	الفهرس المحدد
choose_text	القيمة المحددة
target_static_text	يتم تحديده على أنه 'معرف صفحات'.
target_spec_warning	تحذير: لا تتوفر معلومات إعادة تسجيل لعنصر التحكم هذا.
prev_step	الخطوة السابقة
next_step	الخطوة التالية
click	إجراء الماوس
click_pos	موضع النقر
click_pos_rel	موضع الفقاعة
config_file	ملف تعريف التطبيق
define_target	شاشة
display	تحرير الفقاعة الرئيسية
display_name	عرض الاسم
drag	سحب
drop	سحب
dump_page	لقطة الشاشة
elem_bubble	فقاعة الكائن
element_type	نوع الكائن
enabled	ممكّن
optional	اختياري
enter	إدخال الماوس
executable	التطبيق
explanation_d	النص
explanation_d_modified	ترجمة يدويًا
explanation_long	توضيح
fh_mouseover	المساعدة عند المرور بالماوس
fh_onelem	الأيقونة
fh_tooltip	تلميح أدوات
fh_bubble	فقاعة
step_list	قائمة الخطوات
fieldicon	صورة الكائن
fieldname	اسم الكائن
find	بحث
AutoBarChooseScn	النقر فوق الشاشة المختصة
frame	الإطار
g_highlight_bgr	اللون
g_highlight_border	الحد
g_highlight_effect	تأثير
global	شامل
hide_on_focuslost	إخفاء عند فقدان التركيز
hilight	تمييز
input_radio	زر اختيار/خانة اختيار
input_text	نص الإدخال
init	التهيئة
key	المفتاح
key_desc	مفتاح سريع
key_name	رمز المفتاح
key_press	ضغط المفتاح
lclick	نقر بزر الماوس الأيسر
ldblclick	نقر مزدوج بزر الماوس الأيسر
force_display	تنفيذ عرض
auto_execute	التنفيذ التلقائي
show_confirmation	عرض زر التأكيد
show_confirmation.h	يوضح ما إذا كان زر التأكيد ظاهرًا في فقاعة الكائن أثناء التشغيل. يتيح هذا الزر للمستخدم تأكيد الإجراء المنفَّذ، ثم يتم عرض الخطوة التالية بعد ذلك.
link_to_sim	إدراج ارتباط محاكاة
macro_comment	تعليق
main_bubble	النافذة
match_value	مطابقة القيمة
mini_on_focuslost	التصغير عند فقدان التركيز
enable_tincan	@{NAVIGATOR} التتبع
nav_check_freq	تحديث التردد (مصغر)
navigation	مساعد سطح المكتب
new_screen_context	شاشة جديدة
no_spike	بدون مصطلحات خاصة
pa_caption	جولة إرشادية
none	لا شيء
objname	اسم الكائن
orientation	الاتجاه
path	مسار الكائن
position	الموضع
rclick	انقر بزر الماوس الأيمن
rdblclick	نقر مزدوج بزر الماوس الأيمن
record_activearea	تسجيل المنطقة النشطة
record_application_context	تسجيل الكائن
no_control	لا يتوفر أي كائن في الموضع المنقور فوقه.
record_control	تسجيل الكائن
record_control_pa	تسجيل خطوة الجولة الإرشادية
record_define_target	تسجيل الشاشة
record_display	تحرير الفقاعة الرئيسية
record_end_display	تحرير الفقاعة
record_explanation	إضافة توضيح
record_object_context	تسجيل الكائن
record_screen_context	تسجيل الشاشة
record_target_specializer	تسجيل معرف الصفحات
record_compatible_application	تسجيل التطبيق المتوافق
reference	المصدر
regexp	تعبير عادي
replace	استبدال
replace_continue	الاستبدال والمتابعة...
replace_pgkey_attr	استبدال السمات الأساسية للصفحة
error_regexp	تعبير عادي غير صالح. قم بتصحيح إدخالك.
resize	إعادة تحجيم الشاشة
revision	المراجعة
sc_config_header	معلومات ملف التعريف
screen	شاشة
screenhelp	مساعدة الشاشة
screenshot_rect	موضع لقطة الشاشة
select_single	تحديد فردي
selected_merge	دمج وحدات ماكرو الشاشة المحددة
show_bubble	العرض مباشرة
show_hilight	إظهار التمييز
show_on_focus	العرض عند التركيز
source	المصدر
start_unit	نمط مساعدة السياق
subkey	مسموح به كمفتاح فرعي
script	برنامج نصي
target_name	العنوان
target_specializer	معرف الصفحات
text_d	نص الإدخال
text_d_specializer	نص الإدخال
tolerance	دمج سماحية وحدات الماكرو الخاصة بالشاشة
translate	ترجمة مؤتمتة
autoTranslate	ترجمة المشروع
paramReRecordLanguage	اللغة
merge_critical_macros	دمج وحدات الماكرو تلقائيًا
merge_critical_macros.h	في حالة تحويل عمليات المحاكاة إلى عمليات التنقل، يمكنك دمج الشاشات تلقائيًا مثلما تم إنشاؤها. ويتم تجميعها باستخدام قيمة السماحية المحدَدة في المعامل 'دمج سماحية وحدات الماكرو الخاصة بالشاشة'.
uid	UID
underline	مسطر
update_control	تحديث الكائن
update_target	تحديث الشاشة
variant	الشاشة
win_rect	حجم النافذة
wizCancel	إلغاء
wizFinish	إنهاء
wizNext	التالي
wizOk	موافق
wizExplanation	توضيح
wizContinue	متابعة
app_info	إظهار التطبيق
app_link_to_sim	إدراج ارتباط محاكاة التطبيق
screen_info	إظهار الشاشة
screen_link_to_sim	إدراج ارتباط محاكاة الشاشة
object_info	عرض المتغير
object_link_to_sim	إدراج ارتباط محاكاة
disabled	معطل
record_context_assistant_include	تضمين مشروع @{NAVIGATOR}
project_id	عنوان المشروع
project_id.h	يحتوي المعامل على المشروع المدرَج. يسمح لك زر 'تحرير الارتباط' بتحديد المشروع في منطقة العمل.
project	المشروع
context_assistant_include	مشروع مساعد سطح المكتب
open_expanded	عرض الفقاعة الرئيسية المتقدمة
restart_option	زر إعادة التشغيل
next_project_id	لمشروع الجديد
next_project_id.h	يحدد هذا الخيار أحد المشروعات التي سيتم بدء تشغيلها بعد إكمال العملية الحالية. تبدأ العملية الجديدة مباشرة ويتم عرض الفقاعة اللانهائية.
end_unit	نهاية الجولة
add_end_unit	إضافة نهاية للعملية
demo	نمط العرض التوضيحي
uebung	نمط الممارسة
praxis	نمط متزامن
test	نمط الاختبار
doc	مستند Word
pdf	مستند PDF
html	مستند HTML
ppt	مستند PowerPoint
explanation_type	الأيقونة
note	ملاحظة
info	معلومات
tipp	تلميح
warnung	تحذير
no_image	بدون أيقونة
display_on	عرض الفقاعة الرئيسية على
nav_start	بدء التنقل
app_focus	تركيز التطبيق
screen_focus	تركيز الشاشة
never	عدم العرض
list_type	نوع قائمة الشاشة
list_type.h	يحدد هذا المعامل نوع قائمة الكائنات في الشاشة، وذلك في حالة تمكين الخيار 'عرض كافة معلومات الكائن' لهذا.
unordered_list	رموز نقطية
ordered_list	الترقيم
convert_sn	إنشاء مساعد سطح مكتب
Application	التطبيق
obj_context	الكائن
expl_context	توضيح
record_cntrl_type	النوع
disable_standby	تعطيل حالة الاستعداد (@{NAVIGATOR})
disable_standby.h	يحدد أن حالة الاستعداد الخاصة بـ @{NAVIGATOR} لا يمكن تعيينها. إذا كان هذا الخيار غير نشط، يمكنك تعيين حالة الاستعداد بالاختصار 'CTRL + F11' أو بالنقر فوق أيقونة الحالة.
disable_exit	إخفاء إدخال الخروج (@{NAVIGATOR})
disable_exit.h	يحدد أن إدخال 'الخروج' في قائمة سياق أيقونة حالة @{NAVIGATOR} مخفي.
bcontent_style	نمط الفقاعة
bcontent_style.h	يحدد هذا الإعداد نمط الفقاعة المطلوب استخدامه لعرض الفقاعة.
cache_properties	ذاكرة التخزين المؤقت
cache_folder	موقع المجلد
cache_folder.h	يحدد موقع مجلد ذاكرة التخزين المؤقت 'NavigatorCache'. الموقع الافتراضي هو '%localappdata%'. يمكنك إدخال موقع مخصص. \nملاحظة: لا يمكن تغيير اسم مجلد ذاكرة التخزين المؤقت.
use_caching	استخدام التخزين المؤقت
use_caching.h	ينشّط استخدام ذاكرة التخزين المؤقت لـ @{NAVIGATOR}.
function_keys	مفاتيح الوظائف
minimize_da	تصغير
minimize_da.h	يحدد مفتاح وظيفة لتصغير النافذة الرئيسية.
next_tab	تحديد علامة التبويب التالية
next_tab.h	يحدد مفتاح وظيفة لتحديد علامة التبويب التالية في النافذة الرئيسية.
next_screen	انتقال إلى الشاشة التالية
next_screen.h	يحدد مفتاح وظيفة للانتقال إلى الشاشة التالية لمشروع محدد.
back	رجوع
back.h	يحدد مفتاح وظيفة للانتقال إلى الشاشة السابقة.
toggle_standby	تبديل نمط الاحتياطي
toggle_standby.h	يحدد مفتاح وظيفة لتبديل نمط الاحتياطي.
abort	إيقاف
abort.h	يحدد مفتاح وظيفة لإيقاف مساعد سطح المكتب.
restart	إعادة تشغيل
restart.h	يحدد مفتاح وظيفة لإعادة تشغيل مساعد سطح المكتب.
start_pa	بدء مشروع مساعد سطح المكتب
start_pa.h	يحدد مفتاح وظيفة لبدء تشغيل مشروع محدد.
start_demo	بدء نمط العرض التوضيحي
start_demo.h	يحدد مفتاح وظيفة لبدء تشغيل نمط عرض توضيحي محدد.
start_prac	بدء نمط الممارسة
start_prac.h	يحدد مفتاح وظيفة لبدء نمط ممارسة محدد.
start_test	بدء نمط الاختبار
start_test.h	يحدد مفتاح وظيفة لبدء تشغيل نمط اختبار محدد.
start_concur	بدء النمط المتزامن
start_concur.h	يحدد مفتاح وظيفة لبدء تشغيل نمط متزامن محدد.
start_book	بدء كتاب
start_book.h	يحدد مفتاح وظيفة لبدء تشغيل كتاب محدد.
start_group	فتح في library
start_group.h	يحدد مفتاح وظيفة لفتح مجموعة في library.
toggle_ctx_rec	تبديل التعرف على السياق
toggle_ctx_rec.h	يحدد مفتاح وظيفة لتبديل التعرف على سياق مساعد سطح المكتب.
select_next	تحديد الإدخال التالي
select_next.h	يحدد مفتاح وظيفة لتحديد الإدخال التالي في النافذة الحالية.
select_prev	تحديد الإدخال السابق
select_prev.h	يحدد مفتاح وظيفة لتحديد الإدخال السابق في النافذة الحالية.
toggle_warning	إظهار مربع حوار التحذير
toggle_warning.h	يحدد مفتاح وظيفة لإظهار مربع حوار التحذير الخاص بمساعد سطح المكتب.
execute_step	تنفيذ خطوة
execute_step.h	يحدد مفتاح وظيفة لتنفيذ خطوة أثناء تشغيل الجولة الإرشادية.
copy_link	نسخ الارتباط
copy_link.h	يحدد مفتاح وظيفة لنسخ ارتباط الكيان المحدد.
maximize_trainer	تكبير نافذة المحتوى
maximize_trainer.h	يحدد مفتاح وظيفة لتكبير النافذة الرئيسية.
share_email	مشاركة عبر البريد الإلكتروني
share_email.h	يحدد مفتاح وظيفة لمشاركة محتوى الإدخال المحدد عبر البريد الإلكتروني.
start_default	بدء المحتوى الافتراضي
start_default.h	يحدد مفتاح وظيفة لبدء النمط الافتراضي أو المستند المحدد.
show_da_help	إظهار مساعدة مساعد سطح المكتب
show_da_help.h	يحدد مفتاح وظيفة لفتح مساعدة مساعد سطح المكتب.
request_content	طلب محتوى
request_content.h	يحدد مفتاح وظيفة لطلب محتوى لصفحة تطبيق.
search_content	بحث عن محتوى
search_content.h	يحدد مفتاح وظيفة للبحث عن محتوى حسب نوع البحث المحدد.
show_hidden_elems	إظهار عناصر المساعدة المخفية
show_hidden_elems.h	يحدد مفتاح وظيفة لإظهار عناصر المساعدة المخفية.
toggle_side_bar	إظهار/إخفاء الشريط الجانبي
toggle_side_bar.h	يحدد مفتاح وظيفة لإظهار الشريط الجانبي أو إخفائه.
content_library	مساعد سطح المكتب - المحتوى والسلوك
content_library_window	مساعد سطح المكتب - النمط والنوافذ
content_library_sidebar	مساعد سطح المكتب - الشريط الجانبي
style	النمط
style.h	يحدد مظهر المكونات المساعدة لسطح المكتب (النافذة الرئيسية، نافذة المحتوى، أيقونة الحالة). حدد مورد أسلوب من القائمة.
show_only_bar	إظهار الشريط الجانبي فقط عند البداية
show_only_bar.h	يحدد ما إذا كان سيتم عرض الشريط الجانبي فقط في بداية مساعد سطح المكتب أو أيضًا في الصفحة الرئيسية.
clear_on_mismatch	مسح قائمة المحتويات في عدم تطابق السياقات
clear_on_mismatch.h	تحديد أنه تم مسح قائمة المحتويات إذا لم يتم العثور على أي سياق. ويتم عرض محتوى آخر كائن معتمد بالإعداد غير النشط.
da_positioning	محاذاة النافذة الرئيسية
da_positioning.h	يحدد محاذاة النافذة الرئيسية على الشاشة. يسمح الخيار 'حر' له بتحديد أحد المواضع في المعامل 'موضع النافذة الرئيسية'.
bar_positioning	محاذاة الشريط الجانبي
bar_positioning.h	يحدد محاذاة الشريط الجانبي على الشاشة.
left_top	الركن العلوي الأيسر
left_center	الركن الأيسر
left_bottom	الركن السفلي الأيسر
right_top	الركن العلوي الأيمن
right_center	المركز الأيمن
top_center	أعلى المنتصف
right_bottom	الركن السفلي الأيمن
center	وسط
free	حر
list_order	ترتيب المحتوى
list_order.h	يحدد ترتيب المحتوى المتوفر في القائمة.
by_default	بنية المستكشف
by_name	أبجدي
